OG0050214																		Oalv|OALVG00000028818.1					Rpac|RPACG00000032839.1					
OG0050216																		Oalv|OALVG00000028888.1					Rpac|RPACG00000032875.1					
OG0050217																		Oalv|OALVG00000028927.1					Rpac|RPACG00000022175.1					
OG0050223																		Oalv|OALVG00000029069.1					Rpac|RPACG00000005093.1					
OG0050224																		Oalv|OALVG00000029097.1					Rpac|RPACG00000008473.1					
OG0050228																		Oalv|OALVG00000029216.1					Rpac|RPACG00000008459.1					
OG0050231																		Oalv|OALVG00000029424.1					Rpac|RPACG00000006568.1					
OG0050232																		Oalv|OALVG00000029425.1					Rpac|RPACG00000006567.1					
OG0050236																		Oalv|OALVG00000029557.1					Rpac|RPACG00000019260.1					
OG0050239																		Oalv|OALVG00000029819.1					Rpac|RPACG00000026355.1					
OG0050243																		Oalv|OALVG00000029916.1					Rpac|RPACG00000030107.1					
OG0050245																		Oalv|OALVG00000030254.1					Rpac|RPACG00000034510.1					
OG0050246																		Oalv|OALVG00000030314.1					Rpac|RPACG00000026701.1					
OG0050254																		Oalv|OALVG00000030696.1					Rpac|RPACG00000028669.1					
OG0050264																		Oalv|OALVG00000031376.1					Rpac|RPACG00000007281.1					
OG0050267																		Oalv|OALVG00000031495.3					Rpac|RPACG00000014460.1					
OG0050269																		Oalv|OALVG00000031566.1					Rpac|RPACG00000005375.1					
OG0050270																		Oalv|OALVG00000031603.1					Rpac|RPACG00000025698.1					
OG0050277																		Oalv|OALVG00000031933.1					Rpac|RPACG00000004217.1					
OG0050281																		Oalv|OALVG00000032252.1					Rpac|RPACG00000027466.1					
OG0050286																		Oalv|OALVG00000032440.1					Rpac|RPACG00000000956.1					
OG0050298																		Oalv|OALVG00000032939.1					Rpac|RPACG00000029010.1					
OG0050303																		Oalv|OALVG00000033219.1					Rpac|RPACG00000033867.1					
OG0050309																		Oalv|OALVG00000033409.1					Rpac|RPACG00000006427.1					
OG0050315																		Oalv|OALVG00000033722.1					Rpac|RPACG00000010218.1					
OG0050316																		Oalv|OALVG00000033816.1					Rpac|RPACG00000012467.1					
OG0050318																		Oalv|OALVG00000033940.1					Rpac|RPACG00000025833.1					
OG0050319																		Oalv|OALVG00000033986.1					Rpac|RPACG00000025792.1					
OG0050329																		Oalv|OALVG00000034470.1					Rpac|RPACG00000016896.1					
OG0050337																		Oalv|OALVG00000034911.1					Rpac|RPACG00000012750.1					
OG0050341																		Oalv|OALVG00000035063.1					Rpac|RPACG00000014306.1					
OG0050342																		Oalv|OALVG00000035118.1					Rpac|RPACG00000035062.1					
OG0050345																		Oalv|OALVG00000035208.1					Rpac|RPACG00000013145.1					
OG0050350																		Oalv|OALVG00000035651.1					Rpac|RPACG00000036123.1					
OG0050351																		Oalv|OALVG00000035684.1					Rpac|RPACG00000025488.1					
