Orthogroup	Panther_annotation
OG0006127	 U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM7
OG0006145	 U3 SMALL NUCLEOLAR RIBONUCLEOPROTEIN PROTEIN IMP3
OG0006159	 CYSTEINE-RICH MOTOR NEURON 1 PROTEIN
OG0006162	 ADHESION G-PROTEIN COUPLED RECEPTOR D1
OG0006165	 PROFILIN
OG0006181	 KELCH-LIKE PROTEIN 1
OG0006208	 TRANSALDOLASE
OG0006225	 NO HIT
OG0006239	 TRANSLIN
OG0006243	 SUMO-ACTIVATING ENZYME SUBUNIT 1
OG0006245	 PALMITOLEOYL-PROTEIN CARBOXYLESTERASE NOTUM
OG0006248	 THROMBOSPONDIN-TYPE LAMININ G DOMAIN AND EAR REPEATS B
OG0006251	 3'-5' EXORIBONUCLEASE CSL4-RELATED
OG0006253	 TRANSCRIPTION TERMINATION FACTOR 2
OG0006267	 DOPAMINE/ECDYSTEROID RECEPTOR ISOFORM A
OG0006275	 NO HIT
OG0006279	 ER MEMBRANE PROTEIN COMPLEX SUBUNIT 7
OG0006284	 SUBFAMILY NOT NAMED
OG0006291	 SUBFAMILY NOT NAMED
OG0006293	 UNCHARACTERIZED
OG0006295	 ADENYLYL CYCLASE-ASSOCIATED PROTEIN
OG0006307	 LOW MOLECULAR WEIGHT PROTEIN TYROSINE PHOSPHATASE
OG0006315	 LYSM DOMAIN (PEPTIDOGLYCAN BINDING) PROTEIN
OG0006325	 UNCHARACTERIZED
OG0006329	 MICOS COMPLEX SUBUNIT
OG0006335	 MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 8
OG0006340	 WD AND TETRATRICOPEPTIDE REPEATS PROTEIN 1
OG0006367	 PTB DOMAIN-CONTAINING ENGULFMENT ADAPTER PROTEIN 1
OG0006370	 WD REPEAT PROTEIN 8-RELATED
OG0006383	 TESTIS-EXPRESSED PROTEIN 11
OG0006385	 MUSKELIN
OG0006386	 GEO05124P1
OG0006395	 TRANSMEMBRANE PROTEIN 272
OG0006446	 FAMILY NOT NAMED
OG0006463	 TRANSMEMBRANE PROTEIN 17
OG0006472	 T-CELL ACUTE LYMPHOCYTIC LEUKEMIA 2-RELATED
OG0006475	 HYDROXYPYRUVATE ISOMERASE-RELATED
OG0006477	 40S RIBOSOMAL PROTEIN S30
OG0006478	 UNCHARACTERIZED
OG0006481	 E3 UBIQUITIN-PROTEIN LIGASE TRAIP
OG0006499	 TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 7
OG0006504	 UPF0692 PROTEIN C19ORF54
OG0006513	 TUBULIN DELTA CHAIN
OG0006525	 39S RIBOSOMAL PROTEIN L28 MITOCHONDRIAL
OG0006541	 POLYCYSTIC KIDNEY DISEASE PROTEIN 1-LIKE 2
OG0006546	 SPLICING FACTOR YJU2
OG0006554	 FAMILY NOT NAMED
OG0006589	 BETA-1 2-XYLOSYLTRANSFERASE
OG0006590	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0006593	 BETA-1 2-XYLOSYLTRANSFERASE
OG0006595	 SUBFAMILY NOT NAMED
OG0006604	 NO HIT
OG0006626	 BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN 1
OG0006631	 PROTEIN CDV3 HOMOLOG
OG0006632	 NO HIT
OG0006638	 PYRIDINE NUCLEOTIDE-DISULFIDE OXIDOREDUCTASE DOMAIN-CONTAINING PROTEIN 1
OG0006647	 VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 28 HOMOLOG
OG0006652	 OPIOID GROWTH FACTOR RECEPTOR OGFR ZETA-TYPE OPIOID RECEPTOR
OG0006661	 CYSTEINE-RICH MOTOR NEURON 1 PROTEIN
OG0006672	 PROLINE-RICH PROTEIN 5-LIKE
OG0006716	 TRNA (CYTOSINE(38)-C(5))-METHYLTRANSFERASE
OG0006721	 NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 10
OG0006746	 TRANSCRIPTION ELONGATION FACTOR SPT5
OG0006752	 PROTEIN RER1
OG0006780	 E3 UBIQUITIN-PROTEIN LIGASE TRIM71
OG0006814	 MEIOTIC P26 ISOFORM C
OG0006822	 NADPH:ADRENODOXIN OXIDOREDUCTASE MITOCHONDRIAL
OG0006836	 SIGNAL PEPTIDASE COMPLEX SUBUNIT 2
OG0006838	 TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 3
OG0006847	 MALE-SPECIFIC LETHAL-1 PROTEIN
OG0006854	 TYROSINE-PROTEIN KINASE BAZ1B
OG0006861	 TUBULIN POLYGLUTAMYLASE COMPLEX SUBUNIT 2
OG0006866	 SUBFAMILY NOT NAMED
OG0006870	 APOPTOTIC CHROMATIN CONDENSATION INDUCER IN THE NUCLEUS
OG0006872	 LA RIBONUCLEOPROTEIN DOMAIN FAMILY MEMBER 6B
OG0006873	 DOLICHOL KINASE
OG0006886	 IQ DOMAIN-CONTAINING PROTEIN H
OG0006887	 RIBONUCLEASE KAPPA
OG0006894	 FAMILY NOT NAMED
OG0006910	 SYNAPSE-ASSOCIATED PROTEIN 1
OG0006928	 5-OXOPROLINASE
OG0006929	 PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 32
OG0006935	 TRANSLATION INITIATION FACTOR IF-2 MITOCHONDRIAL
OG0006949	 A-KINASE ANCHOR PROTEINS
OG0006956	 REPLICATION STRESS RESPONSE REGULATOR SDE2
OG0006957	 WD REPEAT-CONTAINING PROTEIN 27
OG0006963	 PROTEIN LIN-9 HOMOLOG
OG0006983	 HISTONE RNA HAIRPIN-BINDING PROTEIN
OG0006993	 STERILE ALPHA MOTIF DOMAIN CONTAINING PROTEIN 10
OG0007001	 GEO07393P1
OG0007013	 IQ CALMODULIN-BINDING MOTIF CONTAINING PROTEIN 1
OG0007030	 LEUCINE-RICH REPEAT-CONTAINING PROTEIN 56
OG0007039	 SERUM RESPONSE FACTOR
OG0007045	 SEDOHEPTULOKINASE
OG0007052	 NUCLEAR CAP-BINDING PROTEIN SUBUNIT 3
OG0007056	 CST COMPLEX SUBUNIT CTC1
OG0007057	 EXPRESSED PROTEIN
OG0007062	 FIBROBLAST GROWTH FACTOR 18
OG0007074	 UNCHARACTERIZED PROTEIN KIAA2013
OG0007077	 TELOMERASE-BINDING PROTEIN P23 HSP90 CO-CHAPERONE
OG0007098	 TM2 DOMAIN-CONTAINING PROTEIN 3
OG0007099	 ADENYLATE KINASE ISOENZYME 5
OG0007155	 NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 4-LIKE 2
OG0007163	 SCRATCH FAMILY TRANSCRIPTIONAL REPRESSOR 1-RELATED
OG0007170	 BETA-AMYLOID BINDING PROTEIN-RELATED
OG0007173	 SUBFAMILY NOT NAMED
OG0007175	 ARMADILLO REPEAT-CONTAINING PROTEIN 7
OG0007182	 HAUS AUGMIN-LIKE COMPLEX SUBUNIT 1
OG0007189	 MRG/MORF4L-BINDING PROTEIN
OG0007195	 FRUCTOSE-2 6-BISPHOSPHATASE TIGAR
OG0007199	 MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 27
OG0007203	 DNA REPLICATION COMPLEX GINS PROTEIN PSF2
OG0007204	 39S RIBOSOMAL PROTEIN L38 MITOCHONDRIAL
OG0007211	 RNA POLYMERASE II NUCLEAR LOCALIZATION PROTEIN SLC7A6OS-RELATED
OG0007212	 SUBFAMILY NOT NAMED
OG0007219	 TRANSMEMBRANE PROTEIN 72
OG0007222	 UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 5
OG0007226	 COP9 SIGNALOSOME COMPLEX SUBUNIT 8
OG0007233	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 24
OG0007241	 RNA-BINDING PROTEIN 42-LIKE
OG0007250	 N-ALPHA-ACETYLTRANSFERASE 60
OG0007267	 ATP-BINDING CASSETTE SUB-FAMILY F MEMBER 2
OG0007281	 HEMATOPOIETIC LINEAGE CELL-SPECIFIC PROTEIN
OG0007289	 REPLICATION PROTEIN A3
OG0007293	 PROTEIN FAM32A
OG0007319	 DNA CROSS-LINK REPAIR 1A PROTEIN
OG0007321	 U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM1
OG0007332	 PROTEIN DOWNSTREAM NEIGHBOR OF SON
OG0007341	 SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 42E MEMBER 1
OG0007342	 N-ACETYLTRANSFERASE 9
OG0007344	 RRP15-LIKE PROTEIN
OG0007360	 60S RIBOSOMAL PROTEIN L37A
OG0007371	 40S RIBOSOMAL PROTEIN S20
OG0007383	 COILED-COIL DOMAIN-CONTAINING PROTEIN 150
OG0007391	 RIIA DOMAIN-CONTAINING PROTEIN 1
OG0007396	 PROFILIN-4
OG0007397	 U7 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM10
OG0007402	 SMALL NUCLEAR RIBONUCLEOPROTEIN F
OG0007414	 UBA-LIKE DOMAIN-CONTAINING PROTEIN 2
OG0007420	 NUCLEAR MIGRATION PROTEIN NUDC
OG0007421	 V-TYPE PROTON ATPASE SUBUNIT E-LIKE
OG0007431	 LOC361192
OG0007436	 TROPONIN
OG0007446	 RE54550P
OG0007457	 CYCLIN-Q
OG0007477	 NO HIT
OG0007478	 WD REPEAT AND SOCS BOX-CONTAINING PROTEIN 1
OG0007489	 NO HIT
OG0007490	 OXIDOREDUCTASE AIM17-RELATED
OG0007507	 DNA-DIRECTED RNA POLYMERASES I II AND III SUBUNIT RPABC3
OG0007516	 RADIAL SPOKE HEAD 14 HOMOLOG
OG0007518	 AUTOPHAGY PROTEIN 5
OG0007527	 BIFUNCTIONAL DTTP/UTP PYROPHOSPHATASE/METHYLTRANSFERASE PROTEIN-RELATED
OG0007533	 DNA POLYMERASE EPSILON SUBUNIT B
OG0007541	 CENTROSOMAL PROTEIN OF 112 KDA
OG0007562	 SUBFAMILY NOT NAMED
OG0007580	 SUBFAMILY NOT NAMED
OG0007581	 NO HIT
OG0007583	 ANKYRIN REPEAT AND STERILE ALPHA MOTIF DOMAIN-CONTAINING 4B
OG0007594	 P53-INDUCED PROTEIN RELATED
OG0007596	 HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE-LIKE PROTEIN
OG0007598	 SUBFAMILY NOT NAMED
OG0007622	 NO HIT
OG0007648	 DDB1- AND CUL4-ASSOCIATED FACTOR 11
OG0007652	 TRANSCRIPTIONAL ACTIVATOR CUBITUS INTERRUPTUS-LIKE PROTEIN
OG0007662	 DNA POLYMERASE EPSILON SUBUNIT 4
OG0007671	 CALCYPHOSIN-2
OG0007674	 GEO07735P1-RELATED-RELATED
OG0007682	 TRNA WYBUTOSINE-SYNTHESIZING PROTEIN 3 HOMOLOG
OG0007690	 NON-SPECIFIC SERINE/THREONINE PROTEIN KINASE
OG0007694	 STAM-BINDING PROTEIN
OG0007709	 ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 1
OG0007720	 SI:CH211-176G6.2-RELATED
OG0007721	 H/ACA RIBONUCLEOPROTEIN COMPLEX NON-CORE SUBUNIT NAF1
OG0007723	 TRANSCRIPTION FACTOR A MITOCHONDRIAL
OG0007736	 CDGSH IRON-SULFUR DOMAIN-CONTAINING PROTEIN 3 MITOCHONDRIAL
OG0007744	 COMM DOMAIN CONTAINING PROTEIN 10
OG0007752	 IRON-SULFUR PROTEIN NUBPL
OG0007770	 APRATAXIN
OG0007771	 ATP SYNTHASE SUBUNIT O MITOCHONDRIAL
OG0007772	 RETINOIC ACID-INDUCED PROTEIN 2
OG0007776	 GRIP-1 ASSOCIATED PROTEIN 1
OG0007786	 EXPRESSED PROTEIN
OG0007788	 28S RIBOSOMAL PROTEIN S11 MITOCHONDRIAL
OG0007797	 DNAJ HOMOLOG SUBFAMILY C MEMBER 15
OG0007801	 MIP21584P
OG0007802	 PROTEIN ARV1
OG0007805	 ANKYRIN REPEAT AND LEM DOMAIN-CONTAINING PROTEIN 1
OG0007806	 ALPHA-AMINOADIPIC SEMIALDEHYDE DEHYDROGENASE
OG0007807	 G-PROTEIN COUPLED RECEPTOR 143
OG0007812	 RIBONUCLEASE P PROTEIN SUBUNIT P25-LIKE PROTEIN
OG0007818	 TATA BOX-BINDING PROTEIN ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT C
OG0007822	 DNA-BINDING PROTEIN INHIBITOR
OG0007824	 HAUS AUGMIN-LIKE COMPLEX SUBUNIT 8
OG0007860	 SORTILIN
OG0007862	 RENTINAL DEGENERATION 3-LIKE
OG0007870	 RIBONUCLEASE P SUBUNIT P30
OG0007877	 D-AMINOACYL-TRNA DEACYLASE 2
OG0007880	 RIBONUCLEASE H2 SUBUNIT C
OG0007883	 CALMODULIN-LYSINE N-METHYLTRANSFERASE
OG0007890	 SUBFAMILY NOT NAMED
OG0007899	 COMM DOMAIN-CONTAINING PROTEIN 3
OG0007900	 WD40 REPEAT PROTEIN 4
OG0007903	 TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1
OG0007916	 TRANSMEMBRANE PROTEIN 208
OG0007941	 ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 18
OG0007949	 CELL GROWTH REGULATOR WITH RING FINGER DOMAIN PROTEIN 1
OG0007952	 EUKARYOTIC TRANSLATION ELONGATION FACTOR 1 EPSILON-1
OG0007957	 NUCLEOTIDE EXCHANGE FACTOR SIL1
OG0007977	 F-BOX ONLY PROTEIN 47
OG0007978	 SUBFAMILY NOT NAMED
OG0007979	 TETRASPANIN
OG0007987	 BDNF/NT-3 GROWTH FACTORS RECEPTOR
OG0007991	 RE52086P
OG0008001	 NUCLEOSIDE DIPHOSPHATE-LINKED MOIETY X MOTIF 17
OG0008007	 ECHINOID ISOFORM A-RELATED
OG0008057	 E3 UBIQUITIN-PROTEIN LIGASE TTC3
OG0008061	 SERRANO ISOFORM F
OG0008063	 SOLUTE CARRIER FAMILY 17
OG0008078	 NADH DEHYDROGENASE (UBIQUINONE) COMPLEX I ASSEMBLY FACTOR 6
OG0008082	 WINGED HELIX DOMAIN-CONTAINING PROTEIN
OG0008099	 METHYLOSOME SUBUNIT PICLN
OG0008100	 RAGULATOR COMPLEX PROTEIN LAMTOR4
OG0008101	 PROTEIN FAM181B
OG0008108	 SUBFAMILY NOT NAMED
OG0008112	 UNCHARACTERIZED
OG0008113	 DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1
OG0008115	 ZINC FINGER HIT DOMAIN-CONTAINING PROTEIN 3
OG0008126	 THIOREDOXIN-LIKE PROTEIN 4B
OG0008133	 UNCHARACTERIZED
OG0008137	 LIN52 FAMILY MEMBER
OG0008145	 MASTERMIND-LIKE
OG0008146	 SYNTAXIN-BINDING PROTEIN 4
OG0008150	 28S RIBOSOMAL PROTEIN S6 MITOCHONDRIAL
OG0008152	 TETRATRICOPEPTIDE REPEAT PROTEIN 19
OG0008155	 RIBONUCLEASE P SUBUNIT P29
OG0008158	 UNCHARACTERIZED
OG0008167	 TRANSMEMBRANE PROTEIN 127
OG0008169	 CYTOPLASMIC TRNA 2-THIOLATION PROTEIN 1
OG0008175	 NO HIT
OG0008177	 INO80 COMPLEX SUBUNIT C
OG0008184	 MALIGNANT T-CELL-AMPLIFIED SEQUENCE
OG0008185	 DNA POLYMERASE EPSILON SUBUNIT 3
OG0008188	 PROTEIN LIN-12
OG0008195	 PHOSPHOMEVALONATE KINASE
OG0008210	 XYLOGLUCAN GALACTOSYLTRANSFERASE GT20-RELATED
OG0008213	 ZINC FINGER PROTEIN AEBP2
OG0008221	 U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM3
OG0008223	 UNCHARACTERIZED
OG0008224	 SUBFAMILY NOT NAMED
OG0008226	 WD REPEAT-CONTAINING PROTEIN 97
OG0008229	 CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 410-RELATED
OG0008230	 MAPK/MAK/MRK OVERLAPPING KINASE
OG0008237	 SLD5 PROTEIN
OG0008256	 ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN
OG0008262	 E3 UBIQUITIN-PROTEIN LIGASE TRAF7
OG0008263	 PR DOMAIN ZINC FINGER PROTEIN
OG0008273	 WD REPEAT-CONTAINING PROTEIN 53
OG0008282	 PROTEIN AD-016-RELATED
OG0008289	 RNA-BINDING PROTEIN 7
OG0008302	 UDP-GLCNAC:BETAGAL BETA-1 3-N-ACETYLGLUCOSAMINYLTRANSFERASE-LIKE PROTEIN 1
OG0008305	 CGI-121 FAMILY MEMBER
OG0008306	 SMALL NUCLEAR RIBONUCLEOPROTEIN SM D2
OG0008312	 SIGMA 1-TYPE OPIOID RECEPTOR-RELATED
OG0008322	 TUBULIN POLYGLUTAMYLASE COMPLEX SUBUNIT 1
OG0008329	 DNA REPAIR PROTEIN RAD51 HOMOLOG 4
OG0008335	 NO HIT
OG0008353	 IMMEDIATE EARLY RESPONSE GENE
OG0008365	 SERINE/THREONINE-PROTEIN PHOSPHATASE 4 REGULATORY SUBUNIT 2
OG0008366	 SUBFAMILY NOT NAMED
OG0008381	 PP2C-LIKE DOMAIN-CONTAINING PROTEIN CG9801
OG0008382	 NEUROENDOCRINE CONVERTASE 2
OG0008386	 NO HIT
OG0008399	 FI23944P1-RELATED
OG0008423	 NO HIT
OG0008431	 NACHT LRR AND CARD DOMAINS-CONTAINING
OG0008448	 .
OG0008449	 NO HIT
OG0008452	 ARMADILLO-LIKE HELICAL DOMAIN CONTAINING PROTEIN 1
OG0008453	 UNCHARACTERIZED
OG0008454	 SPINDLE AND CENTRIOLE ASSOCIATED PROTEIN 1 SPICE1
OG0008459	 UPF0686 PROTEIN C11ORF1
OG0008464	 SMALL NUCLEAR RIBONUCLEOPROTEIN E
OG0008468	 DPH3 HOMOLOG
OG0008475	 UNCHARACTERIZED
OG0008479	 LD47384P
OG0008485	 ADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX ASSEMBLY FACTOR 2
OG0008495	 PROTEIN UXT
OG0008501	 ATP SYNTHASE SUBUNIT F MITOCHONDRIAL-RELATED
OG0008504	 NUCLEOLAR PROTEIN 12
OG0008506	 FAMILY NOT NAMED
OG0008524	 FRATAXIN
OG0008532	 IMPORTIN BETA 3 FAMILY PROTEIN
OG0008534	 CDNA SEQUENCE BC048562
OG0008536	 SRR1-LIKE PROTEIN
OG0008544	 MORN REPEAT-CONTAINING PROTEIN 2
OG0008552	 SIGMA INTRACELLULAR RECEPTOR 2
OG0008561	 COMM DOMAIN-CONTAINING PROTEIN 5
OG0008563	 CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 97
OG0008566	 TF-1 CELL APOPTOSIS RELATED PROTEIN-15
OG0008567	 PHD FINGER PROTEIN 6
OG0008571	 METHYLTRANSFERASE N6AMT1
OG0008572	 CAPPUCCINO
OG0008578	 M-PHASE PHOSPHOPROTEIN 8
OG0008592	 TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 10
OG0008600	 NIBRIN-RELATED
OG0008604	 FAMILY NOT NAMED
OG0008605	 TRANSIENT RECEPTOR POTENTIAL CHANNEL
OG0008607	 DIAMINOPIMELATE DECARBOXYLASE 1 CHLOROPLASTIC-RELATED
OG0008610	 MIRROR-IMAGE POLYDACTYLY GENE 1 PROTEIN
OG0008611	 DYNACTIN SUBUNIT 3
OG0008614	 UPF0687 PROTEIN C20ORF27 HOMOLOG
OG0008621	 DIACYLGLYCEROL KINASE EPSILON
OG0008622	 39S RIBOSOMAL PROTEIN L12 MITOCHONDRIAL
OG0008636	 NUCLEAR PORE COMPLEX PROTEIN NUP50
OG0008638	 NUCLEASE-RELATED
OG0008639	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0008654	 GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 1
OG0008656	 RYBP AND YAF2-RELATED
OG0008660	 2-AMINOETHANETHIOL DIOXYGENASE
OG0008665	 FAMILY NOT NAMED
OG0008668	 ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29
OG0008671	 SUBFAMILY NOT NAMED
OG0008672	 PROTEIN DPY-30 HOMOLOG
OG0008674	 N-ACETYLTRANSFERASE 6
OG0008688	 TRANSMEMBRANE PROTEIN PMIS2
OG0008710	 NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 3
OG0008719	 TRANSMEMBRANE PROTEIN 234
OG0008720	 FCH AND DOUBLE SH3 DOMAINS PROTEIN
OG0008721	 SI:DKEY-91I10.2
OG0008722	 NO HIT
OG0008727	 CALPONIN
OG0008728	 NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 11 MITOCHONDRIAL
OG0008755	 NO HIT
OG0008783	 ADENINE DNA GLYCOSYLASE
OG0008786	 BRCA1-ASSOCIATED ATM ACTIVATOR 1
OG0008788	 PUTATIVE-RELATED
OG0008791	 PROTEIN ARGININE N-METHYLTRANSFERASE 3
OG0008801	 CD59 GLYCOPROTEIN
OG0008802	 UNCHARACTERIZED
OG0008804	 CDC42 SMALL EFFECTOR PROTEIN HOMOLOG
OG0008809	 ELONGATOR COMPLEX PROTEIN 6
OG0008811	 SEC14 DOMAIN AND SPECTRIN REPEAT-CONTAINING PROTEIN 1
OG0008812	 UNCHARACTERIZED
OG0008825	 UNCHARACTERIZED
OG0008834	 AP-4 COMPLEX SUBUNIT EPSILON-1
OG0008836	 COMPLEX III ASSEMBLY FACTOR LYRM7
OG0008842	 ZINC FINGER PROTEIN 410
OG0008843	 FAMILY NOT NAMED
OG0008849	 TRANSMEMBRANE PROTEIN 101
OG0008851	 NO HIT
OG0008853	 NADH-UBIQUINONE OXIDOREDUCTASE B8 SUBUNIT
OG0008856	 WD REPEAT-CONTAINING PROTEIN 64
OG0008857	 SMALL NUCLEAR RIBONUCLEOPROTEIN SM D3
OG0008869	 RIBONUCLEASE P PROTEIN SUBUNIT P21
OG0008874	 TYRAMINE/OCTOPAMINE RECEPTOR-LIKE PROTEIN
OG0008881	 UNCHARACTERIZED PROTEIN C1ORF50
OG0008892	 PROTEIN-LYSINE N-METHYLTRANSFERASE METTL10
OG0008899	 SUBFAMILY NOT NAMED
OG0008906	 SUBFAMILY NOT NAMED
OG0008911	 RIBOSOMAL PROTEIN S6 KINASE-RELATED PROTEIN
OG0008915	 METHYLTRANSFERASE-LIKE PROTEIN 22
OG0008917	 SIMILAR TO DNA SEGMENT CHR 10 WAYNE STATE UNIVERSITY 102 -EXPRESSED
OG0008922	 TROPHOBLAST GLYCOPROTEIN
OG0008924	 SMALL INTEGRAL MEMBRANE PROTEIN 8
OG0008927	 DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC10
OG0008930	 ALLOGRAFT INFLAMMATORY FACTOR 1-LIKE
OG0008931	 DIPHTHINE METHYLTRANSFERASE
OG0008933	 PROTEIN CBG12054-RELATED
OG0008945	 ADAPTER PROTEIN CIKS
OG0008950	 PROTEIN CMSS1
OG0008951	 LEUCINE-RICH REPEAT-CONTAINING 29
OG0008960	 NEDD4 FAMILY INTERACTING PROTEIN 1/2
OG0008962	 NO HIT
OG0008965	 NUCLEOLAR PROTEIN OF 40 KDA
OG0008973	 KINESIN-LIKE PROTEIN KIF13A
OG0008985	 KERATINOCYTE-ASSOCIATED TRANSMEMBRANE PROTEIN 2
OG0008993	 TBC1 DOMAIN FAMILY MEMBER 7
OG0008996	 CELL DEATH ACTIVATOR CIDE
OG0008999	 POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E MEMBER 1 3
OG0009000	 SUBFAMILY NOT NAMED
OG0009003	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0009004	 NO HIT
OG0009012	 LD39211P
OG0009015	 FI18012P1
OG0009019	 TRANSMEMBRANE PROTEASE SERINE
OG0009031	 NO HIT
OG0009034	 SUBFAMILY NOT NAMED
OG0009036	 NO HIT
OG0009039	 ADENOSINE RECEPTOR HOMOLOG
OG0009053	 SUBFAMILY NOT NAMED
OG0009071	 NO HIT
OG0009072	 SORBIN AND SH3 DOMAIN-CONTAINING 3
OG0009079	 SECRETORY PHOSPHOLIPASE A2 RECEPTOR
OG0009101	 PROTEIN CBG19064
OG0009115	 GAMMA-AMINOBUTYRIC ACID TYPE B RECEPTOR SUBUNIT 1
OG0009121	 RURM1 PROTEIN
OG0009135	 GLUCOSAMINE 6-PHOSPHATE N-ACETYLTRANSFERASE
OG0009138	 HSPC111 PROTEIN-RELATED
OG0009143	 PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTING 4
OG0009144	 GH01369P
OG0009145	 LYR MOTIF-CONTAINING PROTEIN 1
OG0009149	 UPF0728 PROTEIN C10ORF53
OG0009150	 UPF0561 PROTEIN C2ORF68
OG0009159	 CERAMIDE SYNTHASE 1
OG0009170	 TRANSCRIPTION FACTOR IIIB 50 KDA SUBUNIT
OG0009174	 TRMT1-LIKE PROTEIN
OG0009181	 ER MEMBRANE PROTEIN COMPLEX SUBUNIT 6
OG0009193	 NO HIT
OG0009195	 SIGNAL PEPTIDASE COMPLEX SUBUNIT 1
OG0009198	 KELCH DOMAIN-CONTAINING PROTEIN 9
OG0009212	 DEUBIQUITINATING PROTEIN VCIP135
OG0009219	 CENTROMERE PROTEIN S
OG0009221	 NO HIT
OG0009226	 NO HIT
OG0009247	 BNAC03G71910D PROTEIN
OG0009248	 CUT-LIKE HOMEOBOX 1B
OG0009260	 BOLA-LIKE PROTEIN-RELATED
OG0009270	 TESTIS-EXPRESSED PROTEIN 36
OG0009276	 E3 UBIQUITIN-PROTEIN LIGASE PPP1R11-RELATED
OG0009282	 CERAMIDE KINASE-LIKE PROTEIN
OG0009283	 NATRIURETIC PEPTIDE RECEPTOR 3-RELATED
OG0009287	 RT07201P-RELATED
OG0009299	 TPR-CONTAINING PROTEIN DDB_G0280363
OG0009300	 BNAA07G25190D PROTEIN
OG0009314	 ZINC FINGER GRF-TYPE CONTAINING 1
OG0009316	 CYCLIC NUCLEOTIDE-GATED CATION CHANNEL SUBUNIT A-LIKE PROTEIN
OG0009324	 NO HIT
OG0009327	 CNMAMIDE RECEPTOR
OG0009330	 GABA-B RECEPTOR
OG0009332	 MAMMALIAN EPENDYMIN-RELATED PROTEIN 1
OG0009336	 AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED
OG0009343	 NO HIT
OG0009344	 SUBFAMILY NOT NAMED
OG0009354	 SUBFAMILY NOT NAMED
OG0009378	 ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 31-RELATED
OG0009385	 PLASMINOGEN RECEPTOR (KT)
OG0009387	 SUBFAMILY NOT NAMED
OG0009389	 ACID DESATURASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G02130)-RELATED
OG0009392	 OTOFERLIN
OG0009397	 NO HIT
OG0009401	 CTF8 CHROMOSOME TRANSMISSION FIDELITY FACTOR 8 HOMOLOG (S. CEREVISIAE)
OG0009402	 NUCLEAR ENVELOPE PHOSPHATASE-REGULATORY SUBUNIT 1
OG0009405	 KINESIN FAMILY MEMBER 1A
OG0009410	 ELONGATION OF VERY LONG CHAIN FATTY ACIDS PROTEIN
OG0009415	 E3 UBIQUITIN-PROTEIN LIGASE RNF26
OG0009418	 NADH-UBIQUINONE OXIDOREDUCTASE SUBUNIT B
OG0009422	 SUBFAMILY NOT NAMED
OG0009425	 RADICAL S-ADENOSYL METHIONINE DOMAIN-CONTAINING PROTEIN 1 MITOCHONDRIAL
OG0009429	 GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 5
OG0009431	 SUBFAMILY NOT NAMED
OG0009434	 FILAMIN-C
OG0009435	 FAMILY NOT NAMED
