FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0007623	28	4	Vestimentifera	0		
OG0007624	28	4	Vestimentifera	0		
OG0007625	28	1	Ngen	0		
OG0007626	28	1	Nvec	0		
OG0007627	28	1	Ofus	0		
OG0007628	28	2	Spiralia	17	Mollusca,Annelida_cl1,Kryptotrochozoa	
OG0007629	28	1	Ofus	0		
OG0007630	28	1	Rpac	0		
OG0007631	28	1	Skow	0		
OG0007632	28	1	Skow	0		
OG0007633	28	2	Nephrozoa	24	Spur,Chordata,Tcas,Spiralia	
OG0007634	28	1	Smar	0		
OG0007635	28	1	Smed	0		
OG0007636	28	1	Spur	0		
OG0007637	28	1	Spur	0		
OG0007638	28	1	Spur	0		
OG0007639	27	1	Blan	0		
OG0007640	27	27	Eumetazoa	1	Spur	
OG0007641	27	26	Eumetazoa	2	Hmia,Smed	
OG0007642	27	26	Eumetazoa	2	Cgig,Bpla	
OG0007643	27	25	Eumetazoa	3	Hmia,Spur,Bpla	
OG0007644	27	23	Eumetazoa	5	Hmia,Smed,Gaeg,Ofus,Ofra	
OG0007645	27	24	Bilateria	3	Smed,Dgyr,Hrob	
OG0007646	27	18	Eumetazoa	10	Hmia,Vertebrata,Arthropoda,Smed,Ofra,Clitellata,Ngen	
OG0007647	27	22	Eumetazoa	6	Hmia,Tcas,Smed,Ctel,Hrob,Paus	
OG0007648	27	23	Eumetazoa	5	Hmia,Smed,Pech,Ofra,Hrob	
OG0007649	27	25	Eumetazoa	3	Gaeg,Ofus,Eand	
OG0007650	27	26	Eumetazoa	2	Hmia,Smed	
OG0007651	27	27	Bilateria	0		
OG0007652	27	25	Eumetazoa	3	Smed,Pech,Ofra	
OG0007653	27	1	Blan	0		
OG0007654	27	23	Eumetazoa	5	Hmia,Arthropoda,Dgyr,Ofra	
OG0007655	27	25	Eumetazoa	3	Arthropoda,Hrob	
OG0007656	27	26	Eumetazoa	2	Cgig,Bpla	
OG0007657	27	24	Eumetazoa	4	Spur,Smed,Ofra,Ngen	
OG0007658	27	24	Eumetazoa	4	Hmia,Smed,Cgig,Bpla	
OG0007659	27	25	Eumetazoa	3	Arthropoda,Ngen	
OG0007660	27	25	Eumetazoa	3	Smed,Bpla,Ngen	
OG0007661	27	26	Eumetazoa	2	Spur,Cgig	
OG0007662	27	27	Eumetazoa	1	Pech	
OG0007663	27	25	Eumetazoa	3	Tcas,Smed,Ofra	
OG0007664	27	24	Eumetazoa	4	Smar,Smed,Cgig,Bpla	
OG0007665	27	24	Eumetazoa	4	Hmia,Hsap,Cgig,Dgyr	
OG0007666	27	27	Eumetazoa	1	Eand	
OG0007667	27	27	Eumetazoa	1	Hmia	
OG0007668	27	26	Eumetazoa	2	Hmia,Cgig	
OG0007669	27	25	Eumetazoa	3	Spur,Cgig,Eand	
OG0007670	27	24	Eumetazoa	4	Hmia,Smed,Gaeg,Hrob	
OG0007671	27	22	Eumetazoa	6	Arthropoda,Smed,Cgig,Pech,Ofra	
OG0007672	27	22	Bilateria	5	Vertebrata,Arthropoda,Hrob	
OG0007673	27	21	Eumetazoa	7	Hmia,Arthropoda,Cgig,Bpla,Dgyr,Ofra	
OG0007674	27	22	Eumetazoa	6	Hmia,Skow,Smar,Smed,Dgyr,Pech	
OG0007675	27	22	Nephrozoa	4	Spur,Vertebrata,Cgig	
OG0007676	27	24	Eumetazoa	4	Tcas,Cgig,Clitellata	
OG0007677	27	25	Eumetazoa	3	Hmia,Locu,Smar	
OG0007678	27	23	Nephrozoa	3	Spur,Smed,Ctel	
OG0007679	27	25	Eumetazoa	3	Hmia,Smed,Cgig	
OG0007680	27	24	Bilateria	3	Tcas,Ctel,Hrob	
OG0007681	27	1	Blan	0		
OG0007682	27	24	Eumetazoa	4	Arthropoda,Pech,Ofra	
OG0007683	27	25	Nephrozoa	1	Smed	
OG0007684	27	8	Nephrozoa	18	Skow,Vertebrata,Arthropoda,Smed,Gastropoda,Annelida_cl1,Paus	
OG0007685	27	26	Eumetazoa	2	Smar,Paus	
OG0007686	27	25	Eumetazoa	3	Hsap,Bpla,Hrob	
OG0007687	27	26	Eumetazoa	2	Cgig,Eand	
OG0007688	27	24	Eumetazoa	4	Hmia,Locu,Clitellata	
OG0007689	27	23	Nephrozoa	3	Smed,Dgyr,Hrob	
OG0007690	27	25	Eumetazoa	3	Spur,Smed,Pech	
OG0007691	27	25	Eumetazoa	3	Hmia,Ctel,Hrob	
OG0007692	27	24	Eumetazoa	4	Hmia,Spur,Gaeg,Ofra	
OG0007693	27	23	Eumetazoa	5	Hmia,Arthropoda,Dgyr,Ofra	
OG0007694	27	23	Eumetazoa	5	Smar,Cgig,Pech,Clitellata	
OG0007695	27	22	Nephrozoa	4	Smed,Cgig,Lophophorata	
OG0007696	27	27	Eumetazoa	1	Spur	
OG0007697	27	26	Eumetazoa	2	Spur,Tcas	
OG0007698	27	24	Eumetazoa	4	Hsap,Arthropoda,Ofra	
OG0007699	27	24	Eumetazoa	4	Arthropoda,Gaeg,Hrob	
OG0007700	27	24	Eumetazoa	4	Hmia,Smed,Oalv,Ofra	
OG0007701	27	1	Blan	0		
OG0007702	27	27	Eumetazoa	1	Dgyr	
OG0007703	27	24	Eumetazoa	4	Spur,Tcas,Smed,Cgig	
OG0007704	27	21	Eumetazoa	7	Hmia,Spur,Vertebrata,Tcas,Gaeg,Hrob	
OG0007705	27	22	Eumetazoa	6	Hmia,Tcas,Smed,Myes,Dgyr,Ofra	
OG0007706	27	22	Bilateria	5	Spur,Arthropoda,Clitellata	
OG0007707	27	24	Eumetazoa	4	Hmia,Vertebrata,Ngen	
OG0007708	27	23	Eumetazoa	5	Spur,Smed,Ofus,Ofra,Ctel	
OG0007709	27	25	Eumetazoa	3	Smar,Dgyr,Pech	
OG0007710	27	25	Nephrozoa	1	Smed	
OG0007711	27	24	Bilateria	3	Cgig,Ctel,Eand	
OG0007712	27	25	Eumetazoa	3	Arthropoda,Smed	
OG0007713	27	21	Bilateria	6	Arthropoda,Smed,Ofus,Dgyr,Ofra	
OG0007714	27	24	Nephrozoa	2	Cgig,Ofra	
OG0007715	27	26	Eumetazoa	2	Locu,Ofra	
OG0007716	27	7	Eumetazoa	21	Hmia,Spur,Vertebrata,Arthropoda,Smed,Mollusca,Siboglinidae,Clitellata,Lophophorata	
OG0007717	27	24	Eumetazoa	4	Spur,Locu,Ofus,Ctel	
OG0007718	27	24	Bilateria	3	Arthropoda,Hrob	
OG0007719	27	24	Bilateria	3	Locu,Smar,Ofra	
OG0007720	27	20	Eumetazoa	8	Arthropoda,Lluy,Pech,Oalv,Ofra,Clitellata	
OG0007721	27	24	Eumetazoa	4	Smar,Smed,Pech,Hrob	
OG0007722	27	24	Eumetazoa	4	Hmia,Smed,Dgyr,Ofra	
OG0007723	27	23	Eumetazoa	5	Spur,Smed,Cgig,Dgyr,Pech	
OG0007724	27	25	Eumetazoa	3	Ofus,Rpac,Ofra	
OG0007725	27	27	Eumetazoa	1	Eand	
OG0007726	27	23	Eumetazoa	5	Hmia,Smed,Gaeg,Bpla,Hrob	
OG0007727	27	25	Eumetazoa	3	Hsap,Lgig,Eand	
OG0007728	27	5	Eumetazoa	23	Hmia,Spur,Vertebrata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0007729	27	25	Eumetazoa	3	Hmia,Bpla,Hrob	
OG0007730	27	10	Eumetazoa	18	Hmia,Ambulacraria,Arthropoda,Smed,Gaeg,Annelida,Paus	
OG0007731	27	21	Nephrozoa	5	Arthropoda,Smed,Dgyr,Ngen	
OG0007732	27	26	Eumetazoa	2	Smed,Dgyr	
OG0007733	27	25	Eumetazoa	3	Spur,Smar,Hrob	
OG0007734	27	24	Eumetazoa	4	Lgig,Cgig,Myes,Hrob	
OG0007735	27	10	Eumetazoa	18	Hmia,Smed,Mollusca,Annelida,Paus	
OG0007736	27	25	Eumetazoa	3	Hmia,Skow,Pech	
OG0007737	27	17	Eumetazoa	11	Smar,Smed,Annelida_cl1	
OG0007738	27	25	Eumetazoa	3	Hmia,Smar,Smed	
OG0007739	27	24	Eumetazoa	4	Hmia,Tcas,Lgig,Ofra	
OG0007740	27	25	Eumetazoa	3	Smed,Lgig,Hrob	
OG0007741	27	22	Eumetazoa	6	Smed,Gaeg,Ofus,Ofra,Clitellata	
OG0007742	27	24	Eumetazoa	4	Spur,Dgyr,Clitellata	
OG0007743	27	25	Eumetazoa	3	Hmia,Smed,Dgyr	
OG0007744	27	25	Eumetazoa	3	Skow,Pech,Hrob	
OG0007745	27	25	Eumetazoa	3	Hsap,Cgig,Bpla	
OG0007746	27	25	Eumetazoa	3	Hsap,Cgig,Ofus	
OG0007747	27	24	Eumetazoa	4	Smed,Cgig,Ofus,Ctel	
OG0007748	27	23	Nephrozoa	3	Smar,Smed,Ofra	
OG0007749	27	6	Eumetazoa	22	Hmia,Spur,Vertebrata,Arthropoda,Lgig,Bivalvia,Annelida_cl1,Kryptotrochozoa	
OG0007750	27	23	Eumetazoa	5	Hmia,Tcas,Smed,Clitellata	
OG0007751	27	25	Eumetazoa	3	Hmia,Smar,Hrob	
OG0007752	27	24	Eumetazoa	4	Dgyr,Pech,Ofra,Hrob	
OG0007753	27	22	Eumetazoa	6	Hmia,Locu,Arthropoda,Clitellata	
OG0007754	27	25	Eumetazoa	3	Arthropoda,Dgyr	
OG0007755	27	25	Eumetazoa	3	Hmia,Dgyr,Hrob	
OG0007756	27	25	Eumetazoa	3	Hmia,Smed,Ofra	
OG0007757	27	25	Eumetazoa	3	Smed,Ofus,Lluy	
OG0007758	27	24	Eumetazoa	4	Hmia,Tcas,Smed,Gaeg	
OG0007759	27	22	Eumetazoa	6	Smar,Gaeg,Bivalvia,Lana	
OG0007760	27	25	Eumetazoa	3	Smar,Gaeg,Cgig	
OG0007761	27	24	Nephrozoa	2	Spur,Smed	
OG0007762	27	27	Eumetazoa	1	Dgyr	
OG0007763	27	23	Nephrozoa	3	Smed,Cgig,Eand	
OG0007764	27	25	Bilateria	2	Locu,Smar	
OG0007765	27	25	Eumetazoa	3	Smed,Gaeg,Dgyr	
OG0007766	27	25	Bilateria	2	Ctel,Hrob	
OG0007767	27	25	Bilateria	2	Smar,Ctel	
OG0007768	27	18	Eumetazoa	10	Hmia,Spur,Smar,Smed,Dgyr,Siboglinidae	
OG0007769	27	26	Eumetazoa	2	Smed,Eand	
OG0007770	27	24	Bilateria	3	Smed,Pech,Ofra	
OG0007771	27	25	Eumetazoa	3	Smar,Bpla,Pech	
OG0007772	27	23	Nephrozoa	3	Smed,Gaeg,Pech	
OG0007773	27	25	Eumetazoa	3	Smar,Gaeg,Paus	
OG0007774	27	25	Eumetazoa	3	Cgig,Myes,Ngen	
OG0007775	27	26	Eumetazoa	2	Spur,Cgig	
OG0007776	27	24	Eumetazoa	4	Tcas,Gaeg,Pech,Ctel	
OG0007777	27	25	Eumetazoa	3	Skow,Smar,Cgig	
OG0007778	27	24	Bilateria	3	Spur,Cgig,Dgyr	
OG0007779	27	19	Nephrozoa	7	Spur,Arthropoda,Dgyr,Ctel,Ngen,Paus	
OG0007780	27	23	Bilateria	4	Locu,Smed,Ofus,Ofra	
OG0007781	27	26	Eumetazoa	2	Hmia,Smed	
OG0007782	27	21	Eumetazoa	7	Hmia,Tcas,Smed,Ofra,Sedentaria_cl1	
OG0007783	27	25	Eumetazoa	3	Hmia,Tcas,Smed	
OG0007784	27	25	Eumetazoa	3	Arthropoda,Hrob	
OG0007785	27	26	Eumetazoa	2	Cgig,Dgyr	
OG0007786	27	20	Eumetazoa	8	Hmia,Arthropoda,Cgig,Bpla,Pech,Ofra,Ngen	
OG0007787	27	23	Nephrozoa	3	Smar,Cgig,Eand	
OG0007788	27	25	Eumetazoa	3	Bpla,Pech,Eand	
OG0007789	27	25	Eumetazoa	3	Arthropoda,Ofra	
OG0007790	27	26	Eumetazoa	2	Ofra,Ngen	
OG0007791	27	26	Eumetazoa	2	Hmia,Tcas	
OG0007792	27	24	Eumetazoa	4	Smar,Smed,Ofra,Hrob	
OG0007793	27	26	Eumetazoa	2	Smed,Gaeg	
OG0007794	27	25	Nephrozoa	1	Smed	
OG0007795	27	22	Eumetazoa	6	Hmia,Tcas,Dgyr,Ofra,Clitellata	
OG0007796	27	26	Eumetazoa	2	Spur,Smar	
OG0007797	27	24	Eumetazoa	4	Hmia,Spur,Gaeg,Pech	
OG0007798	27	25	Eumetazoa	3	Spur,Bpla,Ngen	
OG0007799	27	22	Eumetazoa	6	Hmia,Smar,Gaeg,Bpla,Dgyr,Paus	
OG0007800	27	25	Eumetazoa	3	Smed,Ofra,Hrob	
OG0007801	27	21	Eumetazoa	7	Smed,Gaeg,Ofus,Pech,Sedentaria_cl1	
OG0007802	27	24	Bilateria	3	Cgig,Pech,Eand	
OG0007803	27	18	Nephrozoa	8	Tcas,Smed,Lgig,Myes,Dgyr,Ofra,Ctel,Lana	
OG0007804	27	25	Eumetazoa	3	Locu,Dgyr,Hrob	
OG0007805	27	24	Eumetazoa	4	Smed,Cgig,Pech,Ngen	
OG0007806	27	26	Eumetazoa	2	Spur,Pech	
OG0007807	27	20	Eumetazoa	8	Hmia,Smar,Smed,Gaeg,Dgyr,Pech,Ofra,Hrob	
OG0007808	27	24	Eumetazoa	4	Hsap,Arthropoda,Hrob	
OG0007809	27	24	Eumetazoa	4	Smar,Smed,Gaeg,Eand	
OG0007810	27	27	Eumetazoa	1	Spur	
OG0007811	27	21	Eumetazoa	7	Smed,Cgig,Siboglinidae	
OG0007812	27	24	Eumetazoa	4	Skow,Dgyr,Pech,Ofra	
OG0007813	27	23	Nephrozoa	3	Vertebrata,Hrob	
OG0007814	27	26	Eumetazoa	2	Spur,Gaeg	
OG0007815	27	26	Eumetazoa	2	Cgig,Lluy	
OG0007816	27	21	Eumetazoa	7	Hmia,Smed,Gaeg,Dgyr,Ofra,Clitellata	
OG0007817	27	25	Eumetazoa	3	Cgig,Myes,Lana	
OG0007818	27	23	Eumetazoa	5	Spur,Tcas,Smed,Pech,Hrob	
OG0007819	27	26	Eumetazoa	2	Smar,Cgig	
OG0007820	27	25	Eumetazoa	3	Smar,Bpla,Ofus	
OG0007821	27	25	Eumetazoa	3	Spur,Clitellata	
OG0007822	27	20	Eumetazoa	8	Hmia,Gaeg,Ofus,Pech,Oalv,Ofra,Hrob,Paus	
OG0007823	27	27	Eumetazoa	1	Hmia	
OG0007824	27	24	Eumetazoa	4	Arthropoda,Smed,Pech	
OG0007825	27	26	Eumetazoa	2	Dgyr,Eand	
OG0007826	27	24	Bilateria	3	Lgig,Eand,Ngen	
OG0007827	27	25	Eumetazoa	3	Spur,Locu,Tcas	
OG0007828	27	23	Eumetazoa	5	Hmia,Arthropoda,Ctel,Hrob	
OG0007829	27	24	Eumetazoa	4	Smar,Bpla,Hrob,Ngen	
OG0007830	27	25	Eumetazoa	3	Locu,Arthropoda	
OG0007831	27	26	Eumetazoa	2	Gaeg,Rpac	
OG0007832	27	25	Eumetazoa	3	Smar,Bpla,Ofus	
OG0007833	27	26	Eumetazoa	2	Spur,Locu	
OG0007834	27	25	Eumetazoa	3	Arthropoda,Hrob	
OG0007835	27	24	Eumetazoa	4	Skow,Cgig,Eand,Paus	
OG0007836	27	22	Bilateria	5	Hsap,Arthropoda,Gaeg,Hrob	
OG0007837	27	26	Eumetazoa	2	Gaeg,Hrob	
OG0007838	27	21	Eumetazoa	7	Hmia,Hsap,Arthropoda,Ofra,Clitellata	
OG0007839	27	23	Eumetazoa	5	Hmia,Smar,Ofra,Clitellata	
OG0007840	27	24	Eumetazoa	4	Spur,Smar,Ofra,Eand	
OG0007841	27	19	Nephrozoa	7	Arthropoda,Smed,Lgig,Dgyr,Ofra,Ctel	
OG0007842	27	23	Eumetazoa	5	Hmia,Smed,Dgyr,Clitellata	
OG0007843	27	21	Nephrozoa	5	Smed,Dgyr,Clitellata,Ngen	
OG0007844	27	23	Eumetazoa	5	Hmia,Tcas,Smed,Ofra,Hrob	
OG0007845	27	21	Eumetazoa	7	Spur,Arthropoda,Smed,Clitellata,Paus	
OG0007846	27	22	Eumetazoa	6	Hmia,Skow,Tcas,Smed,Dgyr,Ofra	
OG0007847	27	19	Eumetazoa	9	Hmia,Tcas,Smed,Lgig,Siboglinidae	
OG0007848	27	24	Eumetazoa	4	Smar,Gastropoda,Ofra	
OG0007849	27	27	Eumetazoa	1	Myes	
OG0007850	27	26	Eumetazoa	2	Spur,Locu	
OG0007851	27	20	Nephrozoa	6	Arthropoda,Smed,Bpla,Ofra,Eand	
OG0007852	27	25	Eumetazoa	3	Arthropoda,Cgig	
OG0007853	27	23	Eumetazoa	5	Hmia,Smed,Dgyr,Ctel,Eand	
OG0007854	27	23	Eumetazoa	5	Hmia,Tcas,Dgyr,Hrob,Ngen	
OG0007855	27	25	Eumetazoa	3	Hmia,Gaeg,Eand	
OG0007856	27	20	Eumetazoa	8	Hmia,Tcas,Smed,Lgig,Ofus,Dgyr,Ofra,Hrob	
OG0007857	27	25	Eumetazoa	3	Smar,Smed,Gaeg	
OG0007858	27	11	Eumetazoa	17	Hmia,Spur,Vertebrata,Smed,Cgig,Bpla,Annelida_cl1,Paus	
OG0007859	27	23	Bilateria	4	Arthropoda,Smed,Hrob	
OG0007860	27	22	Eumetazoa	6	Hmia,Spur,Arthropoda,Bpla,Pech	
OG0007861	27	25	Eumetazoa	3	Hmia,Gastropoda	
OG0007862	27	23	Eumetazoa	5	Hmia,Arthropoda,Smed,Pech	
OG0007863	27	27	Eumetazoa	1	Cgig	
OG0007864	27	26	Eumetazoa	2	Spur,Hrob	
OG0007865	27	24	Eumetazoa	4	Hmia,Cgig,Bpla,Ofus	
OG0007866	27	13	Eumetazoa	15	Hmia,Ambulacraria,Vertebrata,Smed,Bpla,Siboglinidae,Clitellata,Ngen	
OG0007867	27	25	Eumetazoa	3	Skow,Smed,Paus	
OG0007868	27	21	Eumetazoa	7	Hmia,Arthropoda,Smed,Ofra,Clitellata	
OG0007869	27	25	Eumetazoa	3	Arthropoda,Hrob	
OG0007870	27	26	Eumetazoa	2	Smed,Pech	
OG0007871	27	26	Eumetazoa	2	Cgig,Eand	
OG0007872	27	21	Bilateria	6	Vertebrata,Arthropoda,Clitellata	
OG0007873	27	25	Eumetazoa	3	Spur,Lgig,Dgyr	
OG0007874	27	25	Eumetazoa	3	Lgig,Ofra,Hrob	
OG0007875	27	25	Eumetazoa	3	Tcas,Gaeg,Cgig	
OG0007876	27	27	Eumetazoa	1	Dgyr	
OG0007877	27	22	Eumetazoa	6	Hmia,Tcas,Smed,Pech,Oalv,Ofra	
OG0007878	27	25	Eumetazoa	3	Bpla,Dgyr,Ngen	
OG0007879	27	26	Bilateria	1	Cgig	
OG0007880	27	24	Eumetazoa	4	Locu,Smar,Pech,Eand	
OG0007881	27	22	Eumetazoa	6	Hmia,Arthropoda,Smed,Dgyr,Ofra	
OG0007882	27	20	Eumetazoa	8	Hmia,Spur,Arthropoda,Dgyr,Clitellata,Paus	
OG0007883	27	25	Eumetazoa	3	Dgyr,Pech,Eand	
OG0007884	27	24	Eumetazoa	4	Spur,Arthropoda,Smed	
OG0007885	27	25	Eumetazoa	3	Smar,Clitellata	
OG0007886	27	25	Eumetazoa	3	Skow,Locu,Gaeg	
OG0007887	27	26	Eumetazoa	2	Smar,Myes	
OG0007888	27	22	Eumetazoa	6	Arthropoda,Smed,Cgig,Clitellata	
OG0007889	27	25	Bilateria	2	Oalv,Lana	
OG0007890	27	13	Eumetazoa	15	Hmia,Vertebrata,Arthropoda,Smed,Gaeg,Cgig,Bpla,Dgyr,Pech,Ofra,Sedentaria_cl1	
OG0007891	27	22	Eumetazoa	6	Hmia,Spur,Vertebrata,Smed,Lana	
OG0007892	27	27	Eumetazoa	1	Cgig	
OG0007893	27	25	Eumetazoa	3	Smed,Cgig,Dgyr	
OG0007894	27	27	Bilateria	0		
OG0007895	27	26	Eumetazoa	2	Smar,Ngen	
OG0007896	27	24	Eumetazoa	4	Smed,Dgyr,Clitellata	
OG0007897	27	24	Eumetazoa	4	Arthropoda,Lgig,Hrob	
OG0007898	27	11	Nephrozoa	15	Ambulacraria,Vertebrata,Arthropoda,Smed,Lgig,Cgig,Ofus,Dgyr,Ofra,Clitellata,Paus	
OG0007899	27	25	Eumetazoa	3	Spur,Hsap,Pech	
OG0007900	27	24	Eumetazoa	4	Tcas,Bpla,Dgyr,Pech	
OG0007901	27	25	Eumetazoa	3	Spur,Locu,Ofra	
OG0007902	27	25	Eumetazoa	3	Spur,Ofus,Eand	
OG0007903	27	24	Eumetazoa	4	Hmia,Smed,Pech,Ofra	
OG0007904	27	24	Eumetazoa	4	Hmia,Smed,Ofra,Hrob	
OG0007905	27	15	Nephrozoa	11	Spur,Vertebrata,Arthropoda,Smed,Siboglinidae	
OG0007906	27	19	Eumetazoa	9	Hmia,Spur,Arthropoda,Smed,Dgyr,Sedentaria_cl1	
OG0007907	27	26	Eumetazoa	2	Tcas,Cgig	
OG0007908	27	26	Bilateria	1	Smed	
OG0007909	27	27	Eumetazoa	1	Spur	
OG0007910	27	26	Eumetazoa	2	Hmia,Eand	
OG0007911	27	24	Eumetazoa	4	Arthropoda,Hrob,Ngen	
OG0007912	27	23	Eumetazoa	5	Locu,Arthropoda,Smed,Hrob	
OG0007913	27	21	Nephrozoa	5	Vertebrata,Arthropoda,Eand	
OG0007914	27	26	Eumetazoa	2	Spur,Smar	
OG0007915	27	25	Eumetazoa	3	Arthropoda,Smed	
OG0007916	27	25	Eumetazoa	3	Spur,Pech,Eand	
OG0007917	27	24	Eumetazoa	4	Hmia,Dgyr,Ofra,Eand	
OG0007918	27	5	Nephrozoa	21	Ambulacraria,Vertebrata,Arthropoda,Smed,Lgig,Bivalvia_cl1,Dgyr,Vestimentifera_cl1,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0007919	27	24	Eumetazoa	4	Hmia,Lgig,Cgig,Ofra	
OG0007920	27	25	Eumetazoa	3	Hsap,Cgig,Bpla	
OG0007921	27	25	Eumetazoa	3	Spur,Cgig,Ofus	
OG0007922	27	25	Eumetazoa	3	Cgig,Eand,Ngen	
OG0007923	27	12	Eumetazoa	16	Hmia,Skow,Vertebrata,Arthropoda,Lgig,Ofus,Dgyr,Siboglinidae,Clitellata	
OG0007924	27	23	Eumetazoa	5	Hmia,Smar,Smed,Dgyr,Hrob	
OG0007925	27	25	Eumetazoa	3	Hmia,Smed,Dgyr	
OG0007926	27	24	Eumetazoa	4	Vertebrata,Cgig,Bpla	
OG0007927	27	26	Eumetazoa	2	Smed,Dgyr	
OG0007928	27	13	Nephrozoa	13	Vertebrata,Arthropoda,Smed,Gastropoda,Ofus,Dgyr,Ofra,Clitellata,Paus	
OG0007929	27	22	Eumetazoa	6	Hmia,Arthropoda,Smed,Dgyr,Ofra	
OG0007930	27	25	Eumetazoa	3	Hsap,Ofra,Paus	
OG0007931	27	24	Eumetazoa	4	Hmia,Gaeg,Cgig,Oalv	
OG0007932	27	25	Eumetazoa	3	Hmia,Locu,Dgyr	
OG0007933	27	22	Bilateria	5	Smed,Gastropoda,Clitellata	
OG0007934	27	25	Eumetazoa	3	Cgig,Bpla,Dgyr	
OG0007935	27	26	Bilateria	1	Hrob	
OG0007936	27	21	Eumetazoa	7	Hmia,Arthropoda,Smed,Ofra,Ctel,Hrob	
OG0007937	27	25	Eumetazoa	3	Cgig,Eand,Ngen	
OG0007938	27	26	Eumetazoa	2	Lgig,Cgig	
OG0007939	27	25	Eumetazoa	3	Spur,Tcas,Eand	
OG0007940	27	25	Eumetazoa	3	Smed,Cgig,Bpla	
OG0007941	27	26	Eumetazoa	2	Smed,Pech	
OG0007942	27	24	Eumetazoa	4	Hmia,Smar,Smed,Gaeg	
OG0007943	27	24	Eumetazoa	4	Gaeg,Dgyr,Ctel,Lana	
OG0007944	27	22	Eumetazoa	6	Hmia,Arthropoda,Lgig,Ofra,Hrob	
OG0007945	27	22	Nephrozoa	4	Skow,Vertebrata,Ofra	
OG0007946	27	26	Eumetazoa	2	Hmia,Smar	
OG0007947	27	25	Eumetazoa	3	Hmia,Spur,Hrob	
OG0007948	27	14	Eumetazoa	14	Ambulacraria,Vertebrata,Smar,Smed,Gaeg,Cgig,Bpla,Dgyr,Ofra,Eand,Lophophorata	
OG0007949	27	23	Bilateria	4	Smar,Smed,Dgyr,Pech	
OG0007950	27	22	Nephrozoa	4	Ambulacraria,Tcas,Smed	
OG0007951	27	25	Eumetazoa	3	Hmia,Smed,Ofra	
OG0007952	27	25	Eumetazoa	3	Hmia,Dgyr,Pech	
OG0007953	27	26	Eumetazoa	2	Ofra,Hrob	
OG0007954	27	26	Eumetazoa	2	Cgig,Dgyr	
OG0007955	27	23	Eumetazoa	5	Hmia,Smar,Smed,Cgig,Hrob	
OG0007956	27	23	Eumetazoa	5	Spur,Cgig,Bpla,Ofra,Hrob	
OG0007957	27	25	Eumetazoa	3	Smar,Pech,Eand	
OG0007958	27	23	Eumetazoa	5	Hmia,Smed,Cgig,Bpla,Ofra	
OG0007959	27	26	Eumetazoa	2	Hmia,Tcas	
OG0007960	27	21	Eumetazoa	7	Hmia,Spur,Arthropoda,Cgig,Ofra,Ngen	
OG0007961	27	24	Eumetazoa	4	Skow,Tcas,Cgig,Bpla	
OG0007962	27	17	Nephrozoa	9	Ambulacraria,Vertebrata,Tcas,Smed,Lgig,Dgyr,Ofra	
OG0007963	27	23	Eumetazoa	5	Hmia,Smar,Smed,Dgyr,Ofra	
OG0007964	27	25	Eumetazoa	3	Locu,Smar,Ofus	
OG0007965	27	24	Eumetazoa	4	Hmia,Spur,Smed,Gaeg	
OG0007966	27	26	Eumetazoa	2	Hsap,Gaeg	
OG0007967	27	26	Eumetazoa	2	Cgig,Eand	
OG0007968	27	22	Eumetazoa	6	Hmia,Vertebrata,Tcas,Dgyr,Eand	
OG0007969	27	25	Eumetazoa	3	Hmia,Arthropoda	
OG0007970	27	23	Bilateria	4	Smar,Gaeg,Cgig,Ofus	
OG0007971	27	24	Eumetazoa	4	Hmia,Spur,Tcas,Hrob	
OG0007972	27	17	Eumetazoa	11	Hmia,Spur,Arthropoda,Smed,Cgig,Myes,Dgyr,Ofra,Clitellata	
OG0007973	27	27	Eumetazoa	1	Dgyr	
OG0007974	27	27	Eumetazoa	1	Dgyr	
OG0007975	27	25	Eumetazoa	3	Tcas,Cgig,Dgyr	
OG0007976	27	11	Nephrozoa	15	Ambulacraria,Vertebrata,Arthropoda,Smed,Lgig,Myes,Rpac,Ofra,Eand,Kryptotrochozoa	
OG0007977	27	24	Eumetazoa	4	Hmia,Tcas,Dgyr,Pech	
OG0007978	27	12	Bilateria	15	Spur,Vertebrata,Arthropoda,Smed,Mollusca,Dgyr,Pech,Ofra,Hrob	
OG0007979	27	14	Lophotrochozoa	4	Dgyr,Pech,Clitellata	
OG0007980	27	1	Bpla	0		
OG0007981	27	4	Lophotrochozoa	14	Gastropoda,Cgig,Myes,Dgyr,Vestimentifera_cl2,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0007982	27	22	Eumetazoa	6	Hmia,Blan,Smed,Lgig,Ofra,Ctel	
OG0007983	27	23	Eumetazoa	5	Blan,Locu,Gaeg,Cgig,Lana	
OG0007984	27	25	Eumetazoa	3	Spur,Blan,Hrob	
OG0007985	27	24	Eumetazoa	4	Blan,Smar,Smed,Dgyr	
OG0007986	27	3	Bivalvia	0		
OG0007987	27	20	Nephrozoa	6	Spur,Blan,Tcas,Smed,Pech,Ofra	
OG0007988	27	19	Nephrozoa	7	Skow,Chordata,Arthropoda,Smed	
