Orthogroup	Panther_annotation
OG0026250	 EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE EIF2-ALPHA KINASE -RELATED
OG0026268	 NOTCH LIGAND FAMILY MEMBER
OG0026325	 EXTRACELLULAR MATRIX PROTEIN A-RELATED
OG0026684	 MONOCARBOXYLATE TRANSPORTER 12
OG0026700	 CUBILIN (INTRINSIC FACTOR-COBALAMIN RECEPTOR)
OG0026815	 TRANSFERASE PUTATIVE-RELATED
OG0026860	 NO HIT
OG0026862	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0026863	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0026868	 NO HIT
OG0026896	 EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED
OG0026901	 G-PROTEIN COUPLED RECEPTOR
OG0026904	 NO HIT
OG0026912	 POLYCYSTIN FAMILY MEMBER
OG0026919	 MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
OG0026960	 NO HIT
OG0026977	 NO HIT
OG0026984	 T-BOX TRANSCRIPTION FACTOR TBX22
OG0026987	 SUBGROUP IIII AMINOTRANSFERASE
OG0026994	 NO HIT
OG0027004	 SUBFAMILY NOT NAMED
OG0027009	 PATCHED DOMAIN-CONTAINING PROTEIN 3
OG0027019	 NO HIT
OG0027027	 NO HIT
OG0027041	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0027051	 NO HIT
OG0027063	 SUBFAMILY NOT NAMED
OG0027075	 NO HIT
OG0027108	 NO HIT
OG0027118	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN 2
OG0027123	 NO HIT
OG0027129	 UNCHARACTERIZED
OG0027132	 NO HIT
OG0027134	 MUCIN 4-RELATED
OG0027155	 CELLULAR NUCLEIC ACID-BINDING PROTEIN
OG0027166	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B
OG0027170	 NO HIT
OG0027181	 NO HIT
OG0027212	 ADENYLATE CYCLASE TYPE 3
OG0027282	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0027287	 NO HIT
OG0027292	 NO HIT
OG0027308	 PEPTIDASE M20 DOMAIN-CONTAINING PROTEIN 2
OG0027322	 SUBFAMILY NOT NAMED
OG0027326	 SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 15
OG0027332	 NO HIT
OG0027353	 SUBFAMILY NOT NAMED
OG0027369	 SUBFAMILY NOT NAMED
OG0027375	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0027376	 NO HIT
OG0027397	 PROTEIN KRUEPPEL
OG0027399	 NO HIT
OG0027450	 SUBFAMILY NOT NAMED
OG0027477	 CONCENTRATIVE NUCLEOSIDE TRANSPORTER 1-RELATED
OG0027478	 SUBFAMILY NOT NAMED
OG0027480	 COLLECTIN-46-LIKE
OG0027482	 ANGIOPOIETIN-4
OG0027501	 SUBFAMILY NOT NAMED
OG0027610	 NO HIT
OG0027721	 PROTEIN FAM10A5-RELATED
OG0027894	 RECEPTOR PROTEIN KINASE ZMPK1-RELATED
OG0028110	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA5 ISOFORM B
OG0028113	 DIPEPTIDYL PEPTIDASE 9
OG0028273	 POLYCYSTIN FAMILY MEMBER
OG0028580	 ENDO-1 4-BETA-GLUCANASE
OG0028589	 SODIUM-COUPLED MONOCARBOXYLATE TRANSPORTER
OG0028595	 NO HIT
OG0028597	 RAD50
OG0029393	 SYNAPTONEMAL COMPLEX PROTEIN 3
OG0029454	 NO HIT
OG0029801	 DESMOGLEIN FAMILY MEMBER
OG0029917	 COAGULATION FACTOR V
OG0030516	 SUBFAMILY NOT NAMED
OG0030609	 GLYCOSYLTRANSFERASE 14 FAMILY MEMBER
OG0030814	 BNAA01G22700D PROTEIN
OG0031010	 SUBFAMILY NOT NAMED
OG0031143	 NEUROPEPTIDE Y RECEPTOR Y2
OG0031238	 VISUAL SYSTEM HOMEOBOX 2
OG0031258	 NO HIT
OG0031337	 NO HIT
OG0031346	 SUBFAMILY NOT NAMED
OG0031356	 5-HYDROXYTRYPTAMINE RECEPTOR 3C
OG0031358	 EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE EIF2-ALPHA KINASE -RELATED
OG0031365	 SUBFAMILY NOT NAMED
OG0031378	 EG:EG0003.4 PROTEIN-RELATED
OG0031403	 ADENYLATE CYCLASE TYPE 2
OG0031460	 NO HIT
OG0031634	 GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1
OG0031737	 NO HIT
OG0031878	 HILLARIN
OG0031967	 [PROTEIN ADP-RIBOSYLARGININE] HYDROLASE
OG0031992	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10
OG0032038	 RETINOIC ACID-INDUCED PROTEIN 2
OG0032079	 NO HIT
OG0032092	 SUBFAMILY NOT NAMED
OG0032116	 LYMPHOID-SPECIFIC HELICASE
OG0032498	 NATRIURETIC PEPTIDE RECEPTOR 3-RELATED
OG0032510	 SERINE/THREONINE-PROTEIN KINASE NEK1
OG0032516	 SODIUM/NUCLEOSIDE COTRANSPORTER 1
OG0032896	 HIGH AFFINITY CGMP-SPECIFIC 3' 5'-CYCLIC PHOSPHODIESTERASE 9A
OG0033384	 PROTEIN CBG17025
OG0033426	 SUBFAMILY NOT NAMED
OG0033432	 SUBFAMILY NOT NAMED
OG0033435	 CLIP-ASSOCIATING PROTEIN 2
OG0033446	 NO HIT
OG0033450	 NO HIT
OG0033454	 SUBFAMILY NOT NAMED
OG0033455	 ZGC:194887
OG0033456	 NO HIT
OG0033464	 SUBFAMILY NOT NAMED
OG0033476	 NO HIT
OG0033488	 PROTEIN SPRINT
OG0033490	 NO HIT
OG0033493	 PROTEIN KINASE SUPERFAMILY PROTEIN
OG0033496	 NO HIT
OG0033506	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0033517	 NO HIT
OG0033524	 IP14385P
OG0033537	 NECTIN-RELATED
OG0033557	 MONOCARBOXYLATE TRANSPORTER 8
OG0033580	 NO HIT
OG0033593	 PROTEIN CED-11
OG0033597	 PROTON CHANNEL OTOP
OG0033604	 NO HIT
OG0033610	 PROTEIN I'M NOT DEAD YET-RELATED
OG0033611	 NO HIT
OG0033617	 COILED-COIL DOMAIN-CONTAINING PROTEIN 114
OG0033622	 NO HIT
OG0033623	 NO HIT
OG0033626	 NO HIT
OG0033627	 STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2
OG0033643	 NO HIT
OG0033652	 NO HIT
OG0033655	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0033667	 SUBFAMILY NOT NAMED
OG0033677	 NO HIT
OG0033679	 NO HIT
OG0033685	 NO HIT
OG0033715	 NO HIT
OG0033717	 MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
OG0033728	 RRNA METHYLTRANSFERASE 1 MITOCHONDRIAL
OG0033736	 PROTEIN WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
OG0033740	 UNCHARACTERIZED
OG0033741	 UNCHARACTERIZED
OG0033765	 SUBFAMILY NOT NAMED
OG0033768	 ANNEXIN
OG0033777	 FAT ATYPICAL CADHERIN-RELATED
OG0033789	 ZINC FINGER PROTEIN 512B
OG0033797	 NO HIT
OG0033802	 NO HIT
OG0033813	 NO HIT
OG0033814	 ANNEXIN
OG0033823	 MONOCARBOXYLATE TRANSPORTER 5
OG0033824	 SUBFAMILY NOT NAMED
OG0033840	 NO HIT
OG0033849	 NO HIT
OG0033855	 FI23944P1-RELATED
OG0033862	 NO HIT
OG0033864	 NO HIT
OG0033882	 NO HIT
OG0033884	 FAMILY NOT NAMED
OG0033888	 NO HIT
OG0033913	 NO HIT
OG0033923	 NO HIT
OG0033939	 ANOCTAMIN-8
OG0033943	 NO HIT
OG0033952	 SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED
OG0033957	 SUBFAMILY NOT NAMED
OG0033961	 MIP08469P
OG0033967	 NO HIT
OG0033969	 RE52086P
OG0033977	 FAMILY NOT NAMED
OG0033981	 HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN
OG0033986	 NO HIT
OG0033989	 NO HIT
OG0033990	 HETEROCHROMATIN-ASSOCIATED PROTEIN MENT-RELATED
OG0033993	 SUBFAMILY NOT NAMED
OG0033994	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0034004	 NO HIT
OG0034006	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0034009	 DNAJ HOMOLOG SUBFAMILY C MEMBER 5 HOMOLOG
OG0034010	 SUBFAMILY NOT NAMED
OG0034031	 NO HIT
OG0034047	 NO HIT
OG0034053	 IA-2 PROTEIN TYROSINE PHOSPHATASE ISOFORM C
OG0034055	 SUBFAMILY NOT NAMED
OG0034062	 NO HIT
OG0034065	 NO HIT
OG0034071	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR-LIKE PROTEIN A
OG0034078	 NO HIT
OG0034088	 ATP-BINDING CASSETTE SUB-FAMILY B MEMBER 5
OG0034089	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA7 ISOFORM E
OG0034090	 SUBFAMILY NOT NAMED
OG0034140	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0034151	 NO HIT
OG0034156	 ANKYRIN REPEAT AND SAM DOMAIN-CONTAINING PROTEIN 3
OG0034169	 ACETYLCHOLINE RECEPTOR SUBUNIT BETA
OG0034189	 SD10469P
OG0034192	 SUBFAMILY NOT NAMED
OG0034205	 SUBFAMILY NOT NAMED
OG0034208	 NO HIT
OG0034212	 PROTEIN CBG09805
OG0034214	 SD10469P
OG0034218	 CNMAMIDE RECEPTOR
OG0034242	 SUBFAMILY NOT NAMED
OG0034245	 GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT THETA
OG0034249	 SUBFAMILY NOT NAMED
OG0034250	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0034270	 LEUCINE-RICH REPEAT-CONTAINING 30A
OG0034273	 SUBFAMILY NOT NAMED
OG0034278	 SUBFAMILY NOT NAMED
OG0034279	 TRANSCRIPTION FACTOR GATA-4
OG0034281	 NO HIT
OG0034290	 PHD FINGER PROTEIN ALFIN-LIKE 6
OG0034291	 NO HIT
OG0034319	 NO HIT
OG0034320	 NO HIT
OG0034329	 RETICULON-4 RECEPTOR
OG0034346	 NO HIT
OG0034347	 NO HIT
OG0034349	 TENASCIN C
OG0034358	 HEPARAN SULFATE SULFOTRANSFERASE
OG0034372	 TRANSMEMBRANE PROTEIN KIAA1109
OG0034373	 TRANSMEMBRANE PROTEIN KIAA1109
OG0034386	 ANGIOTENSIN-CONVERTING ENZYME-LIKE PROTEIN ACE3
OG0034390	 SUBFAMILY NOT NAMED
OG0034393	 DELTA-LIKE PROTEIN
OG0034404	 NO HIT
OG0034408	 E3 UBIQUITIN-PROTEIN LIGASE RNF213-ALPHA
OG0034414	 GLYCINE N-METHYLTRANSFERASE
OG0034417	 NO HIT
OG0035173	 GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2
OG0035364	 NO HIT
OG0035500	 SACSIN
OG0035553	 METALLOENDOPEPTIDASE
OG0035554	 SACSIN
OG0035898	 GUANYLATE CYCLASE
OG0035917	 NO HIT
OG0035921	 ACETYLCHOLINE RECEPTOR SUBUNIT GAMMA
OG0035937	 ASPARAGINE SYNTHETASE DOMAIN-CONTAINING PROTEIN 1
OG0036341	 NO HIT
OG0036342	 NO HIT
OG0036352	 GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1-B
OG0036359	 E3 UBIQUITIN-PROTEIN LIGASE MIB1
OG0036379	 THO2 PROTEIN
OG0036388	 CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 2-RELATED
OG0036390	 METAL DEPENDENT HYDROLASE - RELATED
OG0036397	 NO HIT
OG0036404	 TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II
OG0036414	 PEPTIDASE INHIBITOR R3HDML
OG0036428	 GDP-FUCOSE PROTEIN O-FUCOSYLTRANSFERASE 1
OG0036434	 SUBFAMILY NOT NAMED
OG0036436	 NO HIT
OG0038138	 CHYMOTRYPSIN-RELATED
OG0038185	 ORGANIC ANION TRANSPORTER
OG0038295	 RPE-SPONDIN
OG0038711	 GLOBAL TRANSCRIPTION ACTIVATOR SNF2L1-RELATED
OG0038744	 NO HIT
OG0038756	 PLASMA MEMBRANE CALCIUM-TRANSPORTING ATPASE 3
OG0039322	 HEAVY METAL-ASSOCIATED DOMAIN HMA-RELATED
OG0039360	 28S RRNA (CYTOSINE(4447)-C(5))-METHYLTRANSFERASE-RELATED
OG0040435	 SUBFAMILY NOT NAMED
OG0040559	 SUBFAMILY NOT NAMED
OG0040689	 NO HIT
OG0040814	 SUBFAMILY NOT NAMED
OG0041170	 INACTIVE RHOMBOID PROTEIN 2
OG0041373	 NO HIT
OG0042008	 KELCH-LIKE PROTEIN 41
OG0042131	 GH10714P-RELATED
OG0042321	 POLYCYSTIN-2
OG0043213	 UNCOORDINATED 115A ISOFORM B-RELATED
OG0043214	 NO HIT
OG0044157	 SERPIN B9
OG0044634	 ADHESION REGULATING MOLECULE 1 110 KDA CELL MEMBRANE GLYCOPROTEIN
OG0045646	 ANKYRIN REPEAT PH AND SEC7 DOMAIN CONTAINING PROTEIN SECG-RELATED
OG0045662	 FI12009P
OG0045664	 NO HIT
OG0045665	 NO HIT
OG0045666	 NO HIT
OG0045677	 NO HIT
OG0045691	 NO HIT
OG0045692	 NO HIT
OG0045695	 NO HIT
OG0045700	 NO HIT
OG0045709	 PROTEIN DIAPHANOUS
OG0045710	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0045715	 NO HIT
OG0045716	 NO HIT
OG0045717	 NO HIT
OG0045720	 NO HIT
OG0045724	 NO HIT
OG0045725	 NO HIT
OG0045729	 SUBFAMILY NOT NAMED
OG0045730	 FAMILY NOT NAMED
OG0045733	 NO HIT
OG0045734	 NO HIT
OG0045735	 NO HIT
OG0045736	 NO HIT
OG0045737	 NO HIT
OG0045740	 NO HIT
OG0045744	 NO HIT
OG0045747	 NO HIT
OG0045749	 GLUTATHIONE-SPECIFIC GAMMA-GLUTAMYLCYCLOTRANSFERASE 2
OG0045752	 NO HIT
OG0045753	 NO HIT
OG0045755	 NO HIT
OG0045757	 NO HIT
OG0045758	 NO HIT
OG0045762	 RFX ISOFORM H
OG0045771	 NO HIT
OG0045772	 NO HIT
OG0045774	 NO HIT
OG0045777	 CHITIN SYNTHASE 1
OG0045778	 NO HIT
OG0045779	 NO HIT
OG0045786	 NO HIT
OG0045790	 TRANSCRIPTION FACTOR COE4
OG0045791	 NO HIT
OG0045799	 NO HIT
OG0045806	 FI03418P
OG0045810	 SUBFAMILY NOT NAMED
OG0045815	 NO HIT
OG0045817	 SUBFAMILY NOT NAMED
OG0045821	 SI:CH73-335M24.2
OG0045827	 NO HIT
OG0045832	 SUBFAMILY NOT NAMED
OG0045834	 PIKACHURIN
OG0045845	 NO HIT
OG0045848	 NO HIT
OG0045852	 NO HIT
OG0045864	 CYTOCHROME B5 TYPE B
OG0045865	 NO HIT
OG0045870	 NO HIT
OG0045872	 NO HIT
OG0045877	 NATRIURETIC PEPTIDE RECEPTOR 3-RELATED
OG0045881	 PROGONADOLIBERIN-2
OG0045885	 NO HIT
OG0045887	 NO HIT
OG0045889	 NO HIT
OG0045891	 SUBFAMILY NOT NAMED
OG0045905	 NO HIT
OG0045909	 SORBITOL DEHYDROGENASE
OG0045910	 NO HIT
OG0045911	 WW DOMAIN-BINDING PROTEIN 11
OG0045915	 ZINC TRANSPORTER 63C ISOFORM F
OG0045919	 NO HIT
OG0045926	 NO HIT
OG0045928	 NO HIT
OG0045930	 NO HIT
OG0045932	 NO HIT
OG0045934	 IMIDAZOLONEPROPIONASE
OG0045940	 NO HIT
OG0045943	 GAMMA-AMINOBUTYRIC ACID TYPE B RECEPTOR SUBUNIT 1
OG0045947	 SPERIOLIN-BINDING FACTOR
OG0045950	 NO HIT
OG0045952	 NO HIT
OG0045953	 NO HIT
OG0045954	 NO HIT
OG0045964	 NO HIT
OG0045970	 NO HIT
OG0045978	 NO HIT
OG0045980	 NO HIT
OG0045985	 NO HIT
OG0046002	 ATP-BINDING CASSETTE SUB-FAMILY A MEMBER 17
OG0046009	 SUBFAMILY NOT NAMED
OG0046013	 NO HIT
OG0046014	 FIBROIN HEAVY CHAIN FIB-H LIKE PROTEIN
OG0046023	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0046024	 NO HIT
OG0046025	 PROTEIN DIAPHANOUS
OG0046026	 NO HIT
OG0046029	 NO HIT
OG0046034	 T-BOX TRANSCRIPTION FACTOR TBX21
OG0046044	 NO HIT
OG0046049	 NO HIT
OG0046062	 SUBFAMILY NOT NAMED
OG0046066	 NO HIT
OG0046069	 NOTCH LIGAND FAMILY MEMBER
OG0046070	 NO HIT
OG0046072	 RE60337P
OG0046075	 NO HIT
OG0046077	 SUBFAMILY NOT NAMED
OG0046079	 SERINE/THREONINE-PROTEIN KINASE ATR
OG0046080	 NO HIT
OG0046082	 NO HIT
OG0046083	 MEIOSIS INHIBITOR PROTEIN 1
OG0046088	 NO HIT
OG0046089	 NO HIT
OG0046090	 HEME OXYGENASE
OG0046100	 SUBFAMILY NOT NAMED
OG0046101	 NO HIT
OG0046106	 NO HIT
OG0046108	 NO HIT
OG0046110	 SUBFAMILY NOT NAMED
OG0046141	 NO HIT
OG0046147	 NO HIT
OG0046148	 OS06G0326200 PROTEIN
OG0046150	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 47
OG0046158	 NO HIT
OG0046166	 NO HIT
OG0046168	 NO HIT
OG0046169	 NO HIT
OG0046172	 PHOSPHODIESTERASE
OG0046177	 DOUBLESEX- AND MAB-3-RELATED TRANSCRIPTION FACTOR A2
OG0046178	 NO HIT
OG0046180	 NO HIT
OG0046188	 BRO1 DOMAIN-CONTAINING PROTEIN BROX
OG0046192	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0046193	 NO HIT
OG0046194	 NO HIT
OG0046195	 GUANYLYL CYCLASE
OG0046197	 NO HIT
OG0046200	 NO HIT
OG0046203	 NO HIT
OG0046206	 NO HIT
OG0046210	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B
OG0046214	 PIEZO-TYPE MECHANOSENSITIVE ION CHANNEL COMPONENT 2
OG0046218	 SODIUM/NUCLEOSIDE COTRANSPORTER
OG0046220	 NO HIT
OG0046221	 NO HIT
OG0046228	 PROTEIN CBG12054-RELATED
OG0046236	 NO HIT
OG0046238	 NO HIT
OG0046240	 NO HIT
OG0046245	 HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE-LIKE PROTEIN
OG0046246	 NO HIT
OG0046251	 SUBFAMILY NOT NAMED
OG0046255	 NO HIT
OG0046259	 NO HIT
OG0046260	 NO HIT
OG0046268	 SUBFAMILY NOT NAMED
OG0046274	 NO HIT
OG0046275	 NO HIT
OG0046278	 RING-H2 FINGER PROTEIN ATL54-LIKE
OG0046281	 NO HIT
OG0046284	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0046289	 NO HIT
OG0046290	 NO HIT
OG0046291	 NO HIT
OG0046294	 INACTIVE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 53
OG0046298	 NO HIT
OG0046301	 HISTIDINE DECARBOXYLASE
OG0046304	 NO HIT
OG0046310	 NO HIT
OG0046314	 NO HIT
OG0046315	 NO HIT
OG0046323	 NO HIT
OG0046324	 NO HIT
OG0046328	 NO HIT
OG0046329	 NO HIT
OG0046337	 NO HIT
OG0046338	 SYNAPTOTAGMIN-16
OG0046341	 PHOSPHOHEXOMUTASE FAMILY MEMBER
OG0046344	 NO HIT
OG0046345	 NO HIT
OG0046346	 FIBROSIN FAMILY MEMBER
OG0046349	 NO HIT
OG0046350	 OVARIAN-SPECIFIC SERINE/THREONINE-PROTEIN KINASE LOK-RELATED
OG0046351	 SERINE/THREONINE-PROTEIN KINASE YPL150W-RELATED
OG0046360	 NO HIT
OG0046368	 NO HIT
OG0046369	 NO HIT
OG0046371	 NO HIT
OG0046373	 NO HIT
OG0046379	 ALPHA-1 3-MANNOSYL-GLYCOPROTEIN 4-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE A-LIKE
OG0046381	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0046386	 SUBFAMILY NOT NAMED
OG0046389	 NO HIT
OG0046393	 FIBRILLIN 2B
OG0046395	 NO HIT
OG0046396	 NO HIT
OG0046399	 SUBFAMILY NOT NAMED
OG0046400	 SUBFAMILY NOT NAMED
OG0046401	 NO HIT
OG0046402	 NO HIT
OG0046405	 CLIP-ASSOCIATING PROTEIN 2
OG0046406	 CLIP-ASSOCIATING PROTEIN 1
OG0046407	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0046410	 NO HIT
OG0046411	 NO HIT
OG0046415	 NO HIT
OG0046423	 NO HIT
OG0046424	 WD40 REPEAT DOMAIN 95
OG0046425	 TENSIN-2
OG0046429	 NO HIT
OG0046430	 TPR DOMAIN PROTEIN IN AEROTOLERANCE OPERON BATB
OG0046439	 NO HIT
OG0046445	 SUBFAMILY NOT NAMED
OG0046451	 NO HIT
OG0046454	 NO HIT
OG0046463	 RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 2 ISOFORM D
OG0046465	 T-CELL LEUKEMIA HOMEOBOX PROTEIN 1
OG0046466	 CALCYPHOSINE LIKE
OG0046467	 SUBFAMILY NOT NAMED
OG0046469	 SI:CH211-130M23.2-RELATED
OG0046480	 NO HIT
OG0046482	 NO HIT
OG0046483	 NO HIT
OG0046487	 DNA POLYMERASE ETA
OG0046499	 NO HIT
OG0046501	 LEUCOKININ RECEPTOR-RELATED
OG0046504	 SUBFAMILY NOT NAMED
OG0046506	 NO HIT
OG0046508	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-2
OG0046509	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4
OG0046514	 NO HIT
OG0046519	 SUBFAMILY NOT NAMED
OG0046521	 NO HIT
OG0046523	 NO HIT
OG0046524	 NO HIT
OG0046525	 NO HIT
OG0046529	 NO HIT
OG0046533	 NO HIT
OG0046536	 NO HIT
OG0046537	 NO HIT
OG0046538	 NO HIT
OG0046541	 NO HIT
OG0046550	 SUBFAMILY NOT NAMED
OG0046555	 IMP2'P
OG0046557	 NO HIT
OG0046564	 NO HIT
OG0046566	 BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR TWIST
OG0046568	 NO HIT
OG0046571	 NO HIT
OG0046572	 NO HIT
OG0046577	 SUBFAMILY NOT NAMED
OG0046581	 NO HIT
OG0046582	 NO HIT
OG0046585	 NO HIT
OG0046587	 NO HIT
OG0046592	 NO HIT
OG0046597	 NO HIT
OG0046598	 NO HIT
OG0046599	 NO HIT
OG0046601	 SUBFAMILY NOT NAMED
OG0046605	 NO HIT
OG0046609	 GLYCOSYLTRANSFERASE FAMILY 92 PROTEIN
OG0046610	 NO HIT
OG0046616	 DIMETHYLANILINE MONOOXYGENASE [N-OXIDE-FORMING] 2
OG0046619	 NO HIT
OG0046623	 SUBFAMILY NOT NAMED
OG0046627	 NO HIT
OG0046628	 FI08416P-RELATED
OG0046632	 SUBFAMILY NOT NAMED
OG0046633	 NO HIT
OG0046636	 SUBFAMILY NOT NAMED
OG0046639	 SERINE/THREONINE-PROTEIN KINASE D3
OG0046641	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4
OG0046646	 VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT
OG0046647	 EPITHELIAL MEMBRANE PROTEIN-RELATED
OG0046648	 TRANSMEMBRANE PROTEIN KIAA1109
OG0046649	 NO HIT
OG0046652	 NO HIT
OG0046654	 NO HIT
OG0046659	 CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL
OG0046661	 SUBFAMILY NOT NAMED
OG0046664	 YTH DOMAIN-CONTAINING PROTEIN 1 ISOFORM X1
OG0046670	 POLYCHAETOID ISOFORM O
OG0046671	 NO HIT
OG0046679	 PROTEIN DOPEY-1
OG0046687	 SUBFAMILY NOT NAMED
OG0046696	 NO HIT
OG0046698	 NO HIT
OG0046702	 TRANSIENT RECEPTOR POTENTIAL CHANNEL
OG0046703	 MICROTUBULE-ASSOCIATED PROTEIN TAU
OG0046709	 FAMILY NOT NAMED
OG0046710	 FAMILY NOT NAMED
OG0046713	 SUBFAMILY NOT NAMED
OG0046722	 NO HIT
OG0046735	 NO HIT
OG0046740	 SUBFAMILY NOT NAMED
OG0046746	 SODIUM/NUCLEOSIDE COTRANSPORTER 1
OG0046748	 PDF RECEPTOR
OG0046751	 SUBFAMILY NOT NAMED
OG0046755	 NO HIT
OG0046759	 NO HIT
OG0046760	 NO HIT
OG0046769	 NO HIT
OG0046772	 SUBFAMILY NOT NAMED
OG0046774	 FAMILY NOT NAMED
OG0046776	 WD40 REPEAT DOMAIN 95
OG0046777	 PASIFLORA 1 ISOFORM A-RELATED
OG0046786	 NUCLEOSOME ASSEMBLY PROTEIN 1 1-RELATED
OG0046787	 NO HIT
OG0046788	 LD23292P
OG0046789	 NO HIT
OG0046790	 TRANSCRIPTION FACTOR IIIA
OG0046792	 NO HIT
OG0046805	 NO HIT
OG0046808	 NO HIT
OG0046809	 TMEM26 PROTEIN
OG0046812	 NO HIT
OG0046815	 NO HIT
OG0046817	 NO HIT
OG0046818	 NO HIT
OG0046829	 OS02G0549200 PROTEIN
OG0046853	 SPERM-SPECIFIC FAMILY CLASS Q
OG0046856	 NO HIT
OG0046858	 HECT DOMAIN UBIQUITIN-PROTEIN LIGASE
OG0046859	 ALLATOSTATIN A RECEPTOR 2 ISOFORM A
OG0046860	 LIGASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G10160)-RELATED
OG0046863	 NO HIT
OG0046866	 LD23292P
OG0046867	 CYCLIC NUCLEOTIDE-GATED CATION CHANNEL SUBUNIT A
OG0046870	 NO HIT
OG0047604	 FAMILY NOT NAMED
OG0047620	 GLUTAMATE RECEPTOR 4
OG0047793	 SUBFAMILY NOT NAMED
OG0047796	 THIAMINE PYROPHOSPHATE ENZYMES
OG0048585	 NO HIT
OG0049050	 FAMILY NOT NAMED
OG0049095	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN 1
OG0049170	 EXS-RELATED PROTEIN
OG0049177	 SUBFAMILY NOT NAMED
OG0049347	 POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 9
OG0049475	 ANGIOTENSIN-CONVERTING ENZYME-LIKE PROTEIN ACE3
OG0049562	 INTRAFLAGELLAR TRANSPORT PROTEIN 88 HOMOLOG
OG0049589	 SUBFAMILY NOT NAMED
OG0050423	 METABOTROPIC GLUTAMATE RECEPTOR
OG0050562	 NO HIT
OG0050581	 SOLUBLE GUANYLATE CYCLASE 88E
OG0050590	 URONYL 2-SULFOTRANSFERASE
OG0050832	 POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCLIC NUCLEOTIDE-GATED CHANNEL 4
OG0051292	 NO HIT
OG0051481	 PROTEIN CBG07184
OG0051484	 NO HIT
OG0051486	 NO HIT
OG0051515	 MUCIN-4
OG0051518	 NO HIT
OG0051521	 HISTIDINE DECARBOXYLASE
