OG0000121	RPACG00000027878.1
OG0033855	RPACG00000009227.1, RPACG00000036691.1
OG0033862	RPACG00000031952.1
OG0033864	RPACG00000027961.1
OG0033882	RPACG00000025382.1
OG0033884	RPACG00000028515.1
OG0033888	RPACG00000032016.1
OG0033913	RPACG00000018329.1
OG0033923	RPACG00000020543.1
OG0033939	RPACG00000011566.1
OG0033943	RPACG00000012867.1
OG0033952	RPACG00000024333.1
OG0033957	RPACG00000008590.1
OG0033961	RPACG00000032135.1, RPACG00000032144.1
OG0033967	RPACG00000034126.1
OG0033969	RPACG00000028097.1
OG0033977	RPACG00000008075.1
OG0033981	RPACG00000029579.1
OG0033986	RPACG00000031469.1
OG0033989	RPACG00000015860.1
OG0033990	RPACG00000003440.1, RPACG00000003441.1
OG0033993	RPACG00000009529.1
OG0033994	RPACG00000008745.1
OG0034004	RPACG00000017206.1
OG0034006	RPACG00000002069.1, RPACG00000028945.1
OG0034009	RPACG00000016396.1
OG0034010	RPACG00000007827.1
OG0034031	RPACG00000030561.1
OG0034047	RPACG00000002281.1
OG0034053	RPACG00000029057.1
OG0034055	RPACG00000004793.1
OG0034062	RPACG00000023911.1
OG0034065	RPACG00000036196.1
OG0034071	RPACG00000010368.1
OG0034078	RPACG00000016784.1
OG0034088	RPACG00000008222.1
OG0034089	RPACG00000020770.1
OG0034090	RPACG00000023334.1
OG0034140	RPACG00000013914.1, RPACG00000013916.1
OG0034151	RPACG00000002345.1
OG0034156	RPACG00000013103.1
OG0034169	RPACG00000001677.1
OG0034189	RPACG00000014218.1, RPACG00000014227.1
OG0034192	RPACG00000027336.1
OG0034205	RPACG00000024093.1
OG0034208	RPACG00000027867.1, RPACG00000027876.1
OG0034212	RPACG00000025860.1
OG0034214	RPACG00000031074.1
OG0034218	RPACG00000002123.1, RPACG00000002124.1
OG0034242	RPACG00000003645.1
OG0034245	RPACG00000012272.1
OG0034249	RPACG00000019714.1
OG0034250	RPACG00000037022.1
OG0034270	RPACG00000013807.1
OG0034273	RPACG00000025864.1
OG0034278	RPACG00000017952.1, RPACG00000017953.1
OG0034279	RPACG00000031620.1
OG0034281	RPACG00000031819.1
OG0034290	RPACG00000007111.1, RPACG00000010505.1
OG0034291	RPACG00000004044.1
OG0034319	RPACG00000009328.1
OG0034320	RPACG00000009327.1
OG0034329	RPACG00000012147.1
OG0034346	RPACG00000025870.1, RPACG00000025872.1
OG0034347	RPACG00000000985.1
OG0034349	RPACG00000008120.1
OG0034358	RPACG00000003429.1, RPACG00000014950.1
OG0034372	RPACG00000033369.1
OG0034373	RPACG00000033367.1, RPACG00000033368.1
OG0034386	RPACG00000008027.1
OG0034390	RPACG00000014730.1
OG0034393	RPACG00000008037.1
OG0034404	RPACG00000028202.1
OG0034408	RPACG00000021399.1
OG0034414	RPACG00000011542.1, RPACG00000011543.1
OG0034417	RPACG00000015810.1
OG0035173	RPACG00000026821.1
OG0035364	RPACG00000028148.1
OG0035500	RPACG00000015543.1
OG0035553	RPACG00000007496.1, RPACG00000007510.1
OG0035554	RPACG00000015544.1
OG0035898	RPACG00000023782.1
OG0035917	RPACG00000012632.1
OG0035921	RPACG00000034308.1
OG0035937	RPACG00000034204.1
OG0036341	RPACG00000027130.1
OG0036342	RPACG00000027129.1, RPACG00000027131.1
OG0036352	RPACG00000009644.1, RPACG00000009645.1
OG0036359	RPACG00000002025.1, RPACG00000017632.1
OG0036379	RPACG00000026416.1
OG0036388	RPACG00000025233.1
OG0036390	RPACG00000010366.1, RPACG00000030591.1
OG0036397	RPACG00000026190.1
OG0036404	RPACG00000028554.1, RPACG00000028556.1
OG0036414	RPACG00000002814.1
OG0036428	RPACG00000007419.1
OG0036434	RPACG00000006204.1, RPACG00000006206.1
OG0036436	RPACG00000016466.1
OG0038138	RPACG00000005748.1
OG0038185	RPACG00000021862.1
OG0038295	RPACG00000025960.1
OG0038711	RPACG00000016812.1
OG0038744	RPACG00000013069.1
OG0038756	RPACG00000031986.1
OG0039322	RPACG00000003471.1
OG0039360	RPACG00000000570.1
OG0040435	RPACG00000008941.1
OG0040559	RPACG00000031371.1
OG0040689	RPACG00000027593.1
OG0040814	RPACG00000024650.1
OG0041170	RPACG00000024928.1
OG0041373	RPACG00000027530.1
OG0042008	RPACG00000004493.1
OG0042131	RPACG00000011062.1
OG0042321	RPACG00000009170.1
OG0043213	RPACG00000027542.1
OG0043214	RPACG00000021546.1
OG0044157	RPACG00000021433.1
OG0044634	RPACG00000012066.1
OG0045646	RPACG00000013030.1
OG0045662	RPACG00000021495.1
OG0045664	RPACG00000016307.1
OG0045665	RPACG00000016647.1
OG0045666	RPACG00000016648.1
OG0045677	RPACG00000013884.1
OG0045691	RPACG00000010958.1
OG0045692	RPACG00000022998.1
OG0045695	RPACG00000010042.1
OG0045700	RPACG00000007895.1
OG0045709	RPACG00000001670.1
OG0045710	RPACG00000001657.1
OG0045715	RPACG00000024570.1
OG0045716	RPACG00000021942.1
OG0045717	RPACG00000021941.1
OG0045720	RPACG00000001915.1
OG0045724	RPACG00000028666.1
OG0045725	RPACG00000014406.1
OG0045729	RPACG00000008821.1
OG0045730	RPACG00000033245.1
OG0045733	RPACG00000000404.1
OG0045734	RPACG00000009225.1
OG0045735	RPACG00000036646.1
OG0045736	RPACG00000036650.1
OG0045737	RPACG00000009125.1
OG0045740	RPACG00000030907.1
OG0045744	RPACG00000004684.1
OG0045747	RPACG00000022441.1
OG0045749	RPACG00000030604.1
OG0045752	RPACG00000012839.1
OG0045753	RPACG00000029802.1
OG0045755	RPACG00000033896.1
OG0045757	RPACG00000033918.1
OG0045758	RPACG00000033921.1
OG0045762	RPACG00000006929.1
OG0045771	RPACG00000026684.1
OG0045772	RPACG00000026677.1
OG0045774	RPACG00000023828.1
OG0045777	RPACG00000034463.1
OG0045778	RPACG00000034452.1
OG0045779	RPACG00000001945.1
OG0045786	RPACG00000023742.1
OG0045790	RPACG00000033109.1
OG0045791	RPACG00000003420.1
OG0045799	RPACG00000030797.1
OG0045806	RPACG00000014888.1
OG0045810	RPACG00000001256.1
OG0045815	RPACG00000025818.1
OG0045817	RPACG00000011657.1
OG0045821	RPACG00000007179.1
OG0045827	RPACG00000005313.1
OG0045832	RPACG00000024961.1
OG0045834	RPACG00000025534.1
OG0045845	RPACG00000032679.1
OG0045848	RPACG00000021545.1
OG0045852	RPACG00000028791.1
OG0045864	RPACG00000022900.1
OG0045865	RPACG00000017493.1
OG0045870	RPACG00000031864.1
OG0045872	RPACG00000001014.1
OG0045877	RPACG00000028579.1
OG0045881	RPACG00000030201.1
OG0045885	RPACG00000009385.1
OG0045887	RPACG00000009387.1
OG0045889	RPACG00000008254.1
OG0045891	RPACG00000016244.1
OG0045905	RPACG00000002144.1
OG0045909	RPACG00000002131.1
OG0045910	RPACG00000029187.1
OG0045911	RPACG00000003016.1
OG0045915	RPACG00000005538.1
OG0045919	RPACG00000033411.1
OG0045926	RPACG00000009573.1
OG0045928	RPACG00000014786.1
OG0045930	RPACG00000014803.1
OG0045932	RPACG00000001424.1
OG0045934	RPACG00000026878.1
OG0045940	RPACG00000005326.1
OG0045943	RPACG00000017342.1
OG0045947	RPACG00000005950.1
OG0045950	RPACG00000004607.1
OG0045952	RPACG00000005802.1
OG0045953	RPACG00000005806.1
OG0045954	RPACG00000001054.1
OG0045964	RPACG00000016485.1
OG0045970	RPACG00000005477.1
OG0045978	RPACG00000030547.1
OG0045980	RPACG00000034923.1
OG0045985	RPACG00000035098.1
OG0046002	RPACG00000010922.1
OG0046009	RPACG00000019262.1
OG0046013	RPACG00000007118.1
OG0046014	RPACG00000026460.1
OG0046023	RPACG00000023546.1
OG0046024	RPACG00000029226.1
OG0046025	RPACG00000029224.1
OG0046026	RPACG00000004169.1
OG0046029	RPACG00000008048.1
OG0046034	RPACG00000010170.1
OG0046044	RPACG00000002635.1
OG0046049	RPACG00000027183.1
OG0046062	RPACG00000021763.1
OG0046066	RPACG00000012198.1
OG0046069	RPACG00000029760.1
OG0046070	RPACG00000015978.1
OG0046072	RPACG00000001173.1
OG0046075	RPACG00000034161.1
OG0046077	RPACG00000031479.1
OG0046079	RPACG00000004064.1
OG0046080	RPACG00000002527.1
OG0046082	RPACG00000004506.1
OG0046083	RPACG00000004513.1
OG0046088	RPACG00000013331.1
OG0046089	RPACG00000028034.1
OG0046090	RPACG00000003455.1
OG0046100	RPACG00000036758.1
OG0046101	RPACG00000034299.1
OG0046106	RPACG00000003121.1
OG0046108	RPACG00000034365.1
OG0046110	RPACG00000002848.1
OG0046141	RPACG00000006386.1
OG0046147	RPACG00000003525.1
OG0046148	RPACG00000003526.1
OG0046150	RPACG00000003536.1
OG0046158	RPACG00000016026.1
OG0046166	RPACG00000023816.1
OG0046168	RPACG00000008909.1
OG0046169	RPACG00000012209.1
OG0046172	RPACG00000003802.1
OG0046177	RPACG00000019874.1
OG0046178	RPACG00000034206.1
OG0046180	RPACG00000021915.1
OG0046188	RPACG00000014521.1
OG0046192	RPACG00000029417.1
OG0046193	RPACG00000012937.1
OG0046194	RPACG00000022109.1
OG0046195	RPACG00000021889.1
OG0046197	RPACG00000011506.1
OG0046200	RPACG00000026438.1
OG0046203	RPACG00000034938.1
OG0046206	RPACG00000015376.1
OG0046210	RPACG00000008420.1
OG0046214	RPACG00000007327.1
OG0046218	RPACG00000018334.1
OG0046220	RPACG00000018792.1
OG0046221	RPACG00000004027.1
OG0046228	RPACG00000033172.1
OG0046236	RPACG00000034594.1
OG0046238	RPACG00000027494.1
OG0046240	RPACG00000032719.1
OG0046245	RPACG00000030255.1
OG0046246	RPACG00000030249.1
OG0046251	RPACG00000016049.1
OG0046255	RPACG00000012859.1
OG0046259	RPACG00000035068.1
OG0046260	RPACG00000007237.1
OG0046268	RPACG00000031930.1
OG0046274	RPACG00000030370.1
OG0046275	RPACG00000029862.1
OG0046278	RPACG00000035112.1
OG0046281	RPACG00000007949.1
OG0046284	RPACG00000026915.1
OG0046289	RPACG00000031446.1
OG0046290	RPACG00000031448.1
OG0046291	RPACG00000023071.1
OG0046294	RPACG00000023533.1
OG0046298	RPACG00000023629.1
OG0046301	RPACG00000012046.1
OG0046304	RPACG00000015259.1
OG0046310	RPACG00000011065.1
OG0046314	RPACG00000014529.1
OG0046315	RPACG00000019009.1
OG0046323	RPACG00000020591.1
OG0046324	RPACG00000018498.1
OG0046328	RPACG00000034738.1
OG0046329	RPACG00000034252.1
OG0046337	RPACG00000014493.1
OG0046338	RPACG00000014501.1
OG0046341	RPACG00000025485.1
OG0046344	RPACG00000030565.1
OG0046345	RPACG00000020700.1
OG0046346	RPACG00000020693.1
OG0046349	RPACG00000003308.1
OG0046350	RPACG00000013215.1
OG0046351	RPACG00000013216.1
OG0046360	RPACG00000036530.1
OG0046368	RPACG00000032790.1
OG0046369	RPACG00000022678.1
OG0046371	RPACG00000016144.1
OG0046373	RPACG00000007982.1
OG0046379	RPACG00000014704.1
OG0046381	RPACG00000003687.1
OG0046386	RPACG00000009816.1
OG0046389	RPACG00000016207.1
OG0046393	RPACG00000004905.1
OG0046395	RPACG00000024256.1
OG0046396	RPACG00000018661.1
OG0046399	RPACG00000033413.1
OG0046400	RPACG00000033418.1
OG0046401	RPACG00000032313.1
OG0046402	RPACG00000032312.1
OG0046405	RPACG00000032439.1
OG0046406	RPACG00000032437.1
OG0046407	RPACG00000032436.1
OG0046410	RPACG00000031444.1
OG0046411	RPACG00000011049.1
OG0046415	RPACG00000017288.1
OG0046423	RPACG00000034149.1
OG0046424	RPACG00000034152.1
OG0046425	RPACG00000004668.1
OG0046429	RPACG00000021778.1
OG0046430	RPACG00000000831.1
OG0046439	RPACG00000002934.1
OG0046445	RPACG00000026975.1
OG0046451	RPACG00000000567.1
OG0046454	RPACG00000002279.1
OG0046463	RPACG00000013706.1
OG0046465	RPACG00000036248.1
OG0046466	RPACG00000013983.1
OG0046467	RPACG00000017736.1
OG0046469	RPACG00000002533.1
OG0046480	RPACG00000004374.1
OG0046482	RPACG00000025541.1
OG0046483	RPACG00000025540.1
OG0046487	RPACG00000028863.1
OG0046499	RPACG00000026326.1
OG0046501	RPACG00000029246.1
OG0046504	RPACG00000025151.1
OG0046506	RPACG00000012803.1
OG0046508	RPACG00000001681.1
OG0046509	RPACG00000001676.1
OG0046514	RPACG00000011265.1
OG0046519	RPACG00000011052.1
OG0046521	RPACG00000019817.1
OG0046523	RPACG00000028507.1
OG0046524	RPACG00000028522.1
OG0046525	RPACG00000012769.1
OG0046529	RPACG00000019764.1
OG0046533	RPACG00000020408.1
OG0046536	RPACG00000033749.1
OG0046537	RPACG00000033764.1
OG0046538	RPACG00000032473.1
OG0046541	RPACG00000014229.1
OG0046550	RPACG00000016879.1
OG0046555	RPACG00000001119.1
OG0046557	RPACG00000020917.1
OG0046564	RPACG00000026360.1
OG0046566	RPACG00000034887.1
OG0046568	RPACG00000021297.1
OG0046571	RPACG00000021304.1
OG0046572	RPACG00000021305.1
OG0046577	RPACG00000005552.1
OG0046581	RPACG00000025834.1
OG0046582	RPACG00000036226.1
OG0046585	RPACG00000028342.1
OG0046587	RPACG00000017558.1
OG0046592	RPACG00000004571.1
OG0046597	RPACG00000010525.1
OG0046598	RPACG00000010527.1
OG0046599	RPACG00000010532.1
OG0046601	RPACG00000007849.1
OG0046605	RPACG00000004074.1
OG0046609	RPACG00000013607.1
OG0046610	RPACG00000012303.1
OG0046616	RPACG00000023075.1
OG0046619	RPACG00000024660.1
OG0046623	RPACG00000015033.1
OG0046627	RPACG00000014561.1
OG0046628	RPACG00000014375.1
OG0046632	RPACG00000033868.1
OG0046633	RPACG00000017226.1
OG0046636	RPACG00000008079.1
OG0046639	RPACG00000005395.1
OG0046641	RPACG00000013816.1
OG0046646	RPACG00000030344.1
OG0046647	RPACG00000030343.1
OG0046648	RPACG00000033370.1
OG0046649	RPACG00000036591.1
OG0046652	RPACG00000035945.1
OG0046654	RPACG00000002360.1
OG0046659	RPACG00000013992.1
OG0046661	RPACG00000014993.1
OG0046664	RPACG00000019410.1
OG0046670	RPACG00000026547.1
OG0046671	RPACG00000031941.1
OG0046679	RPACG00000035115.1
OG0046687	RPACG00000036784.1
OG0046696	RPACG00000034556.1
OG0046698	RPACG00000012477.1
OG0046702	RPACG00000011616.1
OG0046703	RPACG00000026328.1
OG0046709	RPACG00000006535.1
OG0046710	RPACG00000006536.1
OG0046713	RPACG00000010338.1
OG0046722	RPACG00000020926.1
OG0046735	RPACG00000033055.1
OG0046740	RPACG00000035873.1
OG0046746	RPACG00000003296.1
OG0046748	RPACG00000003292.1
OG0046751	RPACG00000034864.1
OG0046755	RPACG00000028549.1
OG0046759	RPACG00000032414.1
OG0046760	RPACG00000013588.1
OG0046769	RPACG00000036810.1
OG0046772	RPACG00000025630.1
OG0046774	RPACG00000010179.1
OG0046776	RPACG00000002018.1
OG0046777	RPACG00000027246.1
OG0046786	RPACG00000030684.1
OG0046787	RPACG00000011187.1
OG0046788	RPACG00000011183.1
OG0046789	RPACG00000033523.1
OG0046790	RPACG00000015197.1
OG0046792	RPACG00000022270.1
OG0046805	RPACG00000032478.1
OG0046808	RPACG00000021576.1
OG0046809	RPACG00000013594.1
OG0046812	RPACG00000029761.1
OG0046815	RPACG00000004349.1
OG0046817	RPACG00000000772.1
OG0046818	RPACG00000016925.1
OG0046829	RPACG00000021579.1
OG0046853	RPACG00000031815.1
OG0046856	RPACG00000034997.1
OG0046858	RPACG00000013291.1
OG0046859	RPACG00000013150.1
OG0046860	RPACG00000021146.1
OG0046863	RPACG00000019661.1
OG0046866	RPACG00000011184.1
OG0046867	RPACG00000036954.1
OG0046870	RPACG00000028190.1
OG0047604	RPACG00000021927.1
OG0047620	RPACG00000001449.1
OG0047793	RPACG00000020274.1
OG0047796	RPACG00000001617.1
OG0048585	RPACG00000005285.1
OG0049050	RPACG00000031782.1
OG0049095	RPACG00000007101.1
OG0049170	RPACG00000012052.1
OG0049177	RPACG00000033860.1
OG0049347	RPACG00000001503.1
OG0049475	RPACG00000008028.1
OG0049562	RPACG00000028110.1
OG0049589	RPACG00000024692.1
OG0050423	RPACG00000019128.1
OG0050562	RPACG00000004760.1
OG0050581	RPACG00000024473.1
OG0050590	RPACG00000034216.1
OG0050832	RPACG00000002406.1
OG0051292	RPACG00000027211.1
OG0051481	RPACG00000015862.1
OG0051484	RPACG00000026778.1
OG0051486	RPACG00000026769.1
OG0051515	RPACG00000034660.1
OG0051518	RPACG00000002056.1
OG0051521	RPACG00000034307.1
OG0051536	RPACG00000025444.1
OG0051574	RPACG00000011994.1
OG0051576	RPACG00000019407.1
OG0051601	RPACG00000025240.1
OG0051602	RPACG00000005671.1
OG0051616	RPACG00000005993.1
OG0051618	RPACG00000014966.1
OG0051621	RPACG00000008265.1
OG0051639	RPACG00000036742.1
OG0051641	RPACG00000021328.1
OG0051654	RPACG00000015186.1
OG0051669	RPACG00000018453.1
OG0051671	RPACG00000003183.1
OG0051675	RPACG00000001086.1
OG0051689	RPACG00000001164.1
OG0051691	RPACG00000025832.1
OG0051700	RPACG00000013021.1
OG0051704	RPACG00000035792.1
OG0051708	RPACG00000020808.1
OG0051711	RPACG00000014208.1
OG0051721	RPACG00000023644.1
OG0051732	RPACG00000021085.1
OG0051735	RPACG00000004067.1
OG0051740	RPACG00000018548.1
OG0051750	RPACG00000026762.1
OG0051754	RPACG00000028177.1
OG0051756	RPACG00000022013.1
OG0051761	RPACG00000008225.1
OG0051769	RPACG00000017655.1
OG0051772	RPACG00000004176.1
OG0051797	RPACG00000018451.1
OG0051798	RPACG00000035641.1
OG0051808	RPACG00000013326.1
OG0051924	RPACG00000006625.1
OG0051941	RPACG00000007113.1
OG0051974	RPACG00000010184.1
OG0052099	RPACG00000019182.1
OG0052112	RPACG00000019741.1
