OG0000121	Rpac|RPACG00000027878.1
OG0025429	Rpac|RPACG00000027747.1
OG0025436	Rpac|RPACG00000016760.1
OG0025521	Rpac|RPACG00000023529.1
OG0025547	Rpac|RPACG00000024451.1
OG0025567	Rpac|RPACG00000028211.1
OG0025568	Rpac|RPACG00000028043.1
OG0025573	Rpac|RPACG00000019337.1
OG0025583	Rpac|RPACG00000008631.1
OG0025615	Rpac|RPACG00000032134.1, Rpac|RPACG00000032158.1
OG0025623	Rpac|RPACG00000023306.1
OG0025653	Rpac|RPACG00000017490.1
OG0025655	Rpac|RPACG00000001032.1, Rpac|RPACG00000033626.1, Rpac|RPACG00000034762.1
OG0025665	Rpac|RPACG00000034974.1
OG0025820	Rpac|RPACG00000013585.1
OG0025859	Rpac|RPACG00000007289.1
OG0025885	Rpac|RPACG00000030486.1
OG0025915	Rpac|RPACG00000031373.1
OG0025939	Rpac|RPACG00000005310.1, Rpac|RPACG00000014021.1, Rpac|RPACG00000014032.1
OG0025940	Rpac|RPACG00000005170.1, Rpac|RPACG00000005173.1, Rpac|RPACG00000006764.1
OG0026194	Rpac|RPACG00000002972.1
OG0026250	Rpac|RPACG00000019166.1
OG0026268	Rpac|RPACG00000032857.1
OG0026325	Rpac|RPACG00000000515.1
OG0026684	Rpac|RPACG00000025771.1, Rpac|RPACG00000025773.1
OG0026700	Rpac|RPACG00000030027.1
OG0026815	Rpac|RPACG00000001999.1, Rpac|RPACG00000002000.1
OG0026860	Rpac|RPACG00000016593.1
OG0026862	Rpac|RPACG00000001658.1, Rpac|RPACG00000001668.1
OG0026863	Rpac|RPACG00000005672.1, Rpac|RPACG00000032893.1
OG0026868	Rpac|RPACG00000010642.1
OG0026896	Rpac|RPACG00000022472.1, Rpac|RPACG00000022473.1, Rpac|RPACG00000022485.1
OG0026901	Rpac|RPACG00000033926.1
OG0026904	Rpac|RPACG00000030469.1
OG0026912	Rpac|RPACG00000014829.1
OG0026919	Rpac|RPACG00000012629.1, Rpac|RPACG00000014858.1
OG0026960	Rpac|RPACG00000011696.1
OG0026977	Rpac|RPACG00000012813.1, Rpac|RPACG00000019363.1
OG0026984	Rpac|RPACG00000031867.1
OG0026987	Rpac|RPACG00000017937.1
OG0026994	Rpac|RPACG00000006083.1
OG0027004	Rpac|RPACG00000034073.1
OG0027009	Rpac|RPACG00000019242.1
OG0027019	Rpac|RPACG00000015508.1
OG0027027	Rpac|RPACG00000026637.1
OG0027041	Rpac|RPACG00000019533.1
OG0027051	Rpac|RPACG00000030274.1
OG0027063	Rpac|RPACG00000007472.1
OG0027075	Rpac|RPACG00000027146.1
OG0027108	Rpac|RPACG00000023140.1
OG0027118	Rpac|RPACG00000007100.1
OG0027123	Rpac|RPACG00000004467.1
OG0027129	Rpac|RPACG00000029653.1, Rpac|RPACG00000029657.1, Rpac|RPACG00000029659.1
OG0027132	Rpac|RPACG00000031390.1
OG0027134	Rpac|RPACG00000034661.1
OG0027155	Rpac|RPACG00000001435.1
OG0027166	Rpac|RPACG00000017756.1, Rpac|RPACG00000017757.1
OG0027170	Rpac|RPACG00000030695.1
OG0027181	Rpac|RPACG00000002079.1
OG0027212	Rpac|RPACG00000022497.1
OG0027282	Rpac|RPACG00000033137.1, Rpac|RPACG00000033138.1
OG0027287	Rpac|RPACG00000011654.1, Rpac|RPACG00000020769.1
OG0027292	Rpac|RPACG00000002558.1
OG0027308	Rpac|RPACG00000003505.1, Rpac|RPACG00000008854.1
OG0027322	Rpac|RPACG00000014593.1
OG0027326	Rpac|RPACG00000033231.1, Rpac|RPACG00000033232.1, Rpac|RPACG00000033233.1
OG0027332	Rpac|RPACG00000013779.1
OG0027353	Rpac|RPACG00000013819.1, Rpac|RPACG00000034935.1
OG0027369	Rpac|RPACG00000008574.1, Rpac|RPACG00000008575.1
OG0027375	Rpac|RPACG00000001791.1, Rpac|RPACG00000010544.1, Rpac|RPACG00000010549.1
OG0027376	Rpac|RPACG00000018760.1
OG0027397	Rpac|RPACG00000017227.1
OG0027399	Rpac|RPACG00000034972.1
OG0027450	Rpac|RPACG00000011067.1
OG0027477	Rpac|RPACG00000019138.1
OG0027478	Rpac|RPACG00000003967.1
OG0027480	Rpac|RPACG00000035405.1
OG0027482	Rpac|RPACG00000005582.1, Rpac|RPACG00000005585.1
OG0027501	Rpac|RPACG00000003697.1, Rpac|RPACG00000003698.1, Rpac|RPACG00000011148.1
OG0027610	Rpac|RPACG00000004463.1, Rpac|RPACG00000004464.1, Rpac|RPACG00000004466.1
OG0027721	Rpac|RPACG00000004130.1
OG0027894	Rpac|RPACG00000002236.1
OG0028110	Rpac|RPACG00000034093.1
OG0028113	Rpac|RPACG00000020457.1
OG0028273	Rpac|RPACG00000003251.1, Rpac|RPACG00000003253.1
OG0028580	Rpac|RPACG00000004675.1, Rpac|RPACG00000004676.1, Rpac|RPACG00000035958.1
OG0028589	Rpac|RPACG00000019864.1
OG0028595	Rpac|RPACG00000031083.1
OG0028597	Rpac|RPACG00000024691.1
OG0029393	Rpac|RPACG00000033422.1
OG0029454	Rpac|RPACG00000019869.1
OG0029801	Rpac|RPACG00000010796.1
OG0029917	Rpac|RPACG00000007591.1
OG0030516	Rpac|RPACG00000019082.1
OG0030609	Rpac|RPACG00000022705.1, Rpac|RPACG00000022707.1
OG0030814	Rpac|RPACG00000028846.1
OG0031010	Rpac|RPACG00000021723.1
OG0031143	Rpac|RPACG00000033892.1
OG0031238	Rpac|RPACG00000016080.1
OG0031258	Rpac|RPACG00000007946.1
OG0031337	Rpac|RPACG00000024574.1
OG0031346	Rpac|RPACG00000025571.1
OG0031356	Rpac|RPACG00000018769.1
OG0031358	Rpac|RPACG00000017108.1
OG0031365	Rpac|RPACG00000022963.1
OG0031378	Rpac|RPACG00000002534.1
OG0031403	Rpac|RPACG00000007343.1
OG0031460	Rpac|RPACG00000017607.1
OG0031634	Rpac|RPACG00000004373.1
OG0031737	Rpac|RPACG00000034239.1
OG0031878	Rpac|RPACG00000011255.1, Rpac|RPACG00000014028.1
OG0031967	Rpac|RPACG00000016329.1
OG0031992	Rpac|RPACG00000035286.1
OG0032038	Rpac|RPACG00000005817.1
OG0032079	Rpac|RPACG00000030668.1
OG0032092	Rpac|RPACG00000027752.1
OG0032116	Rpac|RPACG00000015838.1
OG0032498	Rpac|RPACG00000016279.1
OG0032510	Rpac|RPACG00000016918.1
OG0032516	Rpac|RPACG00000023737.1
OG0032896	Rpac|RPACG00000023053.1
OG0033384	Rpac|RPACG00000013271.1, Rpac|RPACG00000019887.1
OG0033426	Rpac|RPACG00000020082.1, Rpac|RPACG00000022602.1
OG0033432	Rpac|RPACG00000004113.1
OG0033435	Rpac|RPACG00000029765.1
OG0033446	Rpac|RPACG00000021469.1
OG0033450	Rpac|RPACG00000021510.1, Rpac|RPACG00000021513.1
OG0033454	Rpac|RPACG00000018450.1
OG0033455	Rpac|RPACG00000018448.1
OG0033456	Rpac|RPACG00000017326.1
OG0033464	Rpac|RPACG00000028421.1
OG0033476	Rpac|RPACG00000027427.1
OG0033488	Rpac|RPACG00000026129.1
OG0033490	Rpac|RPACG00000033880.1
OG0033493	Rpac|RPACG00000016597.1
OG0033496	Rpac|RPACG00000014293.1
OG0033506	Rpac|RPACG00000034342.1, Rpac|RPACG00000034345.1
OG0033517	Rpac|RPACG00000009123.1
OG0033524	Rpac|RPACG00000024045.1
OG0033537	Rpac|RPACG00000012832.1
OG0033557	Rpac|RPACG00000003421.1
OG0033580	Rpac|RPACG00000028420.1
OG0033593	Rpac|RPACG00000005708.1
OG0033597	Rpac|RPACG00000012452.1
OG0033604	Rpac|RPACG00000032686.1
OG0033610	Rpac|RPACG00000013017.1
OG0033611	Rpac|RPACG00000028779.1
OG0033617	Rpac|RPACG00000020611.1
OG0033622	Rpac|RPACG00000026854.1
OG0033623	Rpac|RPACG00000026848.1
OG0033626	Rpac|RPACG00000009478.1
OG0033627	Rpac|RPACG00000003879.1
OG0033643	Rpac|RPACG00000034748.1
OG0033652	Rpac|RPACG00000036341.1, Rpac|RPACG00000036342.1
OG0033655	Rpac|RPACG00000016780.1
OG0033667	Rpac|RPACG00000013981.1
OG0033677	Rpac|RPACG00000015769.1
OG0033679	Rpac|RPACG00000033397.1
OG0033685	Rpac|RPACG00000000702.1, Rpac|RPACG00000005416.1
OG0033715	Rpac|RPACG00000003346.1
OG0033717	Rpac|RPACG00000023294.1
OG0033728	Rpac|RPACG00000012975.1
OG0033736	Rpac|RPACG00000018311.1, Rpac|RPACG00000028281.1
OG0033740	Rpac|RPACG00000022597.1
OG0033741	Rpac|RPACG00000022603.1
OG0033765	Rpac|RPACG00000022141.1
OG0033768	Rpac|RPACG00000031813.1
OG0033777	Rpac|RPACG00000000106.1
OG0033789	Rpac|RPACG00000012187.1
OG0033797	Rpac|RPACG00000000587.1
OG0033802	Rpac|RPACG00000001167.1, Rpac|RPACG00000012943.1
OG0033813	Rpac|RPACG00000008792.1
OG0033814	Rpac|RPACG00000030132.1
OG0033823	Rpac|RPACG00000001149.1
OG0033824	Rpac|RPACG00000012773.1
OG0033840	Rpac|RPACG00000005284.1
OG0033849	Rpac|RPACG00000022943.1
OG0033855	Rpac|RPACG00000009227.1, Rpac|RPACG00000036691.1
OG0033862	Rpac|RPACG00000031952.1
OG0033864	Rpac|RPACG00000027961.1
OG0033882	Rpac|RPACG00000025382.1
OG0033884	Rpac|RPACG00000028515.1
OG0033888	Rpac|RPACG00000032016.1
OG0033913	Rpac|RPACG00000018329.1
OG0033923	Rpac|RPACG00000020543.1
OG0033939	Rpac|RPACG00000011566.1
OG0033943	Rpac|RPACG00000012867.1
OG0033952	Rpac|RPACG00000024333.1
OG0033957	Rpac|RPACG00000008590.1
OG0033961	Rpac|RPACG00000032135.1, Rpac|RPACG00000032144.1
OG0033967	Rpac|RPACG00000034126.1
OG0033969	Rpac|RPACG00000028097.1
OG0033977	Rpac|RPACG00000008075.1
OG0033981	Rpac|RPACG00000029579.1
OG0033986	Rpac|RPACG00000031469.1
OG0033989	Rpac|RPACG00000015860.1
OG0033990	Rpac|RPACG00000003440.1, Rpac|RPACG00000003441.1
OG0033993	Rpac|RPACG00000009529.1
OG0033994	Rpac|RPACG00000008745.1
OG0034004	Rpac|RPACG00000017206.1
OG0034006	Rpac|RPACG00000002069.1, Rpac|RPACG00000028945.1
OG0034009	Rpac|RPACG00000016396.1
OG0034010	Rpac|RPACG00000007827.1
OG0034031	Rpac|RPACG00000030561.1
OG0034047	Rpac|RPACG00000002281.1
OG0034053	Rpac|RPACG00000029057.1
OG0034055	Rpac|RPACG00000004793.1
OG0034062	Rpac|RPACG00000023911.1
OG0034065	Rpac|RPACG00000036196.1
OG0034071	Rpac|RPACG00000010368.1
OG0034078	Rpac|RPACG00000016784.1
OG0034088	Rpac|RPACG00000008222.1
OG0034089	Rpac|RPACG00000020770.1
OG0034090	Rpac|RPACG00000023334.1
OG0034140	Rpac|RPACG00000013914.1, Rpac|RPACG00000013916.1
OG0034151	Rpac|RPACG00000002345.1
OG0034156	Rpac|RPACG00000013103.1
OG0034169	Rpac|RPACG00000001677.1
OG0034189	Rpac|RPACG00000014218.1, Rpac|RPACG00000014227.1
OG0034192	Rpac|RPACG00000027336.1
OG0034205	Rpac|RPACG00000024093.1
OG0034208	Rpac|RPACG00000027867.1, Rpac|RPACG00000027876.1
OG0034212	Rpac|RPACG00000025860.1
OG0034214	Rpac|RPACG00000031074.1
OG0034218	Rpac|RPACG00000002123.1, Rpac|RPACG00000002124.1
OG0034242	Rpac|RPACG00000003645.1
OG0034245	Rpac|RPACG00000012272.1
OG0034249	Rpac|RPACG00000019714.1
OG0034250	Rpac|RPACG00000037022.1
OG0034270	Rpac|RPACG00000013807.1
OG0034273	Rpac|RPACG00000025864.1
OG0034278	Rpac|RPACG00000017952.1, Rpac|RPACG00000017953.1
OG0034279	Rpac|RPACG00000031620.1
OG0034281	Rpac|RPACG00000031819.1
OG0034290	Rpac|RPACG00000007111.1, Rpac|RPACG00000010505.1
OG0034291	Rpac|RPACG00000004044.1
OG0034319	Rpac|RPACG00000009328.1
OG0034320	Rpac|RPACG00000009327.1
OG0034329	Rpac|RPACG00000012147.1
OG0034346	Rpac|RPACG00000025870.1, Rpac|RPACG00000025872.1
OG0034347	Rpac|RPACG00000000985.1
OG0034349	Rpac|RPACG00000008120.1
OG0034358	Rpac|RPACG00000003429.1, Rpac|RPACG00000014950.1
OG0034372	Rpac|RPACG00000033369.1
OG0034373	Rpac|RPACG00000033367.1, Rpac|RPACG00000033368.1
OG0034386	Rpac|RPACG00000008027.1
OG0034390	Rpac|RPACG00000014730.1
OG0034393	Rpac|RPACG00000008037.1
OG0034404	Rpac|RPACG00000028202.1
OG0034408	Rpac|RPACG00000021399.1
OG0034414	Rpac|RPACG00000011542.1, Rpac|RPACG00000011543.1
OG0034417	Rpac|RPACG00000015810.1
OG0035173	Rpac|RPACG00000026821.1
OG0035364	Rpac|RPACG00000028148.1
OG0035500	Rpac|RPACG00000015543.1
OG0035553	Rpac|RPACG00000007496.1, Rpac|RPACG00000007510.1
OG0035554	Rpac|RPACG00000015544.1
OG0035898	Rpac|RPACG00000023782.1
OG0035917	Rpac|RPACG00000012632.1
OG0035921	Rpac|RPACG00000034308.1
OG0035937	Rpac|RPACG00000034204.1
OG0036341	Rpac|RPACG00000027130.1
OG0036342	Rpac|RPACG00000027129.1, Rpac|RPACG00000027131.1
OG0036352	Rpac|RPACG00000009644.1, Rpac|RPACG00000009645.1
OG0036359	Rpac|RPACG00000002025.1, Rpac|RPACG00000017632.1
OG0036379	Rpac|RPACG00000026416.1
OG0036388	Rpac|RPACG00000025233.1
OG0036390	Rpac|RPACG00000010366.1, Rpac|RPACG00000030591.1
OG0036397	Rpac|RPACG00000026190.1
OG0036404	Rpac|RPACG00000028554.1, Rpac|RPACG00000028556.1
OG0036414	Rpac|RPACG00000002814.1
OG0036428	Rpac|RPACG00000007419.1
OG0036434	Rpac|RPACG00000006204.1, Rpac|RPACG00000006206.1
OG0036436	Rpac|RPACG00000016466.1
OG0038138	Rpac|RPACG00000005748.1
OG0038185	Rpac|RPACG00000021862.1
OG0038295	Rpac|RPACG00000025960.1
OG0038711	Rpac|RPACG00000016812.1
OG0038744	Rpac|RPACG00000013069.1
OG0038756	Rpac|RPACG00000031986.1
OG0039322	Rpac|RPACG00000003471.1
OG0039360	Rpac|RPACG00000000570.1
OG0040435	Rpac|RPACG00000008941.1
OG0040559	Rpac|RPACG00000031371.1
OG0040689	Rpac|RPACG00000027593.1
OG0040814	Rpac|RPACG00000024650.1
OG0041170	Rpac|RPACG00000024928.1
OG0041373	Rpac|RPACG00000027530.1
OG0042008	Rpac|RPACG00000004493.1
OG0042131	Rpac|RPACG00000011062.1
OG0042321	Rpac|RPACG00000009170.1
OG0043213	Rpac|RPACG00000027542.1
OG0043214	Rpac|RPACG00000021546.1
OG0044157	Rpac|RPACG00000021433.1
OG0044634	Rpac|RPACG00000012066.1
OG0045646	Rpac|RPACG00000013030.1
OG0045662	Rpac|RPACG00000021495.1
OG0045664	Rpac|RPACG00000016307.1
OG0045665	Rpac|RPACG00000016647.1
OG0045666	Rpac|RPACG00000016648.1
OG0045677	Rpac|RPACG00000013884.1
OG0045691	Rpac|RPACG00000010958.1
OG0045692	Rpac|RPACG00000022998.1
OG0045695	Rpac|RPACG00000010042.1
OG0045700	Rpac|RPACG00000007895.1
OG0045709	Rpac|RPACG00000001670.1
OG0045710	Rpac|RPACG00000001657.1
OG0045715	Rpac|RPACG00000024570.1
OG0045716	Rpac|RPACG00000021942.1
OG0045717	Rpac|RPACG00000021941.1
OG0045720	Rpac|RPACG00000001915.1
OG0045724	Rpac|RPACG00000028666.1
OG0045725	Rpac|RPACG00000014406.1
OG0045729	Rpac|RPACG00000008821.1
OG0045730	Rpac|RPACG00000033245.1
OG0045733	Rpac|RPACG00000000404.1
OG0045734	Rpac|RPACG00000009225.1
OG0045735	Rpac|RPACG00000036646.1
OG0045736	Rpac|RPACG00000036650.1
OG0045737	Rpac|RPACG00000009125.1
OG0045740	Rpac|RPACG00000030907.1
OG0045744	Rpac|RPACG00000004684.1
OG0045747	Rpac|RPACG00000022441.1
OG0045749	Rpac|RPACG00000030604.1
OG0045752	Rpac|RPACG00000012839.1
OG0045753	Rpac|RPACG00000029802.1
OG0045755	Rpac|RPACG00000033896.1
OG0045757	Rpac|RPACG00000033918.1
OG0045758	Rpac|RPACG00000033921.1
OG0045762	Rpac|RPACG00000006929.1
OG0045771	Rpac|RPACG00000026684.1
OG0045772	Rpac|RPACG00000026677.1
OG0045774	Rpac|RPACG00000023828.1
OG0045777	Rpac|RPACG00000034463.1
OG0045778	Rpac|RPACG00000034452.1
OG0045779	Rpac|RPACG00000001945.1
OG0045786	Rpac|RPACG00000023742.1
OG0045790	Rpac|RPACG00000033109.1
OG0045791	Rpac|RPACG00000003420.1
OG0045799	Rpac|RPACG00000030797.1
OG0045806	Rpac|RPACG00000014888.1
OG0045810	Rpac|RPACG00000001256.1
OG0045815	Rpac|RPACG00000025818.1
OG0045817	Rpac|RPACG00000011657.1
OG0045821	Rpac|RPACG00000007179.1
OG0045827	Rpac|RPACG00000005313.1
OG0045832	Rpac|RPACG00000024961.1
OG0045834	Rpac|RPACG00000025534.1
OG0045845	Rpac|RPACG00000032679.1
OG0045848	Rpac|RPACG00000021545.1
OG0045852	Rpac|RPACG00000028791.1
OG0045864	Rpac|RPACG00000022900.1
OG0045865	Rpac|RPACG00000017493.1
OG0045870	Rpac|RPACG00000031864.1
OG0045872	Rpac|RPACG00000001014.1
OG0045877	Rpac|RPACG00000028579.1
OG0045881	Rpac|RPACG00000030201.1
OG0045885	Rpac|RPACG00000009385.1
OG0045887	Rpac|RPACG00000009387.1
OG0045889	Rpac|RPACG00000008254.1
OG0045891	Rpac|RPACG00000016244.1
OG0045905	Rpac|RPACG00000002144.1
OG0045909	Rpac|RPACG00000002131.1
OG0045910	Rpac|RPACG00000029187.1
OG0045911	Rpac|RPACG00000003016.1
OG0045915	Rpac|RPACG00000005538.1
OG0045919	Rpac|RPACG00000033411.1
OG0045926	Rpac|RPACG00000009573.1
OG0045928	Rpac|RPACG00000014786.1
OG0045930	Rpac|RPACG00000014803.1
OG0045932	Rpac|RPACG00000001424.1
OG0045934	Rpac|RPACG00000026878.1
OG0045940	Rpac|RPACG00000005326.1
OG0045943	Rpac|RPACG00000017342.1
OG0045947	Rpac|RPACG00000005950.1
OG0045950	Rpac|RPACG00000004607.1
OG0045952	Rpac|RPACG00000005802.1
OG0045953	Rpac|RPACG00000005806.1
OG0045954	Rpac|RPACG00000001054.1
OG0045964	Rpac|RPACG00000016485.1
OG0045970	Rpac|RPACG00000005477.1
OG0045978	Rpac|RPACG00000030547.1
OG0045980	Rpac|RPACG00000034923.1
OG0045985	Rpac|RPACG00000035098.1
OG0046002	Rpac|RPACG00000010922.1
OG0046009	Rpac|RPACG00000019262.1
OG0046013	Rpac|RPACG00000007118.1
OG0046014	Rpac|RPACG00000026460.1
OG0046023	Rpac|RPACG00000023546.1
OG0046024	Rpac|RPACG00000029226.1
OG0046025	Rpac|RPACG00000029224.1
OG0046026	Rpac|RPACG00000004169.1
OG0046029	Rpac|RPACG00000008048.1
OG0046034	Rpac|RPACG00000010170.1
OG0046044	Rpac|RPACG00000002635.1
OG0046049	Rpac|RPACG00000027183.1
OG0046062	Rpac|RPACG00000021763.1
OG0046066	Rpac|RPACG00000012198.1
OG0046069	Rpac|RPACG00000029760.1
OG0046070	Rpac|RPACG00000015978.1
OG0046072	Rpac|RPACG00000001173.1
OG0046075	Rpac|RPACG00000034161.1
OG0046077	Rpac|RPACG00000031479.1
OG0046079	Rpac|RPACG00000004064.1
OG0046080	Rpac|RPACG00000002527.1
OG0046082	Rpac|RPACG00000004506.1
OG0046083	Rpac|RPACG00000004513.1
OG0046088	Rpac|RPACG00000013331.1
OG0046089	Rpac|RPACG00000028034.1
OG0046090	Rpac|RPACG00000003455.1
OG0046100	Rpac|RPACG00000036758.1
OG0046101	Rpac|RPACG00000034299.1
OG0046106	Rpac|RPACG00000003121.1
OG0046108	Rpac|RPACG00000034365.1
OG0046110	Rpac|RPACG00000002848.1
OG0046141	Rpac|RPACG00000006386.1
OG0046147	Rpac|RPACG00000003525.1
OG0046148	Rpac|RPACG00000003526.1
OG0046150	Rpac|RPACG00000003536.1
OG0046158	Rpac|RPACG00000016026.1
OG0046166	Rpac|RPACG00000023816.1
OG0046168	Rpac|RPACG00000008909.1
OG0046169	Rpac|RPACG00000012209.1
OG0046172	Rpac|RPACG00000003802.1
OG0046177	Rpac|RPACG00000019874.1
OG0046178	Rpac|RPACG00000034206.1
OG0046180	Rpac|RPACG00000021915.1
OG0046188	Rpac|RPACG00000014521.1
OG0046192	Rpac|RPACG00000029417.1
OG0046193	Rpac|RPACG00000012937.1
OG0046194	Rpac|RPACG00000022109.1
OG0046195	Rpac|RPACG00000021889.1
OG0046197	Rpac|RPACG00000011506.1
OG0046200	Rpac|RPACG00000026438.1
OG0046203	Rpac|RPACG00000034938.1
OG0046206	Rpac|RPACG00000015376.1
OG0046210	Rpac|RPACG00000008420.1
OG0046214	Rpac|RPACG00000007327.1
OG0046218	Rpac|RPACG00000018334.1
OG0046220	Rpac|RPACG00000018792.1
OG0046221	Rpac|RPACG00000004027.1
OG0046228	Rpac|RPACG00000033172.1
OG0046236	Rpac|RPACG00000034594.1
OG0046238	Rpac|RPACG00000027494.1
OG0046240	Rpac|RPACG00000032719.1
OG0046245	Rpac|RPACG00000030255.1
OG0046246	Rpac|RPACG00000030249.1
OG0046251	Rpac|RPACG00000016049.1
OG0046255	Rpac|RPACG00000012859.1
OG0046259	Rpac|RPACG00000035068.1
OG0046260	Rpac|RPACG00000007237.1
OG0046268	Rpac|RPACG00000031930.1
OG0046274	Rpac|RPACG00000030370.1
OG0046275	Rpac|RPACG00000029862.1
OG0046278	Rpac|RPACG00000035112.1
OG0046281	Rpac|RPACG00000007949.1
OG0046284	Rpac|RPACG00000026915.1
OG0046289	Rpac|RPACG00000031446.1
OG0046290	Rpac|RPACG00000031448.1
OG0046291	Rpac|RPACG00000023071.1
OG0046294	Rpac|RPACG00000023533.1
OG0046298	Rpac|RPACG00000023629.1
OG0046301	Rpac|RPACG00000012046.1
OG0046304	Rpac|RPACG00000015259.1
OG0046310	Rpac|RPACG00000011065.1
OG0046314	Rpac|RPACG00000014529.1
OG0046315	Rpac|RPACG00000019009.1
OG0046323	Rpac|RPACG00000020591.1
OG0046324	Rpac|RPACG00000018498.1
OG0046328	Rpac|RPACG00000034738.1
OG0046329	Rpac|RPACG00000034252.1
OG0046337	Rpac|RPACG00000014493.1
OG0046338	Rpac|RPACG00000014501.1
OG0046341	Rpac|RPACG00000025485.1
OG0046344	Rpac|RPACG00000030565.1
OG0046345	Rpac|RPACG00000020700.1
OG0046346	Rpac|RPACG00000020693.1
OG0046349	Rpac|RPACG00000003308.1
OG0046350	Rpac|RPACG00000013215.1
OG0046351	Rpac|RPACG00000013216.1
OG0046360	Rpac|RPACG00000036530.1
OG0046368	Rpac|RPACG00000032790.1
OG0046369	Rpac|RPACG00000022678.1
OG0046371	Rpac|RPACG00000016144.1
OG0046373	Rpac|RPACG00000007982.1
OG0046379	Rpac|RPACG00000014704.1
OG0046381	Rpac|RPACG00000003687.1
OG0046386	Rpac|RPACG00000009816.1
OG0046389	Rpac|RPACG00000016207.1
OG0046393	Rpac|RPACG00000004905.1
OG0046395	Rpac|RPACG00000024256.1
OG0046396	Rpac|RPACG00000018661.1
OG0046399	Rpac|RPACG00000033413.1
OG0046400	Rpac|RPACG00000033418.1
OG0046401	Rpac|RPACG00000032313.1
OG0046402	Rpac|RPACG00000032312.1
OG0046405	Rpac|RPACG00000032439.1
OG0046406	Rpac|RPACG00000032437.1
OG0046407	Rpac|RPACG00000032436.1
OG0046410	Rpac|RPACG00000031444.1
OG0046411	Rpac|RPACG00000011049.1
OG0046415	Rpac|RPACG00000017288.1
OG0046423	Rpac|RPACG00000034149.1
OG0046424	Rpac|RPACG00000034152.1
OG0046425	Rpac|RPACG00000004668.1
OG0046429	Rpac|RPACG00000021778.1
OG0046430	Rpac|RPACG00000000831.1
OG0046439	Rpac|RPACG00000002934.1
OG0046445	Rpac|RPACG00000026975.1
OG0046451	Rpac|RPACG00000000567.1
OG0046454	Rpac|RPACG00000002279.1
OG0046463	Rpac|RPACG00000013706.1
OG0046465	Rpac|RPACG00000036248.1
OG0046466	Rpac|RPACG00000013983.1
OG0046467	Rpac|RPACG00000017736.1
OG0046469	Rpac|RPACG00000002533.1
OG0046480	Rpac|RPACG00000004374.1
OG0046482	Rpac|RPACG00000025541.1
OG0046483	Rpac|RPACG00000025540.1
OG0046487	Rpac|RPACG00000028863.1
OG0046499	Rpac|RPACG00000026326.1
OG0046501	Rpac|RPACG00000029246.1
OG0046504	Rpac|RPACG00000025151.1
OG0046506	Rpac|RPACG00000012803.1
OG0046508	Rpac|RPACG00000001681.1
OG0046509	Rpac|RPACG00000001676.1
OG0046514	Rpac|RPACG00000011265.1
OG0046519	Rpac|RPACG00000011052.1
OG0046521	Rpac|RPACG00000019817.1
OG0046523	Rpac|RPACG00000028507.1
OG0046524	Rpac|RPACG00000028522.1
OG0046525	Rpac|RPACG00000012769.1
OG0046529	Rpac|RPACG00000019764.1
OG0046533	Rpac|RPACG00000020408.1
OG0046536	Rpac|RPACG00000033749.1
OG0046537	Rpac|RPACG00000033764.1
OG0046538	Rpac|RPACG00000032473.1
OG0046541	Rpac|RPACG00000014229.1
OG0046550	Rpac|RPACG00000016879.1
OG0046555	Rpac|RPACG00000001119.1
OG0046557	Rpac|RPACG00000020917.1
OG0046564	Rpac|RPACG00000026360.1
OG0046566	Rpac|RPACG00000034887.1
OG0046568	Rpac|RPACG00000021297.1
OG0046571	Rpac|RPACG00000021304.1
OG0046572	Rpac|RPACG00000021305.1
OG0046577	Rpac|RPACG00000005552.1
OG0046581	Rpac|RPACG00000025834.1
OG0046582	Rpac|RPACG00000036226.1
OG0046585	Rpac|RPACG00000028342.1
OG0046587	Rpac|RPACG00000017558.1
OG0046592	Rpac|RPACG00000004571.1
OG0046597	Rpac|RPACG00000010525.1
OG0046598	Rpac|RPACG00000010527.1
OG0046599	Rpac|RPACG00000010532.1
OG0046601	Rpac|RPACG00000007849.1
OG0046605	Rpac|RPACG00000004074.1
OG0046609	Rpac|RPACG00000013607.1
OG0046610	Rpac|RPACG00000012303.1
OG0046616	Rpac|RPACG00000023075.1
OG0046619	Rpac|RPACG00000024660.1
OG0046623	Rpac|RPACG00000015033.1
OG0046627	Rpac|RPACG00000014561.1
OG0046628	Rpac|RPACG00000014375.1
OG0046632	Rpac|RPACG00000033868.1
OG0046633	Rpac|RPACG00000017226.1
OG0046636	Rpac|RPACG00000008079.1
OG0046639	Rpac|RPACG00000005395.1
OG0046641	Rpac|RPACG00000013816.1
OG0046646	Rpac|RPACG00000030344.1
OG0046647	Rpac|RPACG00000030343.1
OG0046648	Rpac|RPACG00000033370.1
OG0046649	Rpac|RPACG00000036591.1
OG0046652	Rpac|RPACG00000035945.1
OG0046654	Rpac|RPACG00000002360.1
OG0046659	Rpac|RPACG00000013992.1
OG0046661	Rpac|RPACG00000014993.1
OG0046664	Rpac|RPACG00000019410.1
OG0046670	Rpac|RPACG00000026547.1
OG0046671	Rpac|RPACG00000031941.1
OG0046679	Rpac|RPACG00000035115.1
OG0046687	Rpac|RPACG00000036784.1
OG0046696	Rpac|RPACG00000034556.1
OG0046698	Rpac|RPACG00000012477.1
OG0046702	Rpac|RPACG00000011616.1
OG0046703	Rpac|RPACG00000026328.1
OG0046709	Rpac|RPACG00000006535.1
OG0046710	Rpac|RPACG00000006536.1
