Orthogroup	Panther_annotation
OG0023117	 NO HIT
OG0023118	 NO HIT
OG0023119	 SUBFAMILY NOT NAMED
OG0026817	 LD24340P
OG0026821	 NO HIT
OG0026823	 NO HIT
OG0026826	 NO HIT
OG0026827	 EGF-LIKE-DOMAIN MULTIPLE 7
OG0026832	 NO HIT
OG0026834	 NO HIT
OG0026837	 SUBFAMILY NOT NAMED
OG0026838	 PROTEIN BARK BEETLE
OG0026840	 NO HIT
OG0026841	 NO HIT
OG0026842	 NO HIT
OG0026843	 NO HIT
OG0026844	 A-TYPE INCLUSION PROTEIN PUTATIVE-RELATED
OG0026845	 NO HIT
OG0026846	 PROTEIN DIAPHANOUS
OG0026848	 NO HIT
OG0026850	 MAP/MICROTUBULE AFFINITY-REGULATING KINASE
OG0026853	 CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR 4
OG0026855	 NO HIT
OG0026858	 NO HIT
OG0026859	 ZINC FINGER PROTEIN
OG0026862	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0026863	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0026864	 NO HIT
OG0026865	 SUBFAMILY NOT NAMED
OG0026866	 NO HIT
OG0026867	 COLLAGEN TYPE VI ALPHA 4A
OG0026868	 NO HIT
OG0026869	 NO HIT
OG0026870	 HEAT SHOCK TRANSCRIPTION FACTOR
OG0026871	 KRUEPPEL-LIKE FACTOR 5
OG0026874	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0026875	 NO HIT
OG0026876	 NO HIT
OG0026878	 NO HIT
OG0026880	 TRANSCRIPTIONAL REPRESSOR CTCFL-RELATED
OG0026881	 NO HIT
OG0026884	 NO HIT
OG0026886	 NO HIT
OG0026887	 RE42927P-RELATED
OG0026888	 NO HIT
OG0026889	 AXON STEERING DEFECT
OG0026891	 ZINC FINGER PROTEIN 316-RELATED
OG0026892	 NO HIT
OG0026893	 ZINC FINGER PROTEIN 977
OG0026896	 EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED
OG0026897	 SUBFAMILY NOT NAMED
OG0026898	 NO HIT
OG0026899	 SUBFAMILY NOT NAMED
OG0026900	 NO HIT
OG0026901	 G-PROTEIN COUPLED RECEPTOR
OG0026902	 NO HIT
OG0026903	 NO HIT
OG0026906	 TRANSCRIPTION FACTOR RFX4
OG0026909	 PROTEIN CBG16847
OG0026910	 NO HIT
OG0026911	 CKII-ALPHA SUBUNIT INTERACTOR-1-RELATED
OG0026912	 POLYCYSTIN FAMILY MEMBER
OG0026914	 NO HIT
OG0026915	 ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN
OG0026916	 NO HIT
OG0026917	 OS10G0105400 PROTEIN
OG0026919	 MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
OG0026920	 RIKEN CDNA 4930467E23 GENE-RELATED
OG0026921	 NO HIT
OG0026922	 DUMPY: SHORTER THAN WILD-TYPE
OG0026923	 NO HIT
OG0026924	 SUBFAMILY NOT NAMED
OG0026925	 STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2
OG0026926	 PROTEIN CBG12054-RELATED
OG0026927	 PROTEIN CBG12054-RELATED
OG0026928	 DESTABILASE-RELATED
OG0026929	 NO HIT
OG0026930	 SERINE PROTEASE INHIBITOR SERPIN
OG0026931	 SUBFAMILY NOT NAMED
OG0026934	 NO HIT
OG0026937	 VERSICAN CORE PROTEIN
OG0026938	 NO HIT
OG0026939	 SUBFAMILY NOT NAMED
OG0026940	 NO HIT
OG0026941	 NO HIT
OG0026942	 NO HIT
OG0026943	 FOS TRANSCRIPTION FACTOR-RELATED
OG0026944	 NO HIT
OG0026946	 CASEIN KINASE I ISOFORM ALPHA
OG0026948	 NO HIT
OG0026950	 NO HIT
OG0026954	 MOLTING PROTEIN MLT-4
OG0026955	 NO HIT
OG0026956	 NO HIT
OG0026957	 PROTEIN CED-11
OG0026958	 NO HIT
OG0026959	 NO HIT
OG0026960	 NO HIT
OG0026961	 NO HIT
OG0026962	 SUBFAMILY NOT NAMED
OG0026965	 SUBFAMILY NOT NAMED
OG0026966	 NO HIT
OG0026968	 ZINC FINGER PROTEIN 501
OG0026969	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL TRPM
OG0026970	 SUBFAMILY NOT NAMED
OG0026971	 NO HIT
OG0026972	 SOLUTE CARRIER FAMILY 13 MEMBER
OG0026973	 NO HIT
OG0026974	 NO HIT
OG0026975	 NO HIT
OG0026976	 NO HIT
OG0026977	 NO HIT
OG0026979	 VENOM ALLERGEN 5-LIKE PROTEIN
OG0026981	 INTERLEUKIN CYTOKINE RECEPTOR-RELATED PROTEIN 1
OG0026982	 CYTOGLOBIN
OG0026983	 ADRENERGIC RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR
OG0026986	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0026988	 NO HIT
OG0026989	 NO HIT
OG0026990	 FAMILY NOT NAMED
OG0026991	 NO HIT
OG0026994	 NO HIT
OG0026996	 ENTEROPEPTIDASE
OG0026997	 TRANSMEMBRANE PROTEIN DDB_G0267530-RELATED
OG0026998	 G-PROTEIN COUPLED RECEPTOR 135
OG0026999	 BONUS ISOFORM C-RELATED
OG0027001	 NO HIT
OG0027002	 NO HIT
OG0027003	 PROTEIN EVA-1
OG0027004	 SUBFAMILY NOT NAMED
OG0027005	 FAMILY NOT NAMED
OG0027007	 NO HIT
OG0027010	 NO HIT
OG0027011	 NO HIT
OG0027012	 NO HIT
OG0027014	 NO HIT
OG0027015	 ETS DNA-BINDING PROTEIN POKKURI
OG0027016	 SUBFAMILY NOT NAMED
OG0027019	 NO HIT
OG0027020	 NO HIT
OG0027021	 NO HIT
OG0027023	 NO HIT
OG0027024	 NO HIT
OG0027026	 KUNITZ-TYPE PROTEASE INHIBITOR-RELATED
OG0027027	 NO HIT
OG0027028	 NO HIT
OG0027030	 NO HIT
OG0027031	 SUBFAMILY NOT NAMED
OG0027033	 OVOCHYMASE-2
OG0027034	 NO HIT
OG0027036	 IP22168P
OG0027037	 RGD1565685 PROTEIN
OG0027040	 T-CELL SURFACE GLYCOPROTEIN CD4
OG0027041	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0027045	 NO HIT
OG0027046	 NO HIT
OG0027047	 NO HIT
OG0027048	 NO HIT
OG0027049	 ZINC FINGER AND BTB DOMAIN-CONTAINING
OG0027050	 TESTIS-EXPRESSED PROTEIN 15
OG0027051	 NO HIT
OG0027052	 POLYCYSTIC KIDNEY DISEASE 1A-RELATED
OG0027053	 PROTEIN LIAT1
OG0027055	 CYSTEINE RICH WITH EGF (EGF) LIKE DOMAINS HOMOLOG
OG0027056	 CASPASE-RELATED
OG0027058	 LEUCINE-RICH REPEAT PROTEIN SOC-2 HOMOLOG-LIKE PROTEIN
OG0027059	 PROTEIN LIN-12
OG0027060	 NO HIT
OG0027061	 NO HIT
OG0027062	 NO HIT
OG0027066	 MYOTROPHIN
OG0027067	 RE52086P
OG0027069	 NO HIT
OG0027070	 NO HIT
OG0027071	 MUCIN 4-RELATED
OG0027072	 Q50 PAIRED-LIKE HOMEODOMAIN TRANSCRIPTION FACTOR
OG0027074	 NO HIT
OG0027075	 NO HIT
OG0027077	 HISTONE H1-LIKE
OG0027079	 NO HIT
OG0027080	 CRIMPLED
OG0027081	 NO HIT
OG0027085	 NO HIT
OG0027086	 ZINC FINGER PROTEIN
OG0027087	 NO HIT
OG0027091	 FI23536P1
OG0027094	 ANKYRIN REPEAT AND SOCS BOX PROTEIN 17
OG0027095	 RGD1565685 PROTEIN
OG0027099	 ZINC FINGER PROTEIN 771
OG0027100	 NO HIT
OG0027102	 SERINE/THREONINE-PROTEIN KINASE PLK4
OG0027103	 ZINC FINGER PROTEIN
OG0027104	 SUBFAMILY NOT NAMED
OG0027105	 NO HIT
OG0027107	 NO HIT
OG0027108	 NO HIT
OG0027109	 OS12G0130800 PROTEIN
OG0027110	 FIBROUS SHEATH CABYR-BINDING PROTEIN
OG0027111	 NO HIT
OG0027112	 SUBFAMILY NOT NAMED
OG0027116	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN
OG0027117	 NO HIT
OG0027120	 MONOCARBOXYLATE TRANSPORTER
OG0027121	 NO HIT
OG0027122	 NO HIT
OG0027124	 NO HIT
OG0027126	 NO HIT
OG0027127	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0027128	 NO HIT
OG0027129	 UNCHARACTERIZED
OG0027130	 NO HIT
OG0027132	 NO HIT
OG0027134	 MUCIN 4-RELATED
OG0027135	 NO HIT
OG0027136	 NO HIT
OG0027139	 NO HIT
OG0027140	 ZINC FINGER PROTEIN WECKLE
OG0027141	 NO HIT
OG0027142	 NO HIT
OG0027143	 PURPLE ACID PHOSPHATASE
OG0027144	 PETER PAN-RELATED
OG0027146	 NO HIT
OG0027148	 NO HIT
OG0027149	 GUANYLATE CYCLASE
OG0027150	 NO HIT
OG0027151	 ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 3
OG0027152	 E3 UBIQUITIN-PROTEIN LIGASE NHLRC1-RELATED
OG0027154	 NO HIT
OG0027155	 CELLULAR NUCLEIC ACID-BINDING PROTEIN
OG0027156	 TRIPARTITE MOTIF-CONTAINING PROTEIN 3-LIKE
OG0027157	 PROTEIN CBG12054-RELATED
OG0027159	 NO HIT
OG0027160	 CONE-ROD HOMEOBOX PROTEIN
OG0027161	 GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2
OG0027162	 ZINC FINGER PROTEIN
OG0027163	 NO HIT
OG0027165	 FAMILY NOT NAMED
OG0027166	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B
OG0027169	 PROTEIN LIN-12
OG0027170	 NO HIT
OG0027172	 NO HIT
OG0027174	 DELTEX-RELATED
OG0027175	 NO HIT
OG0027177	 ATP-BINDING CASSETTE TRANSPORTER SUBFAMILY A ABCA
OG0027180	 NO HIT
OG0027181	 NO HIT
OG0027182	 NO HIT
OG0027183	 NO HIT
OG0027184	 FAMILY NOT NAMED
OG0027185	 LD08906P-RELATED
OG0027187	 NG5
OG0027189	 OS07G0415500 PROTEIN
OG0027191	 NO HIT
OG0027195	 ATP-DEPENDENT DNA HELICASE
OG0027196	 NO HIT
OG0027197	 SUBFAMILY NOT NAMED
OG0027199	 NO HIT
OG0027200	 OS04G0438101 PROTEIN
OG0027201	 TRANSCRIPTION FACTOR GATA FAMILY MEMBER
OG0027202	 ZINC FINGER PROTEIN ZIC AND GLI
OG0027206	 P17/29C-LIKE PROTEIN DDB_G0287399
OG0027207	 NO HIT
OG0027208	 TUMOR NECROSIS FACTOR FAMILY MEMBER
OG0027209	 NO HIT
OG0027210	 TESTIS-EXPRESSED PROTEIN 264
OG0027213	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0027214	 SYNAPTIC VESICLE MEMBRANE PROTEIN VAT-1 HOMOLOG-LIKE
OG0027215	 NO HIT
OG0027216	 NO HIT
OG0027217	 NO HIT
OG0027218	 NO HIT
OG0027219	 MELATONIN RECEPTOR TYPE 1A-LIKE ISOFORM X2
OG0027221	 PROTEIN UNC-93 HOMOLOG A
OG0027223	 NO HIT
OG0027226	 SUBFAMILY NOT NAMED
OG0027227	 IP08657P-RELATED
OG0027229	 PROTEIN CBG04600
OG0027231	 NO HIT
OG0027232	 PEPTIDOGLYCAN RECOGNITION PROTEIN
OG0027233	 SOX21A ISOFORM B-RELATED
OG0027234	 SERPIN A12
OG0027235	 NO HIT
OG0027236	 NO HIT
OG0027237	 TRANSCRIPTION FACTOR MAF
OG0027238	 SI:DKEY-19B23.12-RELATED
OG0027239	 NO HIT
OG0027240	 NO HIT
OG0027242	 SUBFAMILY NOT NAMED
OG0027243	 NO HIT
OG0027244	 SI:CH1073-291C23.2
OG0027248	 NO HIT
OG0027249	 NO HIT
OG0027250	 FI02047P-RELATED
OG0027252	 NO HIT
OG0027253	 NO HIT
OG0027254	 CALMODULIN
OG0027255	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0027256	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0027257	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0027258	 SUBFAMILY NOT NAMED
OG0027259	 NO HIT
OG0027262	 SI:DKEY-1J5.4
OG0027263	 NO HIT
OG0027265	 DNAJ DOMAIN (PROKARYOTIC HEAT SHOCK PROTEIN)-RELATED
OG0027266	 NO HIT
OG0027267	 NO HIT
OG0027268	 NO HIT
OG0027269	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0027270	 NO HIT
OG0027272	 CELL FATE DETERMINING PROTEIN MAB21-RELATED
OG0027273	 NO HIT
OG0027274	 NO HIT
OG0027275	 INTERFERON-INDUCIBLE GTPASE
OG0027276	 NO HIT
OG0027278	 PROTEIN DIAPHANOUS
OG0027281	 NO HIT
OG0027285	 SUBFAMILY NOT NAMED
OG0027286	 RING-H2 FINGER PROTEIN ATL64
OG0027287	 NO HIT
OG0027288	 NO HIT
OG0027291	 NO HIT
OG0027292	 NO HIT
OG0027293	 HOMEOBOX PROTEIN ROUGH-RELATED
OG0027294	 NO HIT
OG0027295	 NO HIT
OG0027296	 NO HIT
OG0027297	 NO HIT
OG0027299	 NO HIT
OG0027300	 SHISA
OG0027301	 NO HIT
OG0027302	 MEMBRANE-SPANNING 4-DOMAINS SUBFAMILY A MS4A -RELATED
OG0027303	 ZINC FINGER PROTEIN 410
OG0027304	 NO HIT
OG0027305	 NO HIT
OG0027306	 ZINC FINGER PROTEIN 615
OG0027307	 PROLINE-RICH PROTEIN 7
OG0027308	 PEPTIDASE M20 DOMAIN-CONTAINING PROTEIN 2
OG0027309	 METHYLTRANSFERASE-LIKE PROTEIN 27
OG0027310	 SUBFAMILY NOT NAMED
OG0027311	 NO HIT
OG0027312	 NO HIT
OG0027313	 NO HIT
OG0027314	 KP78A-RELATED
OG0027315	 TRANSFORMING GROWTH FACTOR ALPHA
OG0027316	 COAGULATION FACTOR
OG0027319	 IRE1-RELATED
OG0027321	 SPINDLE ASSEMBLY ABNORMAL PROTEIN 6 HOMOLOG
OG0027323	 SUBFAMILY NOT NAMED
OG0027324	 NO HIT
OG0027326	 SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 15
OG0027327	 NO HIT
OG0027328	 NO HIT
OG0027330	 HISTONE H1.1-RELATED
OG0027332	 NO HIT
OG0027334	 NO HIT
OG0027335	 NO HIT
OG0027336	 MITOGEN-ACTIVATED PROTEIN KINASE 4
OG0027337	 SULFITE REDUCTASE
OG0027338	 NO HIT
OG0027339	 NO HIT
OG0027340	 NINJURIN-RELATED
OG0027341	 LEUCINE-RICH REPEAT-CONTAINING PROTEIN 4C
OG0027342	 NO HIT
OG0027344	 ORGANIC ANION TRANSPORTER
OG0027345	 PUTATIVE EXPRESSED-RELATED
OG0027346	 PROTEIN CBG11402
OG0027348	 MULTIPLE EPIDERMAL GROWTH FACTOR-LIKE DOMAINS PROTEIN
OG0027349	 FATTY ACID SYNTHASE
OG0027350	 AGAP001779-PB
OG0027353	 SUBFAMILY NOT NAMED
OG0027354	 ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 13
OG0027358	 IG(IMMUNOGLOBULIN) AND LRR(LEUCINE RICH REPEAT) DOMAINS
OG0027359	 SUBFAMILY NOT NAMED
OG0027360	 NO HIT
OG0027361	 NO HIT
OG0027362	 NO HIT
OG0027363	 PROTEIN AF1Q
OG0027364	 ANKYRIN REPEAT PROTEIN
OG0027365	 NO HIT
OG0027366	 NO HIT
OG0027369	 SUBFAMILY NOT NAMED
OG0027370	 MUSCLE-SPECIFIC HOMEOBOX PROTEIN TINMAN-RELATED
OG0027371	 MUSCLE-SPECIFIC HOMEOBOX PROTEIN TINMAN-RELATED
OG0027372	 SUBFAMILY NOT NAMED
OG0027373	 NO HIT
OG0027374	 NO HIT
OG0027375	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0027376	 NO HIT
OG0027377	 NO HIT
OG0027378	 SERINE/THREONINE-PROTEIN KINASE AURORA-3
OG0027379	 NO HIT
OG0027380	 NO HIT
OG0027381	 SI:CH73-221F6.4-RELATED
OG0027383	 TRANSCRIPTION TERMINATION FACTOR 1
OG0027385	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0027386	 NO HIT
OG0027388	 NO HIT
OG0027389	 NO HIT
OG0027391	 NO HIT
OG0027392	 NO HIT
OG0027394	 NO HIT
OG0027395	 CHROMOSOME 12 ORF 43 HOMOLOG
OG0027397	 PROTEIN KRUEPPEL
OG0027398	 FAMILY NOT NAMED
OG0027399	 NO HIT
OG0027400	 FAMILY NOT NAMED
OG0027401	 SUBFAMILY NOT NAMED
OG0027402	 NO HIT
OG0027403	 TNFAIP3-INTERACTING PROTEIN COILED COIL FAMILY MEMBER
OG0027406	 NO HIT
OG0027407	 NO HIT
OG0027409	 GEO13458P1
OG0027410	 UNCHARACTERIZED
OG0027411	 NO HIT
OG0027416	 NO HIT
OG0027417	 NO HIT
OG0027418	 NO HIT
OG0027419	 MITOCHONDRIAL ANTIVIRAL-SIGNALING PROTEIN
OG0027420	 NO HIT
OG0027421	 NO HIT
OG0027423	 NO HIT
OG0027424	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0027425	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0027427	 NO HIT
OG0027428	 TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 22-RELATED
OG0027429	 NO HIT
OG0027430	 NO HIT
OG0027431	 SUBFAMILY NOT NAMED
OG0027432	 NO HIT
OG0027433	 CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 2-RELATED
OG0027434	 NO HIT
OG0027439	 BETA-1 3-GALACTOSYLTRANSFERASE BRN
OG0027440	 LD40489P
OG0027442	 DORSAL-VENTRAL PATTERNING PROTEIN TOLLOID-RELATED-RELATED
OG0027443	 NO HIT
OG0027444	 PROTEIN LIN-12
OG0027445	 PROTEIN LIN-12
OG0027446	 NO HIT
OG0027447	 NETRIN RECEPTOR UNC5
OG0027449	 SUBFAMILY NOT NAMED
OG0027451	 ZINC FINGER AND BTB DOMAIN-CONTAINING
OG0027452	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0027453	 SUBFAMILY NOT NAMED
OG0027454	 NO HIT
OG0027456	 NO HIT
OG0027458	 WRAPPER/REGA-1/KLINGON HOMOLOG
OG0027460	 NO HIT
OG0027464	 SUBFAMILY NOT NAMED
OG0027465	 SUBFAMILY NOT NAMED
OG0027466	 RETINAL HOMEOBOX PROTEIN RX1
OG0027467	 TRANSMEMBRANE PROTEIN 154
OG0027468	 TRNA (GUANINE-N-7) METHYLTRANSFERASE
OG0027469	 SUBFAMILY NOT NAMED
OG0027470	 NO HIT
OG0027472	 PROTEIN CBG06927
OG0027473	 NO HIT
OG0027475	 GLYCOSYLTRANSFERASE FAMILY 92 PROTEIN
OG0027476	 LONG-CHAIN-FATTY-ACID--COA LIGASE
OG0027477	 CONCENTRATIVE NUCLEOSIDE TRANSPORTER 1-RELATED
OG0027478	 SUBFAMILY NOT NAMED
OG0027480	 COLLECTIN-46-LIKE
OG0027481	 PROTEIN CBG16847
OG0027482	 ANGIOPOIETIN-4
OG0027483	 NO HIT
OG0027485	 SHAW-LIKE ISOFORM C
OG0027486	 PROTEIN CBG12054
OG0027487	 LD23292P
OG0027490	 OS10G0105400 PROTEIN
OG0027491	 SUBFAMILY NOT NAMED
OG0027492	 SUBFAMILY NOT NAMED
OG0027495	 NO HIT
OG0027496	 PRO-THYROTROPIN-RELEASING HORMONE
OG0027497	 NO HIT
OG0027499	 NO HIT
OG0027500	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0027501	 SUBFAMILY NOT NAMED
OG0027502	 NO HIT
OG0027504	 NO HIT
OG0027505	 SUBFAMILY NOT NAMED
OG0027506	 PROTEIN CBG12054-RELATED
OG0027508	 NO HIT
OG0033425	 NO HIT
OG0033426	 SUBFAMILY NOT NAMED
OG0033427	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN-RELATED
OG0033428	 NO HIT
OG0033429	 HIGH MOBILITY GROUP PROTEINS HMG-A AND C
OG0033431	 SUBFAMILY NOT NAMED
OG0033432	 SUBFAMILY NOT NAMED
OG0033433	 NO HIT
OG0033435	 CLIP-ASSOCIATING PROTEIN 2
OG0033436	 NO HIT
OG0033438	 MAB-21 DOMAIN CONTAINING 2
OG0033440	 NO HIT
OG0033441	 NO HIT
OG0033443	 SUBFAMILY NOT NAMED
OG0033445	 NO HIT
OG0033450	 NO HIT
OG0033451	 NO HIT
OG0033453	 FMRFAMIDE-RELATED PEPTIDES
OG0033454	 SUBFAMILY NOT NAMED
OG0033455	 ZGC:194887
OG0033456	 NO HIT
OG0033457	 SUBFAMILY NOT NAMED
OG0033461	 NO HIT
OG0033462	 NO HIT
OG0033464	 SUBFAMILY NOT NAMED
OG0033465	 BARRIER TO AUTOINTEGRATION FACTOR 2
OG0033469	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN
OG0033470	 NO HIT
OG0033471	 NO HIT
OG0033472	 NO HIT
OG0033473	 NO HIT
OG0033475	 URINARY PROTEIN RUP /ACROSOMAL PROTEIN SP-10
OG0033476	 NO HIT
OG0033477	 NO HIT
OG0033478	 SUBFAMILY NOT NAMED
OG0033479	 NO HIT
OG0033480	 NO HIT
OG0033482	 NO HIT
OG0033485	 NO HIT
OG0033487	 NO HIT
OG0033488	 PROTEIN SPRINT
OG0033489	 SUBFAMILY NOT NAMED
OG0033490	 NO HIT
OG0033491	 NO HIT
OG0033493	 PROTEIN KINASE SUPERFAMILY PROTEIN
OG0033494	 GH14950P-RELATED
OG0033496	 NO HIT
OG0033498	 NO HIT
OG0033499	 NO HIT
OG0033500	 NO HIT
OG0033501	 NO HIT
OG0033502	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0033504	 NO HIT
OG0033506	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0033507	 NO HIT
OG0033510	 SUBFAMILY NOT NAMED
OG0033511	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0033512	 NO HIT
OG0033514	 NO HIT
OG0033516	 NO HIT
OG0033517	 NO HIT
OG0033518	 SOLUTE CARRIER FAMILY 23 MEMBER 2
OG0033519	 NO HIT
OG0033521	 WNT INHIBITORY FACTOR 1
OG0033523	 NO HIT
OG0033525	 NO HIT
OG0033528	 NO HIT
OG0033529	 PROTEIN CBG26950
OG0033531	 SERINE/ARGININE REGULATED NUCLEAR MATRIX PROTEIN
OG0033532	 NO HIT
OG0033533	 NO HIT
OG0033534	 NO HIT
OG0033536	 TRIPARTITE MOTIF-CONTAINING PROTEIN 59
OG0033537	 NECTIN-RELATED
OG0033538	 SIALIC ACID BINDING IMMUNOGLOBULIN-LIKE LECTIN
OG0033539	 NO HIT
OG0033541	 NO HIT
OG0033542	 ZINC FINGER PROTEIN 770
OG0033543	 ZINC FINGER PROTEIN 977
OG0033545	 TRANSCRIPTION FACTOR MAFG
OG0033546	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0033547	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0033548	 PHOSPHOINOSITIDE-3-KINASE-INTERACTING PROTEIN 1-RELATED
OG0033550	 SUBFAMILY NOT NAMED
OG0033552	 BNAA04G12000D PROTEIN
OG0033553	 NO HIT
OG0033554	 CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 2
OG0033560	 NO HIT
OG0033562	 NO HIT
OG0033563	 NO HIT
OG0033564	 SUBFAMILY NOT NAMED
OG0033565	 NO HIT
OG0033566	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0033568	 SUBFAMILY NOT NAMED
OG0033570	 NO HIT
OG0033571	 PROTEIN LIN-12
OG0033572	 SHISA
OG0033573	 NO HIT
OG0033575	 NO HIT
OG0033577	 DESMOGLEIN FAMILY MEMBER
OG0033578	 CHROMOSOME 11 OPEN READING FRAME 24
OG0033579	 NO HIT
OG0033580	 NO HIT
OG0033581	 NO HIT
OG0033582	 OS11G0198900 PROTEIN
OG0033583	 NO HIT
OG0033584	 NO HIT
OG0033590	 NO HIT
OG0033591	 NO HIT
OG0033592	 BETA4GALNACTA
OG0033593	 PROTEIN CED-11
OG0033594	 NO HIT
OG0033595	 NO HIT
OG0033596	 SUBFAMILY NOT NAMED
OG0033597	 PROTON CHANNEL OTOP
OG0033598	 NO HIT
OG0033600	 NO HIT
OG0033602	 NO HIT
OG0033603	 PHD ZINC FINGER-CONTAINING PROTEIN-RELATED
OG0033604	 NO HIT
OG0033606	 NO HIT
OG0033608	 SUBFAMILY NOT NAMED
OG0033610	 PROTEIN I'M NOT DEAD YET-RELATED
OG0033611	 NO HIT
OG0033613	 NO HIT
OG0033615	 NO HIT
OG0033619	 SOX TRANSCRIPTION FACTOR
OG0033620	 NO HIT
OG0033621	 NO HIT
OG0033622	 NO HIT
OG0033624	 NO HIT
OG0033625	 NO HIT
OG0033626	 NO HIT
OG0033627	 STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2
OG0033628	 RAD54-LIKE
OG0033631	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0033632	 NO HIT
OG0033634	 PROTEIN PUTATIVE-RELATED
OG0033636	 ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN
OG0033637	 FAMILY NOT NAMED
OG0033638	 ATILLA ISOFORM B-RELATED-RELATED
OG0033639	 NO HIT
OG0033640	 NO HIT
OG0033641	 NO HIT
OG0033642	 NO HIT
OG0033643	 NO HIT
OG0033645	 SUBFAMILY NOT NAMED
OG0033646	 NO HIT
OG0033647	 OVOCHYMASE-2
OG0033648	 NO HIT
OG0033651	 3-OXO-5-ALPHA-STEROID 4-DEHYDROGENASE
OG0033652	 NO HIT
OG0033653	 NO HIT
OG0033655	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0033658	 ATRIAL NATRIURETIC PEPTIDE RECEPTOR 1
OG0033659	 NO HIT
OG0033660	 NO HIT
OG0033661	 NO HIT
OG0033663	 NO HIT
OG0033665	 NO HIT
OG0033666	 NO HIT
OG0033667	 SUBFAMILY NOT NAMED
OG0033668	 NO HIT
OG0033670	 PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE
OG0033672	 FAMILY NOT NAMED
OG0033673	 NO HIT
OG0033674	 NUCLEOLAR AND COILED-BODY PHOSPHOPROTEIN 1
OG0033675	 SUBFAMILY NOT NAMED
OG0033676	 NO HIT
OG0033677	 NO HIT
OG0033678	 NO HIT
OG0033679	 NO HIT
OG0033681	 ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN
OG0033683	 NO HIT
OG0033684	 NO HIT
OG0033685	 NO HIT
OG0033686	 TYROSINE-PROTEIN KINASE
OG0033687	 NO HIT
OG0033689	 CYTOCHROME B561/FERRIC REDUCTASE TRANSMEMBRANE
OG0033691	 NO HIT
OG0033692	 GH10160P
OG0033693	 NO HIT
OG0033695	 NO HIT
OG0033696	 NO HIT
OG0033697	 SPERIOLIN-BINDING FACTOR
OG0033698	 NO HIT
OG0033700	 NO HIT
OG0033701	 PROTEIN KINASE SUPERFAMILY PROTEIN
OG0033702	 NO HIT
OG0033703	 NO HIT
OG0033705	 NO HIT
OG0033706	 UNCHARACTERIZED
