Orthogroup	Panther_annotation
OG0025746	 PROTEIN EURL HOMOLOG
OG0025757	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0025885	 SEPTIN-4
OG0025915	 UNCHARACTERIZED
OG0025918	 EXONUCLEASE PHAGE-TYPE/RECB C-TERMINAL DOMAIN-CONTAINING PROTEIN
OG0025939	 UNCHARACTERIZED
OG0025940	 KETOACID-COENZYME A TRANSFERASE
OG0025982	 GUANYLATE CYCLASE 2G
OG0025994	 LAMININ G-LIKE DOMAIN-CONTAINING PROTEIN
OG0026000	
OG0026027	 NO HIT
OG0026194	 MEMBRANE METALLO-ENDOPEPTIDASE-LIKE 1
OG0026196	 FI09734P-RELATED
OG0026219	 ATP-BINDING CASSETTE SUB-FAMILY A MEMBER 7
OG0026248	 GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-LIKE
OG0026250	 EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE EIF2-ALPHA KINASE -RELATED
OG0026268	 NOTCH LIGAND FAMILY MEMBER
OG0026271	 NO HIT
OG0026288	 TRANSPOSASE-RELATED
OG0026323	
OG0026325	 EXTRACELLULAR MATRIX PROTEIN A-RELATED
OG0026327	 TYROSINE-PROTEIN KINASE SHARK
OG0026332	
OG0026470	
OG0026497	 EGF-LIKE-DOMAIN MULTIPLE 7 8
OG0026702	 HEART DEVELOPMENT PROTEIN WITH EGF-LIKE DOMAINS 1
OG0026729	
OG0026778	
OG0026780	 ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY DOMAIN-CONTAINING PROTEIN 1
OG0026803	 UNCHARACTERIZED
OG0027595	 DNAH12 ISOFORM 2
OG0027610	 NO HIT
OG0027721	 PROTEIN FAM10A5-RELATED
OG0027894	 RECEPTOR PROTEIN KINASE ZMPK1-RELATED
OG0027942	 NO HIT
OG0028013	 PLANT UBX DOMAIN-CONTAINING PROTEIN 10
OG0028030	 TENASCIN-N
OG0028110	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA5 ISOFORM B
OG0028113	 DIPEPTIDYL PEPTIDASE 9
OG0028116	 NO HIT
OG0028135	 TYROSINE-PROTEIN PHOSPHATASE
OG0028139	 PROTEIN LIN-12
OG0028141	 SUBFAMILY NOT NAMED
OG0028155	 HISTONE ACETYLTRANSFERASE P300
OG0028186	 CALMODULIN
OG0028196	 NOTCH 3
OG0028202	 SUBFAMILY NOT NAMED
OG0028208	 .
OG0028219	 GUANYLATE CYCLASE
OG0028240	 ZINC FINGER PROTEIN 774
OG0028246	 ACETYLCHOLINE RECEPTOR SUBUNIT BETA-LIKE 2
OG0028273	 POLYCYSTIN FAMILY MEMBER
OG0028543	
OG0028586	
OG0029393	 SYNAPTONEMAL COMPLEX PROTEIN 3
OG0029454	 NO HIT
OG0029492	 SODIUM/HYDROGEN EXCHANGER 7
OG0029510	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0029620	
OG0029692	
OG0029801	 DESMOGLEIN FAMILY MEMBER
OG0029879	
OG0029897	
OG0029917	 COAGULATION FACTOR V
OG0029932	
OG0029943	
OG0029949	 OS10G0105400 PROTEIN
OG0029958	 NO HIT
OG0029973	
OG0030110	 PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)
OG0030138	
OG0030286	
OG0030331	 NO HIT
OG0030470	
OG0030516	 SUBFAMILY NOT NAMED
OG0030604	 ECHINODERM MICROTUBULE-ASSOCIATED PROTEIN-LIKE 4
OG0030609	 GLYCOSYLTRANSFERASE 14 FAMILY MEMBER
OG0030631	
OG0030742	 AGAP011099-PA
OG0030814	 BNAA01G22700D PROTEIN
OG0030908	
OG0030972	
OG0030983	 PYRUVATE KINASE
OG0031010	 SUBFAMILY NOT NAMED
OG0031060	 NO HIT
OG0031096	 GLYCOSAMINOGLYCAN XYLOSYLKINASE
OG0031184	 ZGC:195170
OG0031195	 VESICLE-ASSOCIATED MEMBRANE PROTEIN-ASSOCIATED PROTEIN A
OG0031310	 HEART DEVELOPMENT PROTEIN WITH EGF-LIKE DOMAINS 1
OG0031328	 NO HIT
OG0031356	 5-HYDROXYTRYPTAMINE RECEPTOR 3C
OG0031365	 SUBFAMILY NOT NAMED
OG0031371	 NO HIT
OG0031433	 ADENOSYLHOMOCYSTEINASE
OG0031434	 WD REPEAT-CONTAINING PROTEIN 7
OG0031438	 HYDROXYACID OXIDASE 1
OG0031442	 TRANSLATION FACTOR GUF1 HOMOLOG MITOCHONDRIAL
OG0031529	 TYROSINE-PROTEIN KINASE RECEPTOR
OG0031577	 52 KDA REPRESSOR OF THE INHIBITOR OF THE PROTEIN KINASE-LIKE PROTEIN
OG0031611	 ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-TYPE ACR-16
OG0031648	 NO HIT
OG0031737	 NO HIT
OG0031820	 NO HIT
OG0031867	 NEUROBLASTOMA-AMPLIFIED SEQUENCE
OG0031875	 PHOSPHATIDYLCHOLINE TRANSLOCATOR ABCB4
OG0031878	 HILLARIN
OG0031967	 [PROTEIN ADP-RIBOSYLARGININE] HYDROLASE
OG0031988	
OG0031999	
OG0032067	 NO HIT
OG0032092	 SUBFAMILY NOT NAMED
OG0032116	 LYMPHOID-SPECIFIC HELICASE
OG0032467	 FMRFAMIDE RECEPTOR
OG0032516	 SODIUM/NUCLEOSIDE COTRANSPORTER 1
OG0032561	
OG0032876	
OG0032896	 HIGH AFFINITY CGMP-SPECIFIC 3' 5'-CYCLIC PHOSPHODIESTERASE 9A
OG0032913	
OG0032929	 CHYMOTRYPSIN-ELASTASE INHIBITOR IXODIDIN-LIKE PROTEIN
OG0033094	 ZINC FINGER PROTEIN USH
OG0033118	 PROTEIN LIN-12
OG0033384	 PROTEIN CBG17025
OG0034510	 SUBFAMILY NOT NAMED
OG0034570	
OG0034606	
OG0034821	
OG0034883	 SUBFAMILY NOT NAMED
OG0034945	 NO HIT
OG0035173	 GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2
OG0035261	 CONSERVED OLIGOMERIC GOLGI COMPLEX COMPONENT 7
OG0035302	 KINESIN-LIKE PROTEIN
OG0035344	 SUBFAMILY NOT NAMED
OG0035364	 NO HIT
OG0035500	 SACSIN
OG0035553	 METALLOENDOPEPTIDASE
OG0035554	 SACSIN
OG0035571	
OG0035577	 DYNEIN AXONEMAL HEAVY CHAIN 1
OG0035584	 GAMMA-TUBULIN COMPLEX COMPONENT 2
OG0035607	 NO HIT
OG0035629	 TRANSFORMING GROWTH FACTOR ALPHA
OG0035654	 NO HIT
OG0035699	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED
OG0035750	 NO HIT
OG0035808	 NO HIT
OG0035822	 NO HIT
OG0035898	 GUANYLATE CYCLASE
OG0035917	 NO HIT
OG0035921	 ACETYLCHOLINE RECEPTOR SUBUNIT GAMMA
OG0035937	 ASPARAGINE SYNTHETASE DOMAIN-CONTAINING PROTEIN 1
OG0036399	
OG0037931	 OS10G0105400 PROTEIN
OG0038138	 CHYMOTRYPSIN-RELATED
OG0038185	 ORGANIC ANION TRANSPORTER
OG0038295	 RPE-SPONDIN
OG0038402	
OG0038703	
OG0038711	 GLOBAL TRANSCRIPTION ACTIVATOR SNF2L1-RELATED
OG0038744	 NO HIT
OG0038756	 PLASMA MEMBRANE CALCIUM-TRANSPORTING ATPASE 3
OG0038778	
OG0039190	
OG0039322	 HEAVY METAL-ASSOCIATED DOMAIN HMA-RELATED
OG0039360	 28S RRNA (CYTOSINE(4447)-C(5))-METHYLTRANSFERASE-RELATED
OG0039497	
OG0039615	
OG0040192	 NO HIT
OG0040435	 SUBFAMILY NOT NAMED
OG0040559	 SUBFAMILY NOT NAMED
OG0040689	 NO HIT
OG0040690	
OG0040814	 SUBFAMILY NOT NAMED
OG0040865	 NO HIT
OG0040897	 FAMILY NOT NAMED
OG0041058	
OG0041082	
OG0041170	 INACTIVE RHOMBOID PROTEIN 2
OG0041373	 NO HIT
OG0041545	
OG0041759	
OG0042008	 KELCH-LIKE PROTEIN 41
OG0042017	
OG0042131	 GH10714P-RELATED
OG0042157	
OG0042250	 SUBFAMILY NOT NAMED
OG0042321	 POLYCYSTIN-2
OG0043213	 UNCOORDINATED 115A ISOFORM B-RELATED
OG0043214	 NO HIT
OG0043263	 PROTEIN LIN-12
OG0043271	 FAMILY NOT NAMED
OG0043311	 SERINE HYDROXYMETHYLTRANSFERASE CYTOSOLIC
OG0043314	 CYCLIC NUCLEOTIDE-GATED CATION CHANNEL SUBUNIT A-LIKE PROTEIN
OG0044157	 SERPIN B9
OG0044455	 NO HIT
OG0044628	 SUBFAMILY NOT NAMED
OG0044634	 ADHESION REGULATING MOLECULE 1 110 KDA CELL MEMBRANE GLYCOPROTEIN
OG0045315	
OG0046964	
OG0047194	
OG0047604	 FAMILY NOT NAMED
OG0047620	 GLUTAMATE RECEPTOR 4
OG0047793	 SUBFAMILY NOT NAMED
OG0047796	 THIAMINE PYROPHOSPHATE ENZYMES
OG0048044	
OG0048300	 TETRATRICOPEPTIDE REPEAT PROTEIN 38
OG0048585	 NO HIT
OG0049050	 FAMILY NOT NAMED
OG0049056	
OG0049095	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN 1
OG0049170	 EXS-RELATED PROTEIN
OG0049177	 SUBFAMILY NOT NAMED
OG0049347	 POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 9
OG0049475	 ANGIOTENSIN-CONVERTING ENZYME-LIKE PROTEIN ACE3
OG0049539	
OG0049542	
OG0049543	
OG0049562	 INTRAFLAGELLAR TRANSPORT PROTEIN 88 HOMOLOG
OG0049589	 SUBFAMILY NOT NAMED
OG0049947	 UNCHARACTERIZED
OG0050039	 NO HIT
OG0050111	 SUBFAMILY NOT NAMED
OG0050258	 NO HIT
OG0050325	 FAMILY NOT NAMED
OG0050423	 METABOTROPIC GLUTAMATE RECEPTOR
OG0050523	 PROTEIN FAM227B
OG0050562	 NO HIT
OG0050581	 SOLUBLE GUANYLATE CYCLASE 88E
OG0050590	 URONYL 2-SULFOTRANSFERASE
OG0050832	 POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCLIC NUCLEOTIDE-GATED CHANNEL 4
OG0051292	 NO HIT
OG0051309	
OG0051481	 PROTEIN CBG07184
OG0051538	
OG0051696	
OG0051924	 NO HIT
OG0051941	 SUBFAMILY NOT NAMED
OG0051974	 SET AND MYND DOMAIN-CONTAINING PROTEIN 4
OG0052099	 EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1-RELATED
OG0052112	 SUBFAMILY NOT NAMED
