Orthogroup	Panther_annotation
OG0032377	 CYCLIC NUCLEOTIDE-GATED ION CHANNEL SUBUNIT B ISOFORM A
OG0032403	 NO HIT
OG0032433	 CYTOSOLIC CARBOXYPEPTIDASE 3
OG0032466	 NO HIT
OG0032476	 NO HIT
OG0032541	 FAT ATYPICAL CADHERIN-RELATED
OG0032796	 ZINC FINGER PROTEIN 250
OG0032899	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0032901	 NO HIT
OG0033183	 NO HIT
OG0033192	 DYNEIN HEAVY CHAIN CYTOPLASMIC-LIKE PROTEIN
OG0033255	 SUBFAMILY NOT NAMED
OG0033265	 NO HIT
OG0033295	 NO HIT
OG0033315	 CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 1
OG0033345	 SUBFAMILY NOT NAMED
OG0033348	 NO HIT
OG0033383	 SUBFAMILY NOT NAMED
OG0033404	 RIMS-BINDING PROTEIN 3A-RELATED
OG0033412	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR TYPE 3
OG0033439	 NO HIT
OG0033449	 DEOXYRIBONUCLEASE II
OG0033567	 ZINC TRANSPORTER SLC39A7 HISTIDINE-RICH MEMBRANE PROTEIN KE4
OG0033649	 NO HIT
OG0033699	 CATENIN (CADHERIN-ASSOCIATED PROTEIN) DELTA 2B
OG0033734	 NO HIT
OG0033781	 SUBFAMILY NOT NAMED
OG0033832	 NO HIT
OG0033865	 NO HIT
OG0033870	 SUBFAMILY NOT NAMED
OG0033881	 NO HIT
OG0033914	 NO HIT
OG0033951	 NO HIT
OG0034076	 SUBFAMILY NOT NAMED
OG0034091	 BETA-HEXOSAMINIDASE SUBUNIT BETA
OG0034107	 AGAP001331-PA-RELATED
OG0034112	 NO HIT
OG0034125	 NO HIT
OG0034131	 HISTONE ACETYLTRANSFERASE KAT6A
OG0034146	 FAMILY NOT NAMED
OG0034163	 PROTEIN CBG24663
OG0034185	 FERRIC-CHELATE REDUCTASE 1 HOMOLOG-LIKE PROTEIN-RELATED
OG0034186	 KINESIN-LIKE PROTEIN
OG0034188	 NO HIT
OG0034248	 SUBFAMILY NOT NAMED
OG0034251	 NEUROBEACHIN
OG0034261	 MANGANESE-TRANSPORTING ATPASE 13A1
OG0034275	 PUTATIVE-RELATED
OG0034284	 SUBFAMILY NOT NAMED
OG0034314	 MAESTRO HEAT-LIKE REPEAT FAMILY MEMBER 1
OG0034315	 SUBFAMILY NOT NAMED
OG0034340	 HELICASE WITH ZINC FINGER DOMAIN 2
OG0034385	 ENZYMATIC POLYPROTEIN-RELATED
OG0034394	 NO HIT
OG0034400	 CELL DIVISION CYCLE 42-RELATED
OG0034402	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL TRPM
OG0034416	 NON-SPECIFIC SERINE/THREONINE PROTEIN KINASE
OG0037905	 ALKYLGLYCEROL MONOOXYGENASE
OG0038074	 SI:CH211-203K16.3
OG0038116	 CADHERIN-87A
OG0038204	 LOCATION OF VULVA DEFECTIVE 1
OG0038225	 HOMOGENTISATE 1 2-DIOXYGENASE
OG0038252	 SUBFAMILY NOT NAMED
OG0038363	 NO HIT
OG0038391	 NO HIT
OG0038706	 PAPPALYSIN-1
OG0038766	 OPTOMOTOR-BLIND PROTEIN
OG0038771	 CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 3-RELATED-RELATED
OG0038784	 EPHRIN TYPE-B RECEPTOR
OG0038790	 F-BOX AND WD REPEAT DOMAIN-CONTAINING 11A
OG0038794	 FAMILY NOT NAMED
OG0039041	 CHROMOSOME-ASSOCIATED KINESIN KIF4A
OG0039141	 VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 13A
OG0039204	 CALPAIN-A-RELATED
OG0039281	 PROTEIN TYROSINE PHOSPHATASE 4E ISOFORM A-RELATED
OG0039439	 RAS-SPECIFIC GUANINE NUCLEOTIDE-RELEASING FACTOR 2
OG0039481	 WD REPEAT-CONTAINING PROTEIN 86
OG0039631	 COMPLEMENT C5
OG0039729	 WASH COMPLEX SUBUNIT 4
OG0039766	 HELICASE ARIP4
OG0040103	 NO HIT
OG0040262	 NO HIT
OG0040281	 ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 2
OG0040327	 NO HIT
OG0040348	 ADENOMATOUS POLYPOSIS COLI PROTEIN 2
OG0040363	 MALATE DEHYDROGENASE MITOCHONDRIAL
OG0040405	 ZIZIMIN ISOFORM K
OG0040441	 SUBFAMILY NOT NAMED
OG0040579	 MIP05618P
OG0040650	 NO HIT
OG0040806	 NO HIT
OG0040828	 NO HIT
OG0040841	 NO HIT
OG0040853	 NO HIT
OG0040999	 NO HIT
OG0041063	 NO HIT
OG0041075	 CYTOCHROME P450 301B1
OG0041086	 NO HIT
OG0041127	 NO HIT
OG0041152	 PROTEIN CBG26694
OG0041163	 UNC80
OG0041173	 ENDOTHELIAL TRANSCRIPTION FACTOR GATA-2
OG0041245	 NO HIT
OG0041462	 FAT ATYPICAL CADHERIN-RELATED
OG0041506	 POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 1
OG0041870	 NEURONAL PAS DOMAIN-CONTAINING PROTEIN 1
OG0041973	 PHOSPHOLIPASE B-LIKE 1
OG0042012	 XANTHINE DEHYDROGENASE
OG0042019	 THYMIDINE KINASE CYTOSOLIC
OG0042072	 SODIUM/CHLORIDE DEPENDENT TRANSPORTER
OG0042082	 PROTEIN I'M NOT DEAD YET-RELATED
OG0042084	 PROTEIN WNT-7B
OG0042201	 FAMILY NOT NAMED
OG0042215	 NO HIT
OG0042267	 CTL-LIKE PROTEIN 2
OG0042527	 NO HIT
OG0042974	 ATP-DEPENDENT RNA HELICASE DDX31-RELATED
OG0043096	 PROTEIN DOPEY-1
OG0043145	 NO HIT
OG0043155	 FAMILY NOT NAMED
OG0043226	 NO HIT
OG0043272	 NO HIT
OG0043280	 LP06548P
OG0043310	 RE54550P
OG0044959	 NO HIT
OG0045281	 NO HIT
OG0045344	 METHYLTRANSFERASE NSUN6-RELATED
OG0045350	 MULTIPLE PDZ DOMAIN PROTEIN
OG0045420	 NO HIT
OG0045588	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR TYPE 1
OG0045636	 GUANYLATE CYCLASE 2G
OG0045651	 SPERMATOGENESIS-ASSOCIATED PROTEIN 20
OG0045659	 ADENOSINE RECEPTOR A2A
OG0045731	 ENDOGENOUS RETROVIRUS GROUP K MEMBER 25 POL
OG0045742	 DYNEIN CYTOPLASMIC 2 HEAVY CHAIN 1
OG0045743	 NO HIT
OG0045785	 NO HIT
OG0045816	 RHO GTPASE-ACTIVATING PROTEIN 12
OG0045835	 MAPK/MAK/MRK OVERLAPPING KINASE
OG0045836	 HOMEOBOX PROTEIN ARISTALESS
OG0045903	 GUANYLATE CYCLASE
OG0045914	 NO HIT
OG0045921	 NO HIT
OG0045941	 RT07201P-RELATED
OG0045957	 MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 2
OG0045958	 NO HIT
OG0046039	 ELONGATION FACTOR G MITOCHONDRIAL
OG0046051	 DYNEIN HEAVY CHAIN 8 AXONEMAL
OG0046113	 NO HIT
OG0046120	 DENTIN MATRIX PROTEIN 4 PROTEIN FAM20
OG0046129	 SUCCINATE--COA LIGASE [ADP-FORMING] SUBUNIT BETA MITOCHONDRIAL
OG0046133	 NO HIT
OG0046138	 SUBFAMILY NOT NAMED
OG0046173	 PHOSPHODIESTERASE
OG0046174	 LD44003P
OG0046186	 CYCLIN-DEPENDENT KINASE INHIBITOR 2C
OG0046237	 RE14504P
OG0046244	 NO HIT
OG0046254	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 5
OG0046256	 RH47711P
OG0046265	 SMALL UBIQUITIN-RELATED MODIFIER
OG0046272	 SUBFAMILY NOT NAMED
OG0046295	 UBIQUITIN-CONJUGATING ENZYME E2 E3
OG0046330	 SERINE/THREONINE-PROTEIN KINASE 3
OG0046347	 NA+/CA2+ K+ INDEPENDENT EXCHANGER
OG0046355	 PROTEIN CBG26950
OG0046359	 LD28067P
OG0046388	 SUBFAMILY NOT NAMED
OG0046447	 SUBFAMILY NOT NAMED
OG0046455	 FAMILY NOT NAMED
OG0046530	 FI04408P
OG0046561	 NO HIT
OG0046563	 PRE-MRNA-PROCESSING FACTOR 6
OG0046574	 CERAMIDE SYNTHASE 1
OG0046593	 TRANSLOCATION PROTEIN SEC63 HOMOLOG
OG0046657	 UBIQUITIN CONJUGATION FACTOR E4 A
OG0046672	 NO HIT
OG0046680	 DEDICATOR OF CYTOKINESIS PROTEIN 6
OG0046682	 NO HIT
OG0046683	 NO HIT
OG0046700	 NO HIT
OG0046732	 OS10G0105400 PROTEIN
OG0046741	 C-1-TETRAHYDROFOLATE SYNTHASE CYTOPLASMIC
OG0046742	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 6
OG0046749	 TRANSLATION FACTOR GUF1 MITOCHONDRIAL
OG0046799	 AMMONIUM TRANSPORTER
OG0046810	 ZYDECO ISOFORM F
OG0046811	 NO HIT
OG0046838	 SUBFAMILY NOT NAMED
OG0046839	 CARNITINE O-PALMITOYLTRANSFERASE 2 MITOCHONDRIAL
OG0046851	 LARGE XYLOSYL- AND GLUCURONYLTRANSFERASE 2
OG0046861	 NO HIT
OG0046865	 GLYCERATE KINASE
